BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS717731	ES784761
BS717732	ES785174
BS717733	ES785725
BS717735	ES786164
BS717737	ES785690
BS717676	ES782262
BS717679	ES782265
BS717682	ES782268
BS717683	ES782269
BS717688	ES782274
BS717689	ES782275
BS717743	ES786173
BS717743	ES786174
BS717747	ES786175
BS717749	ES785702
BS717750	ES785446
BS717751	ES786181
BS717752	ES785335
BS717628	ES782214
BS717630	ES782216
BS717631	ES782217
BS717634	ES782220
BS717546	ES781956
BS717546	ES782000
BS717549	ES781959
BS717549	ES782003
BS717550	ES781960
BS717550	ES782004
BS717552	ES781984
BS717554	ES781964
BS717753	ES785705
BS717754	ES785404
BS717755	ES786284
BS717757	ES785216
BS717760	ES785204
BS717761	ES785220
BS717764	ES784376
BS717768	ES784381
BS717769	ES785226
BS717772	ES785209
BS717557	ES782011
BS717561	ES782015
BS717563	ES782039
BS717565	ES782063
BS717566	ES782064
BS717570	ES782068
BS717573	ES782027
BS717573	ES782071
BS717578	ES782076
BS717693	ES782279
BS717696	ES782282
BS717698	ES782284
BS717661	ES782247
BS717774	ES785424
BS717775	ES786304
BS717777	ES785236
BS717780	ES784766
BS717579	ES782077
BS717580	ES782034
BS717582	ES782058
BS717584	ES782082
BS717589	ES782131
BS717590	ES782132
BS717594	ES782092
BS717663	ES782249
BS717665	ES782251
BS717782	ES785365
BS717784	ES784383
BS717785	ES785184
BS717790	ES785373
BS717797	ES785197
BS717800	ES785155
BS717710	ES782296
BS717711	ES782297
BS717715	ES784742
BS717719	ES784748
BS717721	ES785713
BS717722	ES786489
BS717723	ES784750
BS717598	ES782096
BS717598	ES782140
BS717605	ES782191
BS717606	ES782170
BS717607	ES782193
BS717608	ES782172
BS717615	ES782157
BS717615	ES782201
BS717617	ES782159
BS717617	ES782203
BS717622	ES782164
BS717726	ES786494
BS717727	ES784757
BS717728	ES785170
BS717728	ES785173
BS717729	ES785723
BS717730	ES786498
BS717731	ES784760
BS717733	ES785727
BS717734	ES785427
BS717736	ES785322
BS717675	ES782261
BS717687	ES782273
BS717690	ES782276
BS717738	ES785432
BS717738	ES785433
BS717740	ES785323
BS717740	ES785326
BS717744	ES785327
BS717746	ES785439
BS717746	ES785440
BS717752	ES785336
BS717632	ES782218
BS717640	ES782226
BS717641	ES782227
BS717544	ES781954
BS717545	ES781999
BS717549	ES781981
BS717555	ES781987
BS717643	ES782229
BS717648	ES782234
BS717650	ES782236
BS717753	ES785708
BS717755	ES786285
BS717757	ES785214
BS717761	ES785219
BS717763	ES786294
BS717764	ES784375
BS717765	ES785222
BS717766	ES785415
BS717771	ES786301
BS717771	ES786303
BS717772	ES785206
BS717557	ES781967
BS717562	ES782016
BS717566	ES782042
BS717651	ES782237
BS717571	ES782047
BS717572	ES782026
BS717573	ES782049
BS717576	ES782030
BS717577	ES782075
BS717778	ES785360
BS717580	ES782078
BS717581	ES782079
BS717588	ES782130
BS717589	ES782087
BS717705	ES782291
BS717784	ES784382
BS717786	ES785370
BS717790	ES785371
BS717795	ES785355
BS717796	ES784781
BS717540	ES781972
BS717540	ES781994
BS717714	ES786483
BS717716	ES785158
BS717716	ES785160
BS717717	ES785709
BS717723	ES784751
BS717600	ES782142
BS717604	ES782102
BS717605	ES782169
BS717606	ES782192
BS717611	ES782175
BS717614	ES782178
BS717614	ES782200
BS717615	ES782179
BS717622	ES782208
BS717624	ES782210
BS717725	ES785717
BS717728	ES785172
BS717729	ES785721
BS717730	ES786497
BS717732	ES785175
BS717732	ES785176
BS717734	ES785428
BS717734	ES785429
BS717735	ES786163
BS717670	ES782256
BS717673	ES782259
BS717674	ES782260
BS717685	ES782271
BS717692	ES782278
BS717739	ES786168
BS717740	ES785325
BS717742	ES785438
BS717743	ES786172
BS717745	ES785698
BS717746	ES785442
BS717749	ES785704
BS717751	ES786180
BS717751	ES786182
BS717627	ES782213
BS717541	ES781995
BS717542	ES781974
BS717543	ES781975
BS717544	ES781998
BS717545	ES781955
BS717548	ES781980
BS717548	ES782002
BS717551	ES781983
BS717753	ES785707
BS717756	ES785199
BS717756	ES785200
BS717759	ES786288
BS717759	ES786289
BS717759	ES786291
BS717760	ES785202
BS717762	ES785412
BS717762	ES785414
BS717763	ES786295
BS717764	ES784377
BS717766	ES785416
BS717766	ES785417
BS717767	ES786299
BS717768	ES784378
BS717768	ES784379
BS717769	ES785229
BS717772	ES785208
BS717773	ES785231
BS717556	ES781966
BS717559	ES781969
BS717560	ES782014
BS717560	ES781970
BS717652	ES782238
BS717570	ES782046
BS717575	ES782051
BS717695	ES782281
BS717697	ES782283
BS717660	ES782246
BS717774	ES785423
BS717775	ES786306
BS717776	ES785213
BS717777	ES785235
BS717780	ES784768
BS717781	ES785181
BS717580	ES782056
BS717583	ES782081
BS717583	ES782103
BS717591	ES782089
BS717591	ES782111
BS717591	ES782133
BS717594	ES782136
BS717596	ES782116
BS717701	ES782287
BS717666	ES782252
BS717784	ES784384
BS717785	ES785182
BS717785	ES785185
BS717787	ES785350
BS717789	ES785187
BS717789	ES785189
BS717791	ES785351
BS717793	ES785193
BS717794	ES785375
BS717797	ES785196
BS717799	ES784762
BS717799	ES784765
BS717800	ES785154
BS717801	ES785731
BS717712	ES782298
BS717719	ES784746
BS717720	ES785163
BS717723	ES784752
BS717724	ES785167
BS717599	ES782119
BS717601	ES782099
BS717606	ES782148
BS717612	ES782154
BS717618	ES782160
BS717619	ES782161
BS717619	ES782183
BS717620	ES782184
BS717624	ES782188
BS717727	ES784754
BS717736	ES785321
BS717737	ES785689
BS717737	ES785692
BS717672	ES782258
BS717738	ES785434
BS717739	ES786167
BS717741	ES785693
BS717741	ES785695
BS717741	ES785696
BS717743	ES786171
BS717747	ES786176
BS717748	ES785331
BS717748	ES785333
BS717752	ES785338
BS717626	ES782212
BS717626	ES782168
BS717541	ES781973
BS717542	ES781996
BS717547	ES782001
BS717645	ES782231
BS717646	ES782232
BS717758	ES785409
BS717761	ES785221
BS717765	ES785224
BS717770	ES785420
BS717770	ES785421
BS717771	ES786300
BS717773	ES785233
BS717564	ES782018
BS717567	ES782043
BS717653	ES782239
BS717569	ES782067
BS717576	ES782074
BS717578	ES782032
BS717578	ES782054
BS717699	ES782285
BS717657	ES782243
BS717775	ES786307
BS717779	ES785340
BS717780	ES784769
BS717781	ES785180
BS717579	ES782055
BS717581	ES782035
BS717581	ES782057
BS717582	ES782080
BS717585	ES782127
BS717587	ES782107
BS717589	ES782109
BS717590	ES782088
BS717596	ES782094
BS717707	ES782293
BS717782	ES785363
BS717785	ES785183
BS717786	ES785367
BS717788	ES784772
BS717790	ES785374
BS717791	ES785353
BS717794	ES785378
BS717796	ES784779
BS717796	ES784780
BS717539	ES781949
BS717539	ES781993
BS717715	ES784744
BS717717	ES785710
BS717718	ES786488
BS717720	ES785165
BS717721	ES785715
BS717722	ES786492
BS717723	ES784753
BS717724	ES785168
BS717724	ES785169
BS717598	ES782118
BS717603	ES782123
BS717603	ES782145
BS717608	ES782194
BS717609	ES782195
BS717611	ES782153
BS717612	ES782176
BS717618	ES782204
BS717620	ES782206
BS717625	ES782189
BS717731	ES784758
BS717735	ES786165
BS717736	ES785320
BS717669	ES782255
BS717677	ES782263
BS717678	ES782264
BS717681	ES782267
BS717684	ES782270
BS717686	ES782272
BS717742	ES785435
BS717744	ES785328
BS717745	ES785699
BS717745	ES785700
BS717747	ES786177
BS717749	ES785701
BS717750	ES785443
BS717750	ES785444
BS717750	ES785445
BS717542	ES781952
BS717543	ES781953
BS717546	ES781978
BS717555	ES782009
BS717555	ES781965
BS717642	ES782228
BS717755	ES786286
BS717755	ES786287
BS717757	ES785217
BS717758	ES785407
BS717758	ES785408
BS717762	ES785413
BS717765	ES785225
BS717770	ES785419
BS717770	ES785422
BS717556	ES782010
BS717559	ES782013
BS717562	ES782060
BS717563	ES782061
BS717564	ES782040
BS717565	ES782019
BS717565	ES782041
BS717567	ES782021
BS717567	ES782065
BS717568	ES782022
BS717568	ES782066
BS717654	ES782240
BS717655	ES782241
BS717569	ES782045
BS717572	ES782048
BS717575	ES782029
BS717577	ES782031
BS717577	ES782053
BS717700	ES782286
BS717662	ES782248
BS717776	ES785210
BS717776	ES785211
BS717776	ES785212
BS717778	ES785362
BS717582	ES782036
BS717585	ES782105
BS717587	ES782129
BS717588	ES782108
BS717590	ES782110
BS717592	ES782112
BS717593	ES782135
BS717597	ES782095
BS717597	ES782117
BS717703	ES782289
BS717704	ES782290
BS717664	ES782250
BS717783	ES785346
BS717786	ES785368
BS717787	ES785348
BS717791	ES785354
BS717793	ES785190
BS717795	ES785358
BS717798	ES786503
BS717798	ES786504
BS717799	ES784764
BS717800	ES785156
BS717801	ES785729
BS717801	ES785732
