EXPSAMPLE_ACCESSION	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	WORKSPACE_ID
ES782175		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782180		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782185		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782197		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782202		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782204		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782209		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782142		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782144		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782148		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782155		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782158		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782093		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782099		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782111		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782121		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782230		EXP13692		OTHER	Not_Parsed	2799
ES782253		EXP13692		OTHER	Not_Parsed	2799
ES782258		EXP13692		OTHER	Not_Parsed	2799
ES782265		EXP13692		OTHER	Not_Parsed	2799
ES782274		EXP13692		OTHER	Not_Parsed	2799
ES782276		EXP13692		OTHER	Not_Parsed	2799
ES782279		EXP13692		OTHER	Not_Parsed	2799
ES782283		EXP13692		OTHER	Not_Parsed	2799
ES782286		EXP13692		OTHER	Not_Parsed	2799
ES782299		EXP13692		OTHER	Not_Parsed	2799
ES786179		EXP13693		OTHER	Not_Parsed	2799
ES786287		EXP13693		OTHER	Not_Parsed	2799
ES786289		EXP13693		OTHER	Not_Parsed	2799
ES786304		EXP13693		OTHER	Not_Parsed	2799
ES786305		EXP13693		OTHER	Not_Parsed	2799
ES786306		EXP13693		OTHER	Not_Parsed	2799
ES785719		EXP13693		OTHER	Not_Parsed	2799
ES785727		EXP13693		OTHER	Not_Parsed	2799
ES785361		EXP13693		OTHER	Not_Parsed	2799
ES785370		EXP13693		OTHER	Not_Parsed	2799
ES785198		EXP13693		OTHER	Not_Parsed	2799
ES784375		EXP13693		OTHER	Not_Parsed	2799
ES784377		EXP13693		OTHER	Not_Parsed	2799
ES784379		EXP13693		OTHER	Not_Parsed	2799
ES784384		EXP13693		OTHER	Not_Parsed	2799
ES785213		EXP13693		OTHER	Not_Parsed	2799
ES785185		EXP13693		OTHER	Not_Parsed	2799
ES785187		EXP13693		OTHER	Not_Parsed	2799
ES785432		EXP13693		OTHER	Not_Parsed	2799
ES785689		EXP13693		OTHER	Not_Parsed	2799
ES785692		EXP13693		OTHER	Not_Parsed	2799
ES785703		EXP13693		OTHER	Not_Parsed	2799
ES785321		EXP13693		OTHER	Not_Parsed	2799
ES785339		EXP13693		OTHER	Not_Parsed	2799
ES784781		EXP13693		OTHER	Not_Parsed	2799
ES786501		EXP13693		OTHER	Not_Parsed	2799
ES784751		EXP13693		OTHER	Not_Parsed	2799
ES785228		EXP13693		OTHER	Not_Parsed	2799
ES785415		EXP13693		OTHER	Not_Parsed	2799
ES785420		EXP13693		OTHER	Not_Parsed	2799
ES785421		EXP13693		OTHER	Not_Parsed	2799
ES785172		EXP13693		OTHER	Not_Parsed	2799
ES785445		EXP13693		OTHER	Not_Parsed	2799
ES782039		EXP13690		HAI	Parsed	2799
ES782044		EXP13690		HAI	Parsed	2799
ES782047		EXP13690		HAI	Parsed	2799
ES782050		EXP13690		HAI	Parsed	2799
ES782074		EXP13690		HAI	Parsed	2799
ES782076		EXP13690		HAI	Parsed	2799
ES782077		EXP13690		HAI	Parsed	2799
ES781998		EXP13690		HAI	Parsed	2799
ES782016		EXP13690		HAI	Parsed	2799
ES782018		EXP13690		HAI	Parsed	2799
ES782022		EXP13690		HAI	Parsed	2799
ES782024		EXP13690		HAI	Parsed	2799
ES782034		EXP13690		HAI	Parsed	2799
ES782038		EXP13690		HAI	Parsed	2799
ES781950		EXP13690		HAI	Parsed	2799
ES781953		EXP13690		HAI	Parsed	2799
ES781963		EXP13690		HAI	Parsed	2799
ES781967		EXP13690		HAI	Parsed	2799
ES781970		EXP13690		HAI	Parsed	2799
ES781972		EXP13690		HAI	Parsed	2799
ES781974		EXP13690		HAI	Parsed	2799
ES781978		EXP13690		HAI	Parsed	2799
ES781979		EXP13690		HAI	Parsed	2799
ES781983		EXP13690		HAI	Parsed	2799
ES781989		EXP13690		HAI	Parsed	2799
ES782178		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782186		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782129		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782137		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782152		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782153		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782157		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782161		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782096		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782115		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782117		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782118		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782220		EXP13692		OTHER	Not_Parsed	2799
ES782221		EXP13692		OTHER	Not_Parsed	2799
ES782245		EXP13692		OTHER	Not_Parsed	2799
ES782264		EXP13692		OTHER	Not_Parsed	2799
ES782217		EXP13692		OTHER	Not_Parsed	2799
ES782270		EXP13692		OTHER	Not_Parsed	2799
ES782272		EXP13692		OTHER	Not_Parsed	2799
ES782285		EXP13692		OTHER	Not_Parsed	2799
ES782296		EXP13692		OTHER	Not_Parsed	2799
ES785726		EXP13693		OTHER	Not_Parsed	2799
ES786169		EXP13693		OTHER	Not_Parsed	2799
ES785359		EXP13693		OTHER	Not_Parsed	2799
ES785371		EXP13693		OTHER	Not_Parsed	2799
ES785375		EXP13693		OTHER	Not_Parsed	2799
ES785709		EXP13693		OTHER	Not_Parsed	2799
ES785710		EXP13693		OTHER	Not_Parsed	2799
ES785199		EXP13693		OTHER	Not_Parsed	2799
ES785208		EXP13693		OTHER	Not_Parsed	2799
ES785184		EXP13693		OTHER	Not_Parsed	2799
ES785694		EXP13693		OTHER	Not_Parsed	2799
ES785697		EXP13693		OTHER	Not_Parsed	2799
ES785704		EXP13693		OTHER	Not_Parsed	2799
ES785705		EXP13693		OTHER	Not_Parsed	2799
ES784766		EXP13693		OTHER	Not_Parsed	2799
ES784771		EXP13693		OTHER	Not_Parsed	2799
ES784772		EXP13693		OTHER	Not_Parsed	2799
ES784773		EXP13693		OTHER	Not_Parsed	2799
ES784776		EXP13693		OTHER	Not_Parsed	2799
ES784779		EXP13693		OTHER	Not_Parsed	2799
ES785323		EXP13693		OTHER	Not_Parsed	2799
ES785327		EXP13693		OTHER	Not_Parsed	2799
ES785355		EXP13693		OTHER	Not_Parsed	2799
ES785156		EXP13693		OTHER	Not_Parsed	2799
ES786502		EXP13693		OTHER	Not_Parsed	2799
ES786504		EXP13693		OTHER	Not_Parsed	2799
ES784754		EXP13693		OTHER	Not_Parsed	2799
ES784762		EXP13693		OTHER	Not_Parsed	2799
ES784763		EXP13693		OTHER	Not_Parsed	2799
ES786485		EXP13693		OTHER	Not_Parsed	2799
ES786491		EXP13693		OTHER	Not_Parsed	2799
ES786500		EXP13693		OTHER	Not_Parsed	2799
ES785409		EXP13693		OTHER	Not_Parsed	2799
ES785417		EXP13693		OTHER	Not_Parsed	2799
ES785158		EXP13693		OTHER	Not_Parsed	2799
ES785161		EXP13693		OTHER	Not_Parsed	2799
ES785167		EXP13693		OTHER	Not_Parsed	2799
ES785170		EXP13693		OTHER	Not_Parsed	2799
ES785175		EXP13693		OTHER	Not_Parsed	2799
ES785437		EXP13693		OTHER	Not_Parsed	2799
ES785440		EXP13693		OTHER	Not_Parsed	2799
ES785442		EXP13693		OTHER	Not_Parsed	2799
ES785446		EXP13693		OTHER	Not_Parsed	2799
ES782045		EXP13690		HAI	Parsed	2799
ES782053		EXP13690		HAI	Parsed	2799
ES782063		EXP13690		HAI	Parsed	2799
ES782073		EXP13690		HAI	Parsed	2799
ES782006		EXP13690		HAI	Parsed	2799
ES782007		EXP13690		HAI	Parsed	2799
ES782011		EXP13690		HAI	Parsed	2799
ES782012		EXP13690		HAI	Parsed	2799
ES782017		EXP13690		HAI	Parsed	2799
ES782029		EXP13690		HAI	Parsed	2799
ES782032		EXP13690		HAI	Parsed	2799
ES781949		EXP13690		HAI	Parsed	2799
ES781952		EXP13690		HAI	Parsed	2799
ES781971		EXP13690		HAI	Parsed	2799
ES781973		EXP13690		HAI	Parsed	2799
ES781982		EXP13690		HAI	Parsed	2799
ES781984		EXP13690		HAI	Parsed	2799
ES781993		EXP13690		HAI	Parsed	2799
ES782082		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782181		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782201		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782206		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782212		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782131		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782140		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782149		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782166		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782091		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782105		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782114		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782116		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782229		EXP13692		OTHER	Not_Parsed	2799
ES782243		EXP13692		OTHER	Not_Parsed	2799
ES782255		EXP13692		OTHER	Not_Parsed	2799
ES782256		EXP13692		OTHER	Not_Parsed	2799
ES782213		EXP13692		OTHER	Not_Parsed	2799
ES782215		EXP13692		OTHER	Not_Parsed	2799
ES782218		EXP13692		OTHER	Not_Parsed	2799
ES782275		EXP13692		OTHER	Not_Parsed	2799
ES782278		EXP13692		OTHER	Not_Parsed	2799
ES782280		EXP13692		OTHER	Not_Parsed	2799
ES782295		EXP13692		OTHER	Not_Parsed	2799
ES782298		EXP13692		OTHER	Not_Parsed	2799
ES786181		EXP13693		OTHER	Not_Parsed	2799
ES786294		EXP13693		OTHER	Not_Parsed	2799
ES786296		EXP13693		OTHER	Not_Parsed	2799
ES785720		EXP13693		OTHER	Not_Parsed	2799
ES785721		EXP13693		OTHER	Not_Parsed	2799
ES785724		EXP13693		OTHER	Not_Parsed	2799
ES785730		EXP13693		OTHER	Not_Parsed	2799
ES785732		EXP13693		OTHER	Not_Parsed	2799
ES785360		EXP13693		OTHER	Not_Parsed	2799
ES785362		EXP13693		OTHER	Not_Parsed	2799
ES785364		EXP13693		OTHER	Not_Parsed	2799
ES785368		EXP13693		OTHER	Not_Parsed	2799
ES785373		EXP13693		OTHER	Not_Parsed	2799
ES785374		EXP13693		OTHER	Not_Parsed	2799
ES785200		EXP13693		OTHER	Not_Parsed	2799
ES785202		EXP13693		OTHER	Not_Parsed	2799
ES785207		EXP13693		OTHER	Not_Parsed	2799
ES784376		EXP13693		OTHER	Not_Parsed	2799
ES785178		EXP13693		OTHER	Not_Parsed	2799
ES785193		EXP13693		OTHER	Not_Parsed	2799
ES785194		EXP13693		OTHER	Not_Parsed	2799
ES785428		EXP13693		OTHER	Not_Parsed	2799
ES785690		EXP13693		OTHER	Not_Parsed	2799
ES785696		EXP13693		OTHER	Not_Parsed	2799
ES785707		EXP13693		OTHER	Not_Parsed	2799
ES785320		EXP13693		OTHER	Not_Parsed	2799
ES785326		EXP13693		OTHER	Not_Parsed	2799
ES785342		EXP13693		OTHER	Not_Parsed	2799
ES785345		EXP13693		OTHER	Not_Parsed	2799
ES785350		EXP13693		OTHER	Not_Parsed	2799
ES785352		EXP13693		OTHER	Not_Parsed	2799
ES785356		EXP13693		OTHER	Not_Parsed	2799
ES785357		EXP13693		OTHER	Not_Parsed	2799
ES786503		EXP13693		OTHER	Not_Parsed	2799
ES784753		EXP13693		OTHER	Not_Parsed	2799
ES784757		EXP13693		OTHER	Not_Parsed	2799
ES784761		EXP13693		OTHER	Not_Parsed	2799
ES785214		EXP13693		OTHER	Not_Parsed	2799
ES786484		EXP13693		OTHER	Not_Parsed	2799
ES786487		EXP13693		OTHER	Not_Parsed	2799
ES786489		EXP13693		OTHER	Not_Parsed	2799
ES785222		EXP13693		OTHER	Not_Parsed	2799
ES785226		EXP13693		OTHER	Not_Parsed	2799
ES785229		EXP13693		OTHER	Not_Parsed	2799
ES785406		EXP13693		OTHER	Not_Parsed	2799
ES785416		EXP13693		OTHER	Not_Parsed	2799
ES785425		EXP13693		OTHER	Not_Parsed	2799
ES785169		EXP13693		OTHER	Not_Parsed	2799
ES785439		EXP13693		OTHER	Not_Parsed	2799
ES785443		EXP13693		OTHER	Not_Parsed	2799
ES782056		EXP13690		HAI	Parsed	2799
ES782057		EXP13690		HAI	Parsed	2799
ES782059		EXP13690		HAI	Parsed	2799
ES782062		EXP13690		HAI	Parsed	2799
ES782065		EXP13690		HAI	Parsed	2799
ES782068		EXP13690		HAI	Parsed	2799
ES782070		EXP13690		HAI	Parsed	2799
ES782071		EXP13690		HAI	Parsed	2799
ES782001		EXP13690		HAI	Parsed	2799
ES782005		EXP13690		HAI	Parsed	2799
ES782009		EXP13690		HAI	Parsed	2799
ES782013		EXP13690		HAI	Parsed	2799
ES782014		EXP13690		HAI	Parsed	2799
ES782028		EXP13690		HAI	Parsed	2799
ES781960		EXP13690		HAI	Parsed	2799
ES781966		EXP13690		HAI	Parsed	2799
ES781968		EXP13690		HAI	Parsed	2799
ES782179		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782182		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782188		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782194		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782195		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782196		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782203		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782210		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782145		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782146		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782151		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782154		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782159		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782162		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782167		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782168		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782170		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782090		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782106		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782107		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782219		EXP13692		OTHER	Not_Parsed	2799
ES782231		EXP13692		OTHER	Not_Parsed	2799
ES782236		EXP13692		OTHER	Not_Parsed	2799
ES782241		EXP13692		OTHER	Not_Parsed	2799
ES782242		EXP13692		OTHER	Not_Parsed	2799
ES782247		EXP13692		OTHER	Not_Parsed	2799
ES782250		EXP13692		OTHER	Not_Parsed	2799
ES782259		EXP13692		OTHER	Not_Parsed	2799
ES782277		EXP13692		OTHER	Not_Parsed	2799
ES782282		EXP13692		OTHER	Not_Parsed	2799
ES782287		EXP13692		OTHER	Not_Parsed	2799
ES782289		EXP13692		OTHER	Not_Parsed	2799
ES782290		EXP13692		OTHER	Not_Parsed	2799
ES782294		EXP13692		OTHER	Not_Parsed	2799
ES786291		EXP13693		OTHER	Not_Parsed	2799
ES786302		EXP13693		OTHER	Not_Parsed	2799
ES785717		EXP13693		OTHER	Not_Parsed	2799
ES785718		EXP13693		OTHER	Not_Parsed	2799
ES785722		EXP13693		OTHER	Not_Parsed	2799
ES786164		EXP13693		OTHER	Not_Parsed	2799
ES786165		EXP13693		OTHER	Not_Parsed	2799
ES786171		EXP13693		OTHER	Not_Parsed	2799
ES786172		EXP13693		OTHER	Not_Parsed	2799
ES785366		EXP13693		OTHER	Not_Parsed	2799
ES785376		EXP13693		OTHER	Not_Parsed	2799
ES785711		EXP13693		OTHER	Not_Parsed	2799
ES785201		EXP13693		OTHER	Not_Parsed	2799
ES784374		EXP13693		OTHER	Not_Parsed	2799
ES784378		EXP13693		OTHER	Not_Parsed	2799
ES784385		EXP13693		OTHER	Not_Parsed	2799
ES785209		EXP13693		OTHER	Not_Parsed	2799
ES785211		EXP13693		OTHER	Not_Parsed	2799
ES785181		EXP13693		OTHER	Not_Parsed	2799
ES785190		EXP13693		OTHER	Not_Parsed	2799
ES785195		EXP13693		OTHER	Not_Parsed	2799
ES785427		EXP13693		OTHER	Not_Parsed	2799
ES785695		EXP13693		OTHER	Not_Parsed	2799
ES784770		EXP13693		OTHER	Not_Parsed	2799
ES784774		EXP13693		OTHER	Not_Parsed	2799
ES784780		EXP13693		OTHER	Not_Parsed	2799
ES785329		EXP13693		OTHER	Not_Parsed	2799
ES785337		EXP13693		OTHER	Not_Parsed	2799
ES784745		EXP13693		OTHER	Not_Parsed	2799
ES784746		EXP13693		OTHER	Not_Parsed	2799
ES784750		EXP13693		OTHER	Not_Parsed	2799
ES786488		EXP13693		OTHER	Not_Parsed	2799
ES786492		EXP13693		OTHER	Not_Parsed	2799
ES786495		EXP13693		OTHER	Not_Parsed	2799
ES785220		EXP13693		OTHER	Not_Parsed	2799
ES785221		EXP13693		OTHER	Not_Parsed	2799
ES785230		EXP13693		OTHER	Not_Parsed	2799
ES785235		EXP13693		OTHER	Not_Parsed	2799
ES785403		EXP13693		OTHER	Not_Parsed	2799
ES785404		EXP13693		OTHER	Not_Parsed	2799
ES785405		EXP13693		OTHER	Not_Parsed	2799
ES785412		EXP13693		OTHER	Not_Parsed	2799
ES785413		EXP13693		OTHER	Not_Parsed	2799
ES785422		EXP13693		OTHER	Not_Parsed	2799
ES785426		EXP13693		OTHER	Not_Parsed	2799
ES785164		EXP13693		OTHER	Not_Parsed	2799
ES785166		EXP13693		OTHER	Not_Parsed	2799
ES785177		EXP13693		OTHER	Not_Parsed	2799
ES782052		EXP13690		HAI	Parsed	2799
ES782066		EXP13690		HAI	Parsed	2799
ES782072		EXP13690		HAI	Parsed	2799
ES782079		EXP13690		HAI	Parsed	2799
ES781995		EXP13690		HAI	Parsed	2799
ES781996		EXP13690		HAI	Parsed	2799
ES782003		EXP13690		HAI	Parsed	2799
ES782010		EXP13690		HAI	Parsed	2799
ES782026		EXP13690		HAI	Parsed	2799
ES782030		EXP13690		HAI	Parsed	2799
ES782031		EXP13690		HAI	Parsed	2799
ES782036		EXP13690		HAI	Parsed	2799
ES781961		EXP13690		HAI	Parsed	2799
ES781964		EXP13690		HAI	Parsed	2799
ES781977		EXP13690		HAI	Parsed	2799
ES781986		EXP13690		HAI	Parsed	2799
ES781987		EXP13690		HAI	Parsed	2799
ES781991		EXP13690		HAI	Parsed	2799
ES782176		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782177		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782193		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782199		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782133		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782134		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782135		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782143		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782147		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782088		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782089		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782092		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782094		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782095		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782098		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782100		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782101		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782108		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782128		EXP13691		VIRUS NEUTRALIZATION	Parsed	2799
ES782222		EXP13692		OTHER	Not_Parsed	2799
ES782226		EXP13692		OTHER	Not_Parsed	2799
ES782237		EXP13692		OTHER	Not_Parsed	2799
ES782239		EXP13692		OTHER	Not_Parsed	2799
ES782249		EXP13692		OTHER	Not_Parsed	2799
ES782260		EXP13692		OTHER	Not_Parsed	2799
ES782263		EXP13692		OTHER	Not_Parsed	2799
ES782266		EXP13692		OTHER	Not_Parsed	2799
ES782267		EXP13692		OTHER	Not_Parsed	2799
ES782216		EXP13692		OTHER	Not_Parsed	2799
ES782273		EXP13692		OTHER	Not_Parsed	2799
ES782288		EXP13692		OTHER	Not_Parsed	2799
ES786284		EXP13693		OTHER	Not_Parsed	2799
ES786297		EXP13693		OTHER	Not_Parsed	2799
ES786298		EXP13693		OTHER	Not_Parsed	2799
ES786307		EXP13693		OTHER	Not_Parsed	2799
ES785714		EXP13693		OTHER	Not_Parsed	2799
ES785723		EXP13693		OTHER	Not_Parsed	2799
ES785729		EXP13693		OTHER	Not_Parsed	2799
ES786163		EXP13693		OTHER	Not_Parsed	2799
ES786166		EXP13693		OTHER	Not_Parsed	2799
ES786174		EXP13693		OTHER	Not_Parsed	2799
ES785372		EXP13693		OTHER	Not_Parsed	2799
ES785377		EXP13693		OTHER	Not_Parsed	2799
ES785206		EXP13693		OTHER	Not_Parsed	2799
ES785210		EXP13693		OTHER	Not_Parsed	2799
ES785182		EXP13693		OTHER	Not_Parsed	2799
ES785183		EXP13693		OTHER	Not_Parsed	2799
ES785196		EXP13693		OTHER	Not_Parsed	2799
ES785431		EXP13693		OTHER	Not_Parsed	2799
ES785433		EXP13693		OTHER	Not_Parsed	2799
ES785693		EXP13693		OTHER	Not_Parsed	2799
ES785698		EXP13693		OTHER	Not_Parsed	2799
