FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
189117	7		FITC-A	STAT1	pSTAT-1
189118	11		Pacific Blue-A	CD3E	CD3
189121	13		APC-A	STAT3	pSTAT-3
189041	4		SSC-A		SSC-A
189045	14		Pacific Orange-A		Pacific Orange-A
182601	8		PE-A		PE-A
182606	13		APC-Cy7-A	CD20	CD20
182617	9		PerCP-Cy5-5-A	CD4	CD4
182627	9		PerCP-Cy5-5-A	CD19	CD19
182630	13		APC-Cy7-A	CD8A	CD8
182646	7		FITC-A	LILRB1	CD85j
182650	1		FSC-A		FSC-A
182679	1		FSC-A		FSC-A
182688	11		Pacific Blue-A	CD3E	CD3
182691	10		PE-Cy7-A	PTPRC	CD45RA
182702	8		PE-A	CD28	CD28
182709	1		FSC-A		FSC-A
182709	14		Time		Time
182722	13		APC-Cy7-A	CD8A	CD8
182730	11		Pacific Blue-A	CD3E	CD3
182736	10		PE-Cy7-A	CD38	CD38
182746	3		FSC-W		FSC-W
182749	4		SSC-A		SSC-A
182756	11		Pacific Blue-A	CD3E	CD3
182758	11		Pacific Blue-A	CD3E	CD3
182761	12		APC-A	IL7R	CD127
182769	14		Time		Time
182779	12		APC-A	CD27	CD27
182792	12		APC-A	HLA-DRA	Anti-HLA-DR
182797	5		SSC-H		SSC-H
182810	7		FITC-A	KLRB1	CD161
182821	4		SSC-A		SSC-A
182823	14		Time		Time
182826	13		APC-Cy7-A	CD8A	CD8
182830	1		FSC-A		FSC-A
182844	6		SSC-W		SSC-W
182844	11		Pacific Blue-A	CD3E	CD3
182851	14		Time		Time
182855	1		FSC-A		FSC-A
182860	13		APC-Cy7-A	CD8A	CD8
182861	7		FITC-A		CD16/56
182877	9		PerCP-Cy5-5-A	CD4	CD4
182881	7		FITC-A		CD16/56
182893	6		SSC-W		SSC-W
182898	9		PerCP-Cy5-5-A	CD4	CD4
182902	13		APC-Cy7-A	CD8A	CD8
182924	1		FSC-A		FSC-A
182929	13		APC-Cy7-A	CD8A	CD8
182932	11		Pacific Blue-A	CD3E	CD3
182954	9		PerCP-Cy5-5-A	CD4	CD4
182955	13		APC-Cy7-A	CD8A	CD8
182958	10		PE-Cy7-A	CD33	CD33
182966	2		FSC-H		FSC-H
182967	2		FSC-H		FSC-H
182972	3		FSC-W		FSC-W
182988	9		PerCP-Cy5-5-A	CD4	CD4
183001	13		APC-Cy7-A	CD8A	CD8
183010	1		FSC-A		FSC-A
183010	14		Time		Time
183015	2		FSC-H		FSC-H
183017	8		PE-A	CD28	CD28
183023	8		PE-A	PDCD1	PD-1
183028	8		PE-A		PE-A
183069	8		PE-A	IL2RA	CD25
183077	2		FSC-H		FSC-H
183083	7		FITC-A	KLRB1	CD161
183086	1		FSC-A		FSC-A
183093	2		FSC-H		FSC-H
183094	13		APC-Cy7-A	CD8A	CD8
183023	7		FITC-A		TCRgd
183028	7		FITC-A		CD16/56
183038	5		SSC-H		SSC-H
183051	7		FITC-A		TCRgd
183053	9		PerCP-Cy5-5-A	HLA-DRA	Anti-HLA-DR
183067	2		FSC-H		FSC-H
183086	6		SSC-W		SSC-W
183090	12		APC-A	IL7R	CD127
188946	11		Pacific Blue-A	CD3E	CD3
188947	9		PerCP-Cy5-5-A		CD20/CD4
188955	10		PE-Cy7-A	CD33	CD33
189285	14		Pacific Orange-A		Pacific Orange-A
189287	15		APC-Alexa 750-A		APC-Alexa 750-A
189295	9		PerCP-Cy5-5-A		CD4/CD20
189304	12		QDot 605-A	PTPRC	CD45RA
189313	13		APC-A	STAT3	pSTAT-3
188965	3		FSC-W		FSC-W
188967	2		FSC-H		FSC-H
188968	10		PE-Cy7-A	CD33	CD33
188996	12		QDot 605-A	PTPRC	CD45RA
182596	3		FSC-W		FSC-W
182599	4		SSC-A		SSC-A
182623	5		SSC-H		SSC-H
182624	4		SSC-A		SSC-A
182630	12		APC-A	CD19	CD19
182636	13		APC-Cy7-A	CD8A	CD8
182642	11		Pacific Blue-A	CD3E	CD3
189017	5		SSC-H		SSC-H
189018	6		SSC-W		SSC-W
189021	16		Time		Time
189030	9		PerCP-Cy5-5-A		CD20/CD4
189031	2		FSC-H		FSC-H
189042	6		SSC-W		SSC-W
189047	3		FSC-W		FSC-W
189057	12		QDot 605-A	PTPRC	CD45RA
189058	8		PE-A	STAT5A	pSTAT-5
189079	5		SSC-H		SSC-H
182663	12		APC-A	IL7R	CD127
182674	9		PerCP-Cy5-5-A	CD4	CD4
182679	11		Pacific Blue-A	CD3E	CD3
189089	12		QDot 605-A	PTPRC	CD45RA
189092	14		Pacific Orange-A		Pacific Orange-A
189094	3		FSC-W		FSC-W
189096	13		APC-A	STAT3	pSTAT-3
189103	9		PerCP-Cy5-5-A		CD4/CD20
189109	6		SSC-W		SSC-W
189123	14		Pacific Orange-A		Pacific Orange-A
189123	15		APC-Alexa 750-A		APC-Alexa 750-A
189139	6		SSC-W		SSC-W
189139	11		Pacific Blue-A	CD3E	CD3
189143	4		SSC-A		SSC-A
189149	5		SSC-H		SSC-H
182700	8		PE-A	CXCR3	CXCR3
182702	7		FITC-A	LILRB1	CD85j
182719	12		APC-A	IL7R	CD127
182723	3		FSC-W		FSC-W
182724	8		PE-A	KLRK1	CD314
182732	6		SSC-W		SSC-W
182737	4		SSC-A		SSC-A
182752	2		FSC-H		FSC-H
189154	4		SSC-A		SSC-A
182765	9		PerCP-Cy5-5-A	CD4	CD4
189165	7		FITC-A	STAT1	pSTAT-1
189166	14		Pacific Orange-A		Pacific Orange-A
189169	9		PerCP-Cy5-5-A		CD20/CD4
189172	7		FITC-A	STAT1	pSTAT-1
189178	9		PerCP-Cy5-5-A		CD4/CD20
189185	13		APC-A	STAT3	pSTAT-3
189187	8		PE-A	STAT5A	pSTAT-5
189189	1		FSC-A		FSC-A
189196	6		SSC-W		SSC-W
189203	13		APC-A	STAT3	pSTAT-3
