EXPSAMPLE_ACCESSION	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	WORKSPACE_ID
ES767115		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES1009266	Mass Spec Unbiased Proteomics	EXP14599	Proteomics	OTHER	Not_Parsed	2510
ES1009271	Mass Spec Unbiased Proteomics	EXP14599	Proteomics	OTHER	Not_Parsed	2510
ES1009272	Mass Spec Unbiased Proteomics	EXP14599	Proteomics	OTHER	Not_Parsed	2510
ES1009278	Mass Spec Unbiased Proteomics	EXP14599	Proteomics	OTHER	Not_Parsed	2510
ES1009281	Mass Spec Unbiased Proteomics	EXP14599	Proteomics	OTHER	Not_Parsed	2510
ES1009284	Mass Spec Unbiased Proteomics	EXP14599	Proteomics	OTHER	Not_Parsed	2510
ES1009285	Mass Spec Unbiased Proteomics	EXP14599	Proteomics	OTHER	Not_Parsed	2510
ES1009296	Mass Spec Unbiased Proteomics	EXP14599	Proteomics	OTHER	Not_Parsed	2510
ES1009298	Mass Spec Unbiased Proteomics	EXP14599	Proteomics	OTHER	Not_Parsed	2510
ES767133		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767138		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767139		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767147		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767150		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767170		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767171		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767186		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767194		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767198		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767199		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767211		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767215		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767227		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767238		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767242		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767273		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767277		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767288		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767292		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767298		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767299		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767300		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES738107		EXP13373		ELISA	Parsed	2510
ES738125		EXP13373		ELISA	Parsed	2510
ES738126		EXP13373		ELISA	Parsed	2510
ES738131		EXP13373		ELISA	Parsed	2510
ES738136		EXP13373		ELISA	Parsed	2510
ES738137		EXP13373		ELISA	Parsed	2510
ES738141		EXP13373		ELISA	Parsed	2510
ES738142		EXP13373		ELISA	Parsed	2510
ES738143		EXP13373		ELISA	Parsed	2510
ES738148		EXP13373		ELISA	Parsed	2510
ES738157		EXP13373		ELISA	Parsed	2510
ES738159		EXP13373		ELISA	Parsed	2510
ES738161		EXP13373		ELISA	Parsed	2510
ES738163		EXP13373		ELISA	Parsed	2510
ES738165		EXP13373		ELISA	Parsed	2510
ES738169		EXP13373		ELISA	Parsed	2510
ES738172		EXP13373		ELISA	Parsed	2510
ES738184		EXP13373		ELISA	Parsed	2510
ES738193		EXP13373		ELISA	Parsed	2510
ES738202		EXP13373		ELISA	Parsed	2510
ES738204		EXP13373		ELISA	Parsed	2510
ES738205		EXP13373		ELISA	Parsed	2510
ES738226		EXP13373		ELISA	Parsed	2510
ES738231		EXP13373		ELISA	Parsed	2510
ES738232		EXP13373		ELISA	Parsed	2510
ES738233		EXP13373		ELISA	Parsed	2510
ES738247		EXP13373		ELISA	Parsed	2510
ES738270		EXP13373		ELISA	Parsed	2510
ES738272		EXP13373		ELISA	Parsed	2510
ES738298		EXP13373		ELISA	Parsed	2510
ES738299		EXP13373		ELISA	Parsed	2510
ES738301		EXP13373		ELISA	Parsed	2510
ES738303		EXP13373		ELISA	Parsed	2510
ES738314		EXP13373		ELISA	Parsed	2510
ES839844		EXP13936		OTHER	Not_Parsed	2510
ES839851		EXP13936		OTHER	Not_Parsed	2510
ES839854		EXP13936		OTHER	Not_Parsed	2510
ES839864		EXP13936		OTHER	Not_Parsed	2510
ES839866		EXP13936		OTHER	Not_Parsed	2510
ES839867		EXP13936		OTHER	Not_Parsed	2510
ES839890		EXP13936		OTHER	Not_Parsed	2510
ES839900		EXP13936		OTHER	Not_Parsed	2510
ES839908		EXP13936		OTHER	Not_Parsed	2510
ES839920		EXP13936		OTHER	Not_Parsed	2510
ES839933		EXP13936		OTHER	Not_Parsed	2510
ES839939		EXP13936		OTHER	Not_Parsed	2510
ES839945		EXP13936		OTHER	Not_Parsed	2510
ES839946		EXP13936		OTHER	Not_Parsed	2510
ES839956		EXP13936		OTHER	Not_Parsed	2510
ES839961		EXP13936		OTHER	Not_Parsed	2510
ES839962		EXP13936		OTHER	Not_Parsed	2510
ES839971		EXP13936		OTHER	Not_Parsed	2510
ES839973		EXP13936		OTHER	Not_Parsed	2510
ES839974		EXP13936		OTHER	Not_Parsed	2510
ES839986		EXP13936		OTHER	Not_Parsed	2510
ES839988		EXP13936		OTHER	Not_Parsed	2510
ES839995		EXP13936		OTHER	Not_Parsed	2510
ES839997		EXP13936		OTHER	Not_Parsed	2510
ES767312		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767321		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767325		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767326		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767327		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767338		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767342		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767343		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767349		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767364		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767368		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767374		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767385		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767394		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767401		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767403		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767418		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767422		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767440		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767453		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767455		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767456		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767458		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767461		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767463		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767464		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767468		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767472		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767474		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767475		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767477		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767480		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES767482		EXP13574		VIRUS NEUTRALIZATION	Parsed	2510
ES737392		EXP14055		ELISPOT	Parsed	2510
ES737424		EXP14055		ELISPOT	Parsed	2510
ES737426		EXP14055		ELISPOT	Parsed	2510
ES737434		EXP14055		ELISPOT	Parsed	2510
ES737438		EXP14055		ELISPOT	Parsed	2510
ES737447		EXP14055		ELISPOT	Parsed	2510
ES737463		EXP14055		ELISPOT	Parsed	2510
ES737467		EXP14055		ELISPOT	Parsed	2510
ES737478		EXP14055		ELISPOT	Parsed	2510
ES737480		EXP14055		ELISPOT	Parsed	2510
ES737481		EXP14055		ELISPOT	Parsed	2510
ES737495		EXP14055		ELISPOT	Parsed	2510
ES737507		EXP14055		ELISPOT	Parsed	2510
ES737509		EXP14055		ELISPOT	Parsed	2510
ES737514		EXP14055		ELISPOT	Parsed	2510
ES737516		EXP14055		ELISPOT	Parsed	2510
ES737518		EXP14055		ELISPOT	Parsed	2510
ES737523		EXP14055		ELISPOT	Parsed	2510
ES737527		EXP14055		ELISPOT	Parsed	2510
ES737534		EXP14055		ELISPOT	Parsed	2510
ES737536		EXP14055		ELISPOT	Parsed	2510
ES737542		EXP14055		ELISPOT	Parsed	2510
ES737546		EXP14055		ELISPOT	Parsed	2510
ES737572		EXP14055		ELISPOT	Parsed	2510
ES737575		EXP14055		ELISPOT	Parsed	2510
ES739189		EXP13375		ELISA	Parsed	2510
ES739192		EXP13375		ELISA	Parsed	2510
ES739193		EXP13375		ELISA	Parsed	2510
ES739196		EXP13375		ELISA	Parsed	2510
ES739211		EXP13375		ELISA	Parsed	2510
ES739217		EXP13375		ELISA	Parsed	2510
ES739223		EXP13375		ELISA	Parsed	2510
ES739242		EXP13375		ELISA	Parsed	2510
ES739247		EXP13375		ELISA	Parsed	2510
ES739252		EXP13375		ELISA	Parsed	2510
ES739263		EXP13375		ELISA	Parsed	2510
ES739265		EXP13375		ELISA	Parsed	2510
ES739274		EXP13375		ELISA	Parsed	2510
ES739281		EXP13375		ELISA	Parsed	2510
ES739299		EXP13375		ELISA	Parsed	2510
ES739306		EXP13375		ELISA	Parsed	2510
ES739324		EXP13375		ELISA	Parsed	2510
ES739326		EXP13375		ELISA	Parsed	2510
ES739328		EXP13375		ELISA	Parsed	2510
ES739329		EXP13375		ELISA	Parsed	2510
ES739330		EXP13375		ELISA	Parsed	2510
ES739337		EXP13375		ELISA	Parsed	2510
ES739341		EXP13375		ELISA	Parsed	2510
ES739349		EXP13375		ELISA	Parsed	2510
ES739353		EXP13375		ELISA	Parsed	2510
