BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS769831	ES850780
BS769834	ES850801
BS769836	ES850815
BS769837	ES850821
BS769841	ES851178
BS769842	ES851185
BS769843	ES850844
BS769849	ES850880
BS769851	ES850892
BS769852	ES850898
BS769854	ES850909
BS769857	ES851214
BS769864	ES851226
BS769866	ES851239
BS769869	ES851002
BS769871	ES851014
BS769877	ES851055
BS769877	ES851054
BS769878	ES851061
BS769887	ES851119
BS769889	ES851131
BS752663	ES834573
BS752663	ES834572
BS752664	ES834581
BS752664	ES834579
BS752665	ES847986
BS752666	ES834591
BS752666	ES848326
BS752666	ES848323
BS752666	ES848322
BS752666	ES848321
BS752669	ES848344
BS752670	ES834624
BS752670	ES834622
BS752670	ES834619
BS752670	ES848349
BS752671	ES847991
BS752671	ES834630
BS752672	ES847997
BS752672	ES847999
BS752673	ES834645
BS752673	ES848354
BS752674	ES834653
BS752674	ES834648
BS752674	ES834647
BS752674	ES848359
BS752674	ES848358
BS752675	ES834659
BS752675	ES834656
BS752675	ES848003
BS752676	ES834665
BS752676	ES834662
BS752676	ES848368
BS752677	ES848373
BS752677	ES848369
BS752678	ES848377
BS752679	ES834683
BS752679	ES848382
BS752680	ES848013
BS752681	ES848019
BS752682	ES834708
BS752683	ES848032
BS752684	ES848038
BS752684	ES848033
BS752685	ES848043
BS752685	ES848041
BS752686	ES834736
BS752687	ES848051
BS752688	ES848391
BS752688	ES848388
BS752689	ES834753
BS752689	ES848060
BS752689	ES848058
BS752692	ES834778
BS752693	ES848084
BS752694	ES834788
BS752695	ES834798
BS752695	ES848096
BS752696	ES834807
BS752696	ES834803
BS752696	ES834802
BS752697	ES834813
BS752698	ES834819
BS752698	ES834816
BS752699	ES834828
BS752699	ES834827
BS752699	ES834826
BS752700	ES848125
BS752700	ES848123
BS752701	ES848134
BS752703	ES834854
BS752703	ES834853
BS752703	ES834852
BS752703	ES848146
BS752703	ES848144
BS752704	ES834860
BS752704	ES848150
BS752705	ES848156
BS752706	ES834876
BS752706	ES834872
BS752706	ES834871
BS752707	ES834880
BS752707	ES848170
BS752708	ES834890
BS752708	ES834886
BS752710	ES848194
BS752711	ES848199
BS752712	ES848202
BS752713	ES834926
BS752713	ES834921
BS752714	ES848218
BS752715	ES834939
BS752717	ES848236
BS752717	ES848235
BS752718	ES848240
BS752718	ES848238
BS752720	ES848254
BS752720	ES848253
BS752720	ES848252
BS752720	ES848249
BS752720	ES834969
BS752721	ES848259
BS752721	ES848255
BS752721	ES834979
BS752721	ES834978
BS752722	ES834984
BS752723	ES848269
BS752723	ES834992
BS752724	ES835003
BS752724	ES835002
BS752725	ES848280
BS752726	ES835015
BS752727	ES835022
BS752727	ES835019
BS752729	ES848307
BS752730	ES848314
BS752730	ES848311
BS752730	ES835044
BS752730	ES835042
BS752731	ES848320
BS752732	ES835053
BS752733	ES835066
BS752733	ES835063
BS752734	ES848184
BS752735	ES848431
BS752735	ES848429
BS752735	ES848424
BS752735	ES848423
BS752735	ES848419
BS752736	ES848451
BS752736	ES848446
BS752736	ES848444
BS752736	ES848443
BS752736	ES848441
BS752736	ES848414
BS752736	ES848406
BS752202	ES851159
BS752202	ES850725
BS752204	ES850731
BS752205	ES850736
BS752211	ES850757
BS752213	ES850763
BS752214	ES850766
BS752217	ES833760
BS752219	ES851175
BS752221	ES850787
BS752226	ES850807
BS752227	ES833770
BS752228	ES850813
BS752233	ES850833
BS752235	ES850839
BS752240	ES851189
BS752244	ES851195
BS752252	ES833795
BS752255	ES851204
BS752257	ES833800
BS752265	ES851217
BS752266	ES850931
BS752267	ES833810
BS752268	ES850937
BS752271	ES850948
BS752271	ES850947
BS752277	ES851223
BS752277	ES851222
BS752282	ES850979
BS752283	ES851241
BS752283	ES850987
BS752285	ES850992
BS752289	ES851005
BS752290	ES833833
BS752292	ES851243
BS752294	ES851018
BS752296	ES833839
BS752298	ES833841
BS752302	ES833845
BS752302	ES851040
BS752303	ES833846
BS752304	ES851258
BS752305	ES833848
BS752305	ES851262
BS752305	ES851050
BS752309	ES833852
BS752309	ES851267
BS752310	ES851065
BS752311	ES851069
BS752313	ES851075
BS752314	ES833857
BS752314	ES851286
BS752314	ES851076
BS752315	ES851289
BS752316	ES833859
BS752316	ES851080
BS752317	ES851295
BS752321	ES851096
BS752322	ES833865
BS752325	ES833868
BS752325	ES851313
BS752327	ES833870
BS752327	ES851319
BS752335	ES851138
BS752336	ES851141
BS752341	ES851156
BS769824	ES851160
BS769827	ES850754
BS769827	ES850751
BS769835	ES850810
BS769838	ES850826
BS769838	ES850825
BS769840	ES850828
BS769842	ES851184
BS769849	ES850879
BS769851	ES850891
BS769852	ES851203
BS769854	ES850910
BS769857	ES851215
BS769857	ES850928
BS769864	ES850970
BS769865	ES850976
BS769866	ES851238
BS769867	ES850991
BS769871	ES851244
BS769872	ES851021
BS769872	ES851020
BS769873	ES851251
BS769873	ES851250
BS769873	ES851027
BS769877	ES851283
BS769878	ES851060
BS769883	ES851299
BS769883	ES851298
BS769886	ES851113
BS769889	ES851130
BS769890	ES851137
BS769893	ES851155
BS752663	ES848437
BS752663	ES834571
BS752663	ES834570
BS752664	ES847982
BS752664	ES847979
BS752664	ES834578
BS752665	ES834590
BS752666	ES834596
BS752667	ES834599
BS752667	ES848332
BS752668	ES834611
BS752668	ES834605
BS752668	ES848337
BS752669	ES834615
BS752670	ES848345
BS752671	ES847996
BS752671	ES834631
BS752672	ES834638
BS752672	ES847998
BS752673	ES848356
BS752674	ES848360
BS752675	ES834658
BS752676	ES848363
BS752677	ES834673
BS752677	ES834670
BS752677	ES848372
BS752678	ES834679
BS752678	ES834676
BS752678	ES848380
BS752678	ES848375
BS752679	ES848384
BS752679	ES848381
BS752680	ES848011
BS752682	ES834705
BS752682	ES834704
BS752682	ES848024
BS752683	ES848031
BS752683	ES848029
BS752683	ES848027
BS752684	ES848037
BS752685	ES834728
BS752686	ES848046
BS752687	ES848055
BS752688	ES834748
BS752689	ES848062
BS752690	ES834765
BS752690	ES834761
BS752690	ES834760
BS752690	ES834759
BS752691	ES848074
BS752691	ES848073
BS752691	ES848072
BS752691	ES848070
BS752692	ES834779
BS752692	ES834777
BS752693	ES834782
BS752693	ES848086
BS752693	ES848083
BS752693	ES848082
BS752694	ES834789
BS752694	ES848088
BS752695	ES834797
BS752696	ES848101
BS752697	ES848108
BS752698	ES834821
BS752698	ES848116
BS752698	ES848113
BS752699	ES834822
BS752700	ES834833
BS752702	ES834845
BS752702	ES848138
BS752702	ES848136
BS752703	ES848143
BS752704	ES848151
BS752705	ES834870
BS752706	ES834875
BS752707	ES834882
BS752707	ES848168
BS752707	ES848165
BS752708	ES848176
BS752708	ES848174
BS752709	ES848180
BS752709	ES848177
BS752709	ES834893
BS752710	ES848192
BS752711	ES848198
BS752711	ES848195
BS752711	ES834911
BS752713	ES848212
BS752713	ES848208
BS752713	ES848207
BS752714	ES848215
BS752714	ES834931
BS752715	ES848220
BS752715	ES834934
BS752716	ES848230
BS752716	ES834945
BS752716	ES834943
BS752716	ES834941
BS752717	ES848232
BS752717	ES834951
BS752718	ES848241
BS752720	ES848251
BS752720	ES834973
BS752721	ES834977
BS752722	ES848266
BS752722	ES848262
BS752723	ES834994
BS752723	ES834990
BS752724	ES848277
BS752724	ES848274
BS752724	ES834999
BS752725	ES835008
BS752726	ES848290
BS752726	ES848287
BS752726	ES835017
BS752726	ES835014
BS752727	ES835023
BS752727	ES835018
BS752728	ES835027
BS752729	ES848305
BS752729	ES835038
BS752731	ES848319
BS752731	ES848317
BS752732	ES848397
BS752732	ES848395
BS752732	ES835056
BS752733	ES848404
BS752734	ES848186
BS752735	ES848434
BS752735	ES848420
BS752735	ES835079
BS752736	ES848445
BS752736	ES848413
BS752201	ES833744
BS752202	ES833745
BS752203	ES850729
BS752204	ES850732
BS752206	ES850738
BS752207	ES850742
BS752208	ES833751
BS752209	ES850746
BS752209	ES850745
BS752210	ES850750
BS752215	ES833758
BS752216	ES850772
BS752218	ES851171
BS752219	ES851174
BS752225	ES850803
BS752227	ES850812
BS752229	ES833772
BS752235	ES850840
BS752237	ES850845
BS752241	ES850857
BS752244	ES850866
BS752247	ES833790
BS752249	ES850882
BS752249	ES850881
BS752250	ES833793
BS752251	ES850888
BS752253	ES833796
BS752254	ES833797
BS752257	ES850906
BS752257	ES850905
BS752259	ES850912
BS752259	ES850911
BS752262	ES833805
BS752262	ES850919
BS752264	ES851212
BS752265	ES833808
BS752271	ES833814
BS752272	ES833815
BS752274	ES850955
BS752276	ES851218
BS752277	ES833820
BS752279	ES833822
BS752281	ES833824
BS752281	ES850977
BS752284	ES833827
BS752286	ES833829
BS752286	ES850995
BS752287	ES850998
BS752289	ES833832
BS752292	ES851013
BS752296	ES851024
BS752298	ES851275
BS752305	ES851051
BS752307	ES851056
BS752308	ES833851
BS752308	ES851265
BS752311	ES833854
BS752312	ES851269
BS752313	ES851273
BS752319	ES851090
BS752320	ES833863
BS752323	ES833866
BS752323	ES851307
BS752324	ES851308
BS752326	ES851314
BS752331	ES851126
BS752332	ES851320
BS752334	ES851135
BS752337	ES851144
BS752338	ES833881
BS752344	ES833887
BS769826	ES850740
BS769834	ES850799
BS769835	ES850809
BS769836	ES850816
BS769841	ES850832
BS769842	ES850837
BS769844	ES850849
BS769845	ES850856
BS769847	ES851197
BS769858	ES850934
BS769858	ES850933
BS769874	ES851276
BS769875	ES851043
BS769879	ES851066
BS769880	ES851270
BS769881	ES851083
BS769884	ES851101
BS769885	ES851106
BS769888	ES851125
BS769889	ES851323
BS752664	ES847980
BS752664	ES834577
BS752665	ES847989
BS752665	ES847988
BS752667	ES834600
BS752668	ES834606
BS752668	ES848333
BS752669	ES834614
BS752669	ES848343
BS752669	ES848341
BS752670	ES834620
BS752670	ES848348
BS752671	ES847995
BS752671	ES834627
BS752671	ES834626
BS752672	ES834636
BS752672	ES834635
BS752672	ES848001
BS752673	ES834646
BS752673	ES834641
BS752674	ES848361
BS752675	ES848008
BS752675	ES848007
BS752675	ES848005
BS752676	ES834667
BS752676	ES848365
BS752677	ES834672
BS752677	ES834669
BS752678	ES834678
BS752678	ES834675
BS752681	ES834698
BS752682	ES834707
BS752682	ES834703
BS752683	ES848030
BS752684	ES834722
BS752684	ES834720
BS752686	ES834735
BS752686	ES834734
BS752686	ES834731
BS752686	ES848049
BS752686	ES848048
BS752687	ES834742
BS752687	ES834738
BS752687	ES848054
BS752687	ES848052
BS752688	ES834750
BS752688	ES834749
BS752688	ES834745
BS752689	ES834752
BS752690	ES848067
BS752692	ES834776
BS752692	ES834773
BS752692	ES848076
BS752692	ES848075
BS752693	ES848085
BS752694	ES834792
BS752694	ES848091
BS752695	ES834794
BS752695	ES848094
BS752695	ES848093
BS752696	ES848099
BS752697	ES848106
BS752700	ES834832
BS752700	ES848127
BS752701	ES848131
BS752702	ES834843
BS752702	ES848135
BS752703	ES834855
BS752703	ES834851
BS752705	ES834866
BS752705	ES834864
BS752706	ES834873
BS752708	ES834888
BS752708	ES848171
BS752709	ES848181
BS752709	ES848179
BS752709	ES848178
BS752709	ES834896
BS752709	ES834892
BS752710	ES834902
BS752712	ES834918
BS752712	ES834917
BS752713	ES834924
BS752715	ES848223
BS752716	ES848225
BS752716	ES834942
BS752717	ES848234
BS752718	ES848239
BS752722	ES848264
BS752722	ES834988
BS752723	ES848271
BS752724	ES848275
BS752724	ES834997
BS752725	ES848283
BS752725	ES848282
BS752725	ES848281
BS752726	ES848288
BS752726	ES835013
BS752728	ES848302
BS752728	ES848301
BS752728	ES848297
BS752728	ES835028
BS752729	ES848308
BS752729	ES848303
BS752729	ES835033
BS752729	ES835032
BS752730	ES848310
BS752730	ES835039
BS752732	ES848398
BS752732	ES835059
BS752732	ES835055
BS752733	ES848400
BS752734	ES848185
BS752735	ES848426
BS752736	ES848411
BS752200	ES850720
BS752201	ES850724
BS752207	ES850741
BS752208	ES850743
BS752211	ES850758
BS752213	ES833756
BS752215	ES850769
BS752216	ES833759
BS752221	ES833764
BS752222	ES833765
BS752223	ES850794
BS752224	ES833767
BS752224	ES850798
BS752224	ES850795
BS752226	ES850808
BS752232	ES833775
BS752233	ES851180
BS752234	ES833777
BS752235	ES851186
BS752236	ES833779
BS752236	ES850841
BS752238	ES850848
BS752239	ES833782
BS752240	ES850853
BS752242	ES850860
BS752243	ES833786
BS752243	ES850864
BS752244	ES850865
BS752245	ES851199
BS752246	ES850872
BS752253	ES850893
BS752254	ES851200
BS752255	ES850900
BS752255	ES850899
BS752256	ES851207
BS752256	ES851206
BS752260	ES850914
BS752261	ES850918
BS752261	ES850917
BS752266	ES833809
BS752269	ES850941
BS752276	ES851219
BS752278	ES850967
BS752280	ES851231
BS752282	ES833825
BS752288	ES851001
BS752289	ES851004
BS752291	ES851010
BS752294	ES833837
BS752295	ES851023
BS752297	ES851252
BS752298	ES851030
BS752302	ES851255
BS752304	ES851046
BS752312	ES833855
BS752315	ES851078
BS752324	ES851105
BS752325	ES851312
BS752326	ES851110
BS752330	ES833873
BS752331	ES833874
BS752331	ES851127
BS752332	ES851128
BS752333	ES833876
BS752334	ES851327
BS752335	ES851330
BS769824	ES850727
BS769837	ES850822
BS769843	ES850843
BS769845	ES850855
BS769846	ES850861
BS769848	ES850874
BS769852	ES851202
BS769852	ES850897
BS769853	ES850903
BS769859	ES850939
BS769862	ES850957
BS769863	ES851220
BS769866	ES850983
BS769868	ES850996
BS769869	ES851003
BS769870	ES851009
BS769870	ES851008
BS769871	ES851245
BS769874	ES851277
BS769875	ES851042
BS769880	ES851271
BS769882	ES851089
BS769883	ES851094
BS769884	ES851305
BS769885	ES851310
BS769888	ES851124
BS769890	ES851136
BS752663	ES834575
BS752664	ES834583
BS752664	ES834580
BS752665	ES834588
BS752665	ES834587
BS752666	ES848324
BS752667	ES834602
BS752667	ES834601
BS752667	ES848331
BS752668	ES834610
BS752668	ES848336
BS752671	ES847993
BS752672	ES834637
BS752674	ES834652
BS752674	ES834649
BS752674	ES848357
BS752675	ES848004
BS752676	ES848364
BS752678	ES834681
BS752679	ES834688
BS752679	ES848386
BS752679	ES848385
BS752680	ES834691
BS752680	ES848014
BS752680	ES848009
BS752681	ES834701
BS752682	ES848023
BS752684	ES834721
BS752685	ES848042
BS752685	ES848040
BS752685	ES848039
BS752686	ES834732
BS752687	ES834739
BS752688	ES834747
BS752689	ES848057
BS752690	ES834764
BS752690	ES848063
BS752691	ES834771
BS752693	ES848081
BS752694	ES834787
BS752694	ES848092
BS752695	ES848095
BS752696	ES834806
BS752698	ES848112
BS752698	ES848111
BS752699	ES834825
BS752700	ES834835
BS752700	ES834831
BS752700	ES834830
BS752701	ES834839
BS752701	ES834838
BS752701	ES848133
BS752702	ES834847
BS752702	ES834846
BS752702	ES848139
BS752703	ES848142
BS752703	ES848141
BS752704	ES834857
BS752704	ES848152
BS752705	ES834867
BS752705	ES848158
BS752706	ES848164
BS752707	ES834879
BS752707	ES848167
BS752708	ES834891
BS752708	ES848173
BS752709	ES834894
BS752710	ES848193
BS752710	ES848191
BS752710	ES848189
BS752710	ES834905
BS752710	ES834903
BS752710	ES834899
BS752712	ES848206
BS752712	ES834916
BS752712	ES834915
BS752712	ES834914
BS752712	ES834913
BS752713	ES848210
BS752713	ES834922
BS752713	ES834920
BS752714	ES834927
BS752715	ES848224
BS752715	ES848221
BS752715	ES834937
BS752716	ES848229
BS752716	ES848227
BS752716	ES848226
BS752717	ES848233
BS752717	ES834950
BS752718	ES848237
BS752719	ES848246
BS752719	ES848245
BS752719	ES848243
BS752719	ES834963
BS752720	ES834974
BS752721	ES834982
BS752721	ES834976
BS752722	ES848265
BS752722	ES848263
BS752722	ES834986
BS752723	ES848272
BS752723	ES848268
BS752723	ES848267
BS752726	ES848289
BS752726	ES835011
BS752727	ES835021
BS752728	ES848298
BS752728	ES835030
BS752728	ES835029
BS752729	ES835037
BS752730	ES848312
BS752730	ES848309
BS752731	ES848315
BS752732	ES835057
BS752733	ES848399
BS752733	ES835064
BS752733	ES835061
BS752735	ES848433
BS752735	ES835077
BS752736	ES848458
BS752736	ES848448
BS752736	ES848415
BS752736	ES848408
BS752736	ES848407
BS752201	ES850723
BS752203	ES850730
BS752204	ES851165
BS752206	ES850737
BS752212	ES850759
BS752218	ES851170
BS752221	ES850788
BS752222	ES850789
BS752224	ES850797
BS752225	ES850806
BS752228	ES833771
BS752230	ES850820
BS752230	ES850819
BS752231	ES833774
BS752232	ES851176
BS752233	ES851181
BS752233	ES850834
BS752237	ES850846
BS752238	ES850847
BS752240	ES851188
BS752241	ES851192
BS752241	ES850858
BS752244	ES833787
BS752245	ES850869
BS752247	ES850876
BS752248	ES850878
BS752251	ES850887
BS752253	ES850894
BS752255	ES833798
BS752261	ES833804
BS752265	ES851216
BS752267	ES850935
BS752270	ES850943
BS752273	ES850953
BS752277	ES850966
BS752278	ES851224
BS752279	ES851229
BS752279	ES850972
BS752280	ES850974
BS752280	ES850973
BS752282	ES851236
BS752282	ES850981
BS752285	ES850993
BS752287	ES833830
BS752291	ES851011
BS752293	ES851247
BS752297	ES851253
BS752299	ES833842
BS752302	ES851041
BS752304	ES851259
BS752306	ES851052
BS752307	ES851285
BS752307	ES851057
BS752309	ES851063
BS752310	ES833853
BS752313	ES851272
BS752320	ES851093
BS752320	ES851092
BS752322	ES851303
BS752323	ES851306
BS752327	ES851115
BS752327	ES851114
BS752328	ES851116
BS752329	ES851120
BS752332	ES833875
BS752333	ES851325
BS752333	ES851133
BS752334	ES833877
BS752338	ES851147
BS752339	ES833882
BS752340	ES851152
BS769825	ES851167
BS769825	ES851166
BS769825	ES850734
BS769825	ES850733
BS769840	ES850827
BS769844	ES850850
BS769850	ES850886
BS769853	ES851208
BS769853	ES850904
BS769856	ES850922
BS769861	ES850952
BS769865	ES850975
BS769868	ES850997
BS769876	ES851261
BS769876	ES851049
BS769881	ES851293
BS769883	ES851095
BS769884	ES851304
BS769889	ES851322
BS769892	ES851149
BS752663	ES834576
BS752665	ES847985
BS752665	ES834585
BS752666	ES834592
BS752666	ES848325
BS752667	ES848330
BS752668	ES848335
BS752669	ES834616
BS752669	ES834613
BS752669	ES834612
BS752670	ES834621
BS752670	ES848346
BS752671	ES847992
BS752672	ES834639
BS752672	ES834634
BS752672	ES848000
BS752673	ES848353
BS752673	ES848352
BS752673	ES848351
BS752675	ES848006
BS752676	ES834664
BS752676	ES848366
BS752677	ES848374
BS752678	ES834680
BS752678	ES834677
BS752678	ES848376
BS752680	ES834694
BS752681	ES834699
BS752681	ES848018
BS752682	ES848021
BS752683	ES834711
BS752684	ES834723
BS752684	ES848034
BS752685	ES834730
BS752685	ES834729
BS752685	ES848044
BS752686	ES848045
BS752687	ES834743
BS752687	ES834741
BS752687	ES848056
BS752687	ES848053
BS752688	ES834751
BS752688	ES848390
BS752688	ES848387
BS752689	ES834758
BS752689	ES834755
BS752689	ES834754
BS752690	ES834762
BS752691	ES834772
BS752691	ES834768
BS752691	ES834766
BS752692	ES834774
BS752692	ES848080
BS752693	ES834786
BS752694	ES834791
BS752694	ES848089
BS752694	ES848087
BS752695	ES834800
BS752695	ES848097
BS752696	ES834804
BS752696	ES834801
BS752696	ES848103
BS752696	ES848100
BS752697	ES834814
BS752698	ES834820
BS752698	ES834818
BS752698	ES848115
BS752699	ES848122
BS752699	ES848118
BS752699	ES848117
BS752701	ES834837
BS752702	ES848140
BS752703	ES834856
BS752704	ES834862
BS752706	ES834877
BS752707	ES834878
BS752708	ES834889
BS752708	ES834885
BS752708	ES848175
BS752710	ES848190
BS752710	ES834900
BS752711	ES834908
BS752712	ES848204
BS752712	ES848203
BS752713	ES834923
BS752714	ES848217
BS752714	ES848216
BS752714	ES834932
BS752714	ES834930
BS752715	ES834940
BS752715	ES834938
BS752715	ES834935
BS752718	ES834961
BS752718	ES834958
BS752719	ES848248
BS752719	ES848244
BS752719	ES834962
BS752720	ES834970
BS752722	ES848261
BS752722	ES834989
BS752722	ES834985
BS752723	ES834996
BS752723	ES834991
BS752724	ES848278
BS752724	ES835000
BS752724	ES834998
BS752725	ES848284
BS752727	ES848294
BS752727	ES848293
BS752727	ES835024
BS752727	ES835020
BS752729	ES848306
BS752729	ES848304
BS752729	ES835034
BS752731	ES848318
BS752731	ES848316
BS752731	ES835052
BS752731	ES835048
BS752732	ES848394
BS752732	ES835058
BS752732	ES835054
BS752733	ES848403
BS752733	ES835060
BS752734	ES835070
BS752735	ES848430
BS752735	ES848418
BS752735	ES848417
BS752736	ES848457
BS752736	ES848455
BS752736	ES848442
BS752736	ES848410
BS752202	ES851158
BS752202	ES850726
BS752203	ES833746
BS752203	ES851162
BS752207	ES833750
BS752210	ES833753
BS752210	ES850748
BS752211	ES850756
BS752213	ES850764
BS752214	ES833757
BS752214	ES850765
BS752216	ES850771
BS752217	ES850775
BS752218	ES833761
BS752219	ES850781
BS752220	ES833763
BS752222	ES850790
BS752223	ES850793
BS752226	ES833769
BS752231	ES850818
BS752232	ES850830
BS752235	ES833778
BS752235	ES851187
BS752236	ES850842
BS752239	ES850852
BS752240	ES850854
BS752245	ES833788
BS752248	ES850877
BS752254	ES850895
BS752256	ES850902
BS752259	ES833802
BS752263	ES850923
BS752264	ES851213
BS752267	ES850936
BS752269	ES833812
BS752269	ES850942
BS752270	ES850944
BS752272	ES850950
BS752273	ES833816
BS752276	ES850962
BS752278	ES851225
BS752279	ES850971
BS752280	ES833823
BS752281	ES851235
BS752281	ES851234
BS752281	ES850978
BS752283	ES850986
BS752286	ES850994
BS752291	ES833834
BS752292	ES833835
BS752292	ES851242
BS752293	ES833836
BS752293	ES851016
BS752297	ES851029
BS752299	ES851035
BS752303	ES851257
BS752303	ES851045
BS752306	ES851281
BS752306	ES851280
BS752307	ES833850
BS752308	ES851059
BS752308	ES851058
BS752315	ES851079
BS752317	ES833860
BS752318	ES833861
