REAGENT_ACCESSION	ANALYTE_PREFERRED	ANALYTE_REPORTED	ANTIBODY_REGISTRY_ID	CATALOG_NUMBER	CLONE_NAME	CONTACT	DESCRIPTION	IS_SET	LOT_NUMBER	MANUFACTURER	NAME	REPORTER_NAME	TYPE	WEBLINK	WORKSPACE_ID
ESR10125	ANA800	IL12P70		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	IL12P70				2799
ESR10126	ANA127	IL13		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	IL13				2799
ESR10127	ANA130	IL15		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	IL15				2799
ESR10128	ANA133	IL17A		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	IL17A				2799
ESR10129	ANA61	IP10		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	IP10				2799
ESR10130	ANA11	MCP1		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	MCP1				2799
ESR10131	ANA28	MCP3		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	MCP3				2799
ESR10132	ANA14	MDC		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	MDC				2799
ESR10133	ANA20	MIP1A		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	MIP1A				2799
ESR10134	ANA24	MIPB		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	MIPB				2799
ESR10135	ANA201	PDGFAA		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	PDGFAA				2799
ESR10136		PDGFAB/BB		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	PDGFAB/BB				2799
ESR10137	ANA27	RANTES		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	RANTES				2799
ESR10138				MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	SOLCD40L				2799
ESR10139	ANA163	IL2RA		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	sIL2RA				2799
ESR10140	ANA212	TGFA		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	TGFA				2799
ESR10141	ANA220	TNFA		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	TNFA				2799
ESR10142	ANA192	TNFB		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	TNFB				2799
ESR10143	ANA709	VEGF		MPXHCYTO60KMPX42				N	1894024	Luminex Technology - Millipore	VEGF				2799
ESR11134				N/A			IgD; CD24; CD138; CD19; CD20; CD27; CD38; CD45	Y		N/A	B Cell		Flow Cytometry		2799
ESR11135				N/A			Lin-1; BDCA-2; CD45RA; HLA-DR; CD2; BDCA-1; CD4	Y		N/A	DC 1		Flow Cytometry		2799
ESR11136				N/A			Lin-1; CD123; HLA-DR; R8	Y		N/A	DC 2		Flow Cytometry		2799
ESR11137				N/A			CD86; CD40; CD62L; CD11b; CD16; HLA-DR; CD14; CD45	Y		N/A	Monocyte		Flow Cytometry		2799
ESR11139				N/A			CXCR5; CCR6; CD45RA; CXCR3; CCR4; ICOS; CD3; CD8; CD4; CD45	Y		N/A	TFh 2		Flow Cytometry		2799
ESR11140				N/A			CXCR5; CCR6; CD45RA; CXCR3; CCR7; HLA-DR; CD3; CD8; CD4; CD45	Y		N/A	TFh 3		Flow Cytometry		2799
ESR11142				N/A			TCRgd; NKP44; CD16; CD56; NKg2D; CD3; HLA-DR; CD25; CD45	Y		N/A	NK 2		Flow Cytometry		2799
ESR11147				N/A			FOXP3; CTLA4; CD25; CD3; CD8; CD4; CD45	Y		N/A	T Reg		Flow Cytometry		2799
ESR11148				N/A			Ki-67; BCL2; CD45RA; CD3; CCR7; CD38; GranB; HLA-DR; CD4; CD8	Y		N/A	Bcl-2		Flow Cytometry		2799
ESR11149				N/A			IgD; CD24; CD138; CD19; CD20; CD27; CD38; CD45	Y		N/A	B Cell		Flow Cytometry		2799
ESR11150				N/A			CD15; CD40; CD62L; CD86; CD11b; CD16; HLA-DR; CD14; CD45	Y		N/A	Monocyte/Granulocyte		Flow Cytometry		2799
ESR11151				N/A			CXCR5; CCR6; CD45RA; CXCR3; ICOS; CD3; CD8; CD4; CD45	Y		N/A	TFh/CD4/CD8		Flow Cytometry		2799
ESR11152				N/A			Lin-2; BDCA-2; CD1c; CD123; CD2; CD141; HLA-DR; CD16; CD86; CD45	Y		N/A	DC1		Flow Cytometry		2799
ESR11153				N/A			CD3+CD19+CD20+CD56; CD11b; CD14; CD2; Slan; HLA-DR; CD16; CD86; CD45	Y		N/A	DC2		Flow Cytometry		2799
ESR11154				N/A			CD127; CD25; CD3; CD8; CD4; CD45	Y		N/A	T Reg		Flow Cytometry		2799
ESR11255				BG-PNEU00014-01				N		Luminex	xMAP Pneumo 14:Pneumococcal Immunity Panel				2799
ESR14773				100050				N		Nanostring	Master Kit		Other		2799
ESR8812				BD-103-0604				N		Illumina	HumanHT-12 v4 Expression BeadChip				2799
ESR8813				Unknown			HAI reagenets	N		Unknown	HAI Reagents				2799
ESR9770		Recombinant (6:2) influenza A virus A/Puerto Rico/8/1934: A/Brisbane/59/2007 HA, NA (H1N1)		unk				N		unk	Recombinant (6:2) influenza A virus A/Puerto Rico/8/1934: A/Brisbane/59/2007 HA, NA (H1N1)				2799
ESR9771		Recombinant (6:2) influenza A virus A/Puerto Rico/8/1934: A/Brisbane/10/2007 HA, NA (H3N2)		unk				N		unk	Recombinant (6:2) influenza A virus A/Puerto Rico/8/1934: A/Brisbane/10/2007 HA, NA (H3N2)				2799
ESR9772		Influenza B virus B/Brisbane/60/2008		unk				N		unk	Influenza B virus B/Brisbane/60/2008				2799
ESR9773				unk				N		Quest	Quest Pneumovax Virus Neutrilization				2799
ESR9776				BD-103-0204				N		Illumina	GX-BeadChip HT12v4				2799
