BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS716801	ES782572
BS716801	ES782573
BS716803	ES782586
BS716804	ES782599
BS716825	ES782744
BS716826	ES782748
BS716826	ES782750
BS716826	ES782753
BS716829	ES782768
BS716829	ES782769
BS716829	ES782773
BS716831	ES782782
BS716831	ES782785
BS716832	ES782792
BS716832	ES782793
BS716832	ES782795
BS716835	ES782811
BS716836	ES782823
BS749905	ES860232
BS749905	ES860234
BS749907	ES860249
BS749972	ES860705
BS749973	ES860707
BS749947	ES860731
BS749947	ES860734
BS749954	ES860755
BS749954	ES860759
BS749955	ES860765
BS749931	ES860773
BS749932	ES860785
BS749960	ES860798
BS749960	ES860799
BS749961	ES860808
BS749961	ES860809
BS749961	ES860810
BS749938	ES860817
BS749938	ES860818
BS749962	ES860822
BS714363	ES774490
BS714377	ES774504
BS749908	ES860252
BS749909	ES860259
BS749910	ES860266
BS749910	ES860267
BS749916	ES860300
BS749916	ES860303
BS749917	ES860305
BS749917	ES860306
BS749919	ES860317
BS749922	ES860338
BS749924	ES860348
BS749925	ES860353
BS749926	ES860362
BS749928	ES860371
BS749933	ES860405
BS749937	ES860427
BS749939	ES860440
BS749940	ES860445
BS749941	ES860451
BS749943	ES860464
BS749904	ES860479
BS749904	ES860483
BS749904	ES860484
BS749944	ES860494
BS749946	ES860502
BS749946	ES860506
BS749949	ES860523
BS749949	ES860524
BS749920	ES860533
BS749951	ES860540
BS749951	ES860541
BS749953	ES860554
BS749924	ES860560
BS749954	ES860563
BS749954	ES860567
BS749955	ES860573
BS749957	ES860589
BS749932	ES860598
BS749960	ES860612
BS749960	ES860615
BS749936	ES860616
BS749938	ES860629
BS749962	ES860636
BS749966	ES860669
BS749967	ES860674
BS749968	ES860677
BS749970	ES860693
BS749971	ES860698
BS749971	ES860699
BS716762	ES782303
BS716763	ES782309
BS716764	ES782315
BS716766	ES782327
BS716767	ES782335
BS716767	ES782339
BS716769	ES782350
BS716769	ES782352
BS716770	ES782358
BS716773	ES782379
BS716773	ES782380
BS716773	ES782381
BS716774	ES782388
BS716775	ES782396
BS716776	ES782397
BS716776	ES782403
BS716777	ES782405
BS716778	ES782413
BS716779	ES782419
BS716779	ES782421
BS716779	ES782423
BS716780	ES782429
BS716781	ES782434
BS716782	ES782445
BS716783	ES782446
BS716784	ES782454
BS714381	ES775534
BS714388	ES775548
BS714389	ES775550
BS714390	ES775552
BS714470	ES775555
BS714471	ES775557
BS714395	ES775562
BS714477	ES775569
BS714420	ES775612
BS714505	ES775625
BS714427	ES775626
BS714429	ES775630
BS714433	ES775638
BS714512	ES775639
BS714434	ES775640
BS714513	ES775641
BS714444	ES775660
BS714445	ES775662
BS714524	ES775663
BS714458	ES775688
BS714311	ES774438
BS714314	ES774441
BS714315	ES774442
BS714322	ES774449
BS714323	ES774450
BS714325	ES774452
BS714328	ES774455
BS714336	ES774463
BS714341	ES774468
BS714346	ES774473
BS714352	ES774479
BS716808	ES782621
BS716811	ES782648
BS716812	ES782655
BS716813	ES782661
BS716813	ES782662
BS716816	ES782678
BS716816	ES782682
BS716816	ES782683
BS716817	ES782686
BS716817	ES782687
BS716819	ES782702
BS716820	ES782706
BS716823	ES782730
BS716824	ES782735
BS747684	ES815196
BS747686	ES815199
BS747687	ES815202
BS747692	ES815212
BS747693	ES815213
BS747694	ES815217
BS747696	ES815221
BS747696	ES815222
BS747698	ES815225
BS747837	ES815515
BS747838	ES815518
BS747842	ES815525
BS747843	ES815528
BS747850	ES815541
BS747850	ES815542
BS747851	ES815543
BS747853	ES815548
BS747854	ES815550
BS747864	ES815574
BS747865	ES815575
BS747867	ES815580
BS747871	ES815587
BS747877	ES815599
BS747880	ES815605
BS747880	ES815606
BS747883	ES815611
BS747885	ES815615
BS747890	ES815626
BS747893	ES815631
BS747897	ES815640
BS747898	ES815642
BS747899	ES815644
BS747902	ES815649
BS747704	ES815237
BS747704	ES815238
BS747705	ES815239
BS747705	ES815240
BS747717	ES815263
BS747720	ES815269
BS747724	ES815278
BS747725	ES815280
BS747734	ES815297
BS747740	ES815310
BS747746	ES815321
BS747779	ES815394
BS747781	ES815397
BS747782	ES815400
BS747786	ES815407
BS747792	ES815420
BS747793	ES815421
BS747796	ES815432
BS747799	ES815439
BS747801	ES815443
BS747803	ES815448
BS747806	ES815454
BS747807	ES815455
BS747807	ES815456
BS747808	ES815458
BS747815	ES815471
BS747821	ES815483
BS747827	ES815495
BS747827	ES815496
BS747828	ES815497
BS747828	ES815498
BS747829	ES815500
BS747830	ES815501
BS747832	ES815505
BS716787	ES782474
BS716788	ES782482
BS716790	ES782498
BS716791	ES782506
BS716793	ES782518
BS716794	ES782525
BS716794	ES782526
BS716795	ES782531
BS716795	ES782532
BS716795	ES782535
BS716796	ES782537
BS716796	ES782540
BS716797	ES782549
BS716798	ES782552
BS716800	ES782569
BS716802	ES782579
BS716802	ES782584
BS716825	ES782743
BS716828	ES782764
BS716830	ES782779
BS716833	ES782798
BS716833	ES782799
BS716833	ES782800
BS716835	ES782814
BS716835	ES782815
BS716837	ES782826
BS716837	ES782828
BS749904	ES860212
BS749904	ES860229
BS749905	ES860233
BS749972	ES860702
BS749973	ES860708
BS749973	ES860709
BS749973	ES860711
BS749904	ES860716
BS749904	ES860719
BS749904	ES860722
BS749904	ES860725
BS749904	ES860727
BS749920	ES860740
BS749924	ES860750
BS749954	ES860756
BS749956	ES860768
BS749956	ES860771
BS749931	ES860776
BS749931	ES860777
BS749932	ES860789
BS749959	ES860793
BS749960	ES860801
BS749936	ES860805
BS749936	ES860806
BS749962	ES860824
BS749941	ES860828
BS749941	ES860830
BS749941	ES860831
BS714361	ES774488
BS714366	ES774493
BS714368	ES774495
BS714380	ES774507
BS749908	ES860251
BS749909	ES860256
BS749909	ES860258
BS749910	ES860262
BS749910	ES860264
BS749911	ES860272
BS749913	ES860285
BS749914	ES860286
BS749916	ES860299
BS749917	ES860304
BS749917	ES860308
BS749921	ES860330
BS749921	ES860331
BS749922	ES860339
BS749925	ES860352
BS749926	ES860360
BS749927	ES860369
BS749930	ES860385
BS749931	ES860391
BS749933	ES860401
BS749934	ES860411
BS749935	ES860413
BS749936	ES860418
BS749937	ES860424
BS749938	ES860433
BS749938	ES860434
BS749940	ES860444
BS749941	ES860450
BS749941	ES860452
BS749943	ES860460
BS749943	ES860465
BS749904	ES860466
BS749904	ES860475
BS749904	ES860485
BS749904	ES860486
BS749944	ES860491
BS749944	ES860493
BS749945	ES860497
BS749945	ES860500
BS749945	ES860501
BS749947	ES860510
BS749947	ES860512
BS749950	ES860527
BS749951	ES860539
BS749951	ES860542
BS749952	ES860545
BS749953	ES860552
BS749956	ES860574
BS749931	ES860580
BS749931	ES860583
BS749931	ES860584
BS749957	ES860587
BS749959	ES860604
BS749959	ES860606
BS749959	ES860607
BS749936	ES860618
BS749961	ES860626
BS749938	ES860633
BS749962	ES860634
BS749963	ES860648
BS749963	ES860651
BS749965	ES860660
BS749966	ES860665
BS749966	ES860666
BS749968	ES860676
BS749968	ES860678
BS749969	ES860684
BS716762	ES782302
BS716763	ES782307
BS716764	ES782318
BS716767	ES782336
BS716768	ES782346
BS716774	ES782386
BS716774	ES782387
BS716777	ES782407
BS716778	ES782417
BS716784	ES782458
BS716784	ES782459
BS714386	ES775544
BS714468	ES775551
BS714469	ES775553
BS714473	ES775561
BS714475	ES775565
BS714478	ES775571
BS714479	ES775573
BS714481	ES775577
BS714484	ES775583
BS714489	ES775593
BS714419	ES775610
BS714500	ES775615
BS714501	ES775617
BS714502	ES775619
BS714425	ES775622
BS714510	ES775635
BS714432	ES775636
BS714514	ES775643
BS714516	ES775647
BS714519	ES775653
BS714441	ES775654
BS714446	ES775664
BS714525	ES775665
BS714449	ES775670
BS714451	ES775674
BS714317	ES774444
BS714318	ES774445
BS714321	ES774448
BS714331	ES774458
BS714338	ES774465
BS714340	ES774467
BS716805	ES782601
BS716805	ES782603
BS716806	ES782611
BS716807	ES782615
BS716807	ES782620
BS716809	ES782628
BS716811	ES782643
BS716811	ES782646
BS716814	ES782665
BS716814	ES782668
BS716815	ES782670
BS716815	ES782675
BS716816	ES782679
BS716818	ES782697
BS716819	ES782701
BS716820	ES782708
BS716820	ES782711
BS716821	ES782714
BS716823	ES782728
BS716823	ES782731
BS747677	ES815181
BS747678	ES815184
BS747681	ES815189
BS747686	ES815200
BS747689	ES815206
BS747690	ES815207
BS747835	ES815511
BS747835	ES815512
BS747840	ES815522
BS747844	ES815529
BS747844	ES815530
BS747854	ES815551
BS747856	ES815556
BS747858	ES815559
BS747860	ES815565
BS747863	ES815572
BS747867	ES815579
BS747869	ES815584
BS747872	ES815590
BS747874	ES815594
BS747887	ES815620
BS747888	ES815621
BS747892	ES815629
BS747896	ES815637
BS747897	ES815639
BS747905	ES815656
BS747908	ES815662
BS747701	ES815231
BS747701	ES815232
BS747703	ES815236
BS747712	ES815253
BS747712	ES815254
BS747715	ES815260
BS747718	ES815266
BS747722	ES815273
BS747726	ES815282
BS747731	ES815291
BS747735	ES815299
BS747736	ES815302
BS747737	ES815303
BS747737	ES815304
BS747739	ES815307
BS747739	ES815308
BS747744	ES815317
BS747745	ES815320
BS747746	ES815322
BS747750	ES815329
BS747754	ES815337
BS747757	ES815344
BS747759	ES815351
BS747764	ES815363
BS747767	ES815370
BS747781	ES815398
BS747783	ES815401
BS747795	ES815425
BS747795	ES815427
BS747796	ES815431
BS747798	ES815438
BS747799	ES815440
BS747808	ES815457
BS747810	ES815461
BS747818	ES815477
BS747820	ES815481
BS747823	ES815488
BS716786	ES782470
BS716786	ES782471
BS716789	ES782491
BS716789	ES782493
BS716789	ES782494
BS716790	ES782496
BS716792	ES782509
BS716792	ES782513
BS716794	ES782528
BS716796	ES782541
BS716797	ES782545
BS716798	ES782551
BS716798	ES782557
BS716799	ES782559
BS716799	ES782562
BS716800	ES782570
BS716801	ES782574
BS716801	ES782575
BS716802	ES782583
BS716802	ES782585
BS716803	ES782592
BS716804	ES782596
BS716825	ES782740
BS716825	ES782742
BS716827	ES782756
BS716827	ES782760
BS716829	ES782770
BS716829	ES782774
BS716830	ES782776
BS716832	ES782790
BS716833	ES782796
BS716833	ES782797
BS716834	ES782805
BS716834	ES782808
BS716835	ES782810
BS716835	ES782816
BS716836	ES782817
BS749904	ES860209
BS749904	ES860211
BS749904	ES860213
BS749904	ES860215
BS749904	ES860216
BS749904	ES860221
BS749906	ES860241
BS749907	ES860245
BS749972	ES860700
BS749972	ES860703
BS749904	ES860720
BS749904	ES860723
BS749904	ES860726
BS749947	ES860733
BS749951	ES860743
BS749924	ES860749
BS749955	ES860763
BS749931	ES860774
BS749959	ES860791
BS749960	ES860800
BS749936	ES860807
BS749961	ES860811
BS714360	ES774487
BS714376	ES774503
BS749909	ES860260
BS749911	ES860268
BS749911	ES860269
BS749912	ES860275
BS749915	ES860293
BS749918	ES860310
BS749918	ES860313
BS749920	ES860322
BS749920	ES860324
BS749922	ES860334
BS749923	ES860340
BS749923	ES860341
BS749924	ES860346
BS749924	ES860351
BS749925	ES860356
BS749927	ES860367
BS749928	ES860374
BS749929	ES860377
BS749930	ES860382
BS749931	ES860389
BS749931	ES860393
BS749932	ES860399
BS749936	ES860423
BS749937	ES860425
BS749937	ES860429
BS749938	ES860431
BS749939	ES860439
BS749940	ES860447
BS749942	ES860455
BS749904	ES860468
BS749904	ES860470
BS749904	ES860472
BS749904	ES860473
BS749904	ES860481
BS749904	ES860489
BS749946	ES860504
BS749946	ES860505
BS749946	ES860507
BS749947	ES860511
BS749948	ES860517
BS749949	ES860521
BS749949	ES860525
BS749950	ES860526
BS749920	ES860536
BS749951	ES860538
BS749953	ES860550
BS749924	ES860557
BS749931	ES860585
BS749957	ES860590
BS749958	ES860595
BS749958	ES860597
BS749960	ES860611
BS749960	ES860613
BS749936	ES860617
BS749936	ES860621
BS749961	ES860627
BS749962	ES860637
BS749941	ES860641
BS749941	ES860645
BS749965	ES860658
BS749966	ES860667
BS749969	ES860683
BS749970	ES860689
BS749971	ES860695
BS716764	ES782316
BS716765	ES782322
BS716766	ES782328
BS716766	ES782330
BS716766	ES782331
BS716766	ES782333
BS716767	ES782334
BS716768	ES782341
BS716768	ES782343
BS716768	ES782345
BS716769	ES782348
BS716769	ES782351
BS716770	ES782361
BS716772	ES782369
BS716772	ES782373
BS716773	ES782378
BS716773	ES782382
BS716774	ES782383
BS716775	ES782392
BS716777	ES782410
BS716779	ES782420
BS716783	ES782447
BS714463	ES775541
BS714392	ES775556
BS714393	ES775558
BS714472	ES775559
BS714399	ES775570
BS714409	ES775590
BS714488	ES775591
BS714412	ES775596
BS714415	ES775602
BS714417	ES775606
BS714496	ES775607
BS714506	ES775627
BS714428	ES775628
BS714511	ES775637
BS714517	ES775649
BS714450	ES775672
BS714537	ES775689
BS714308	ES774435
BS714319	ES774446
BS714327	ES774454
BS714332	ES774459
BS714335	ES774462
BS714347	ES774474
BS714351	ES774478
BS716807	ES782614
BS716808	ES782625
BS716809	ES782629
BS716809	ES782631
BS716813	ES782660
BS716814	ES782669
BS716815	ES782676
BS716817	ES782684
BS716817	ES782685
BS716818	ES782692
BS716818	ES782694
BS716822	ES782723
BS716823	ES782732
BS716824	ES782733
BS716824	ES782734
BS716824	ES782736
BS747677	ES815182
BS747681	ES815190
BS747683	ES815193
BS747685	ES815197
BS747858	ES815560
BS747864	ES815573
BS747870	ES815585
BS747871	ES815588
BS747873	ES815591
BS747873	ES815592
BS747878	ES815602
BS747883	ES815612
BS747889	ES815623
BS747890	ES815625
BS747891	ES815628
BS747894	ES815633
BS747896	ES815638
BS747900	ES815646
BS747902	ES815650
BS747905	ES815655
BS747707	ES815243
BS747714	ES815258
BS747719	ES815267
BS747728	ES815285
BS747729	ES815288
BS747732	ES815293
BS747736	ES815301
BS747738	ES815306
BS747741	ES815312
BS747743	ES815315
BS747744	ES815318
BS747748	ES815326
BS747749	ES815328
BS747750	ES815330
BS747756	ES815342
BS747760	ES815355
BS747762	ES815359
BS747765	ES815365
BS747766	ES815368
BS747775	ES815386
BS747776	ES815387
BS747784	ES815403
BS747787	ES815410
BS747788	ES815412
BS747791	ES815417
BS747791	ES815418
BS747794	ES815424
BS747797	ES815436
BS747805	ES815451
BS747811	ES815463
BS747811	ES815464
BS747812	ES815465
BS747812	ES815466
BS747816	ES815474
BS747822	ES815485
BS747829	ES815499
BS747833	ES815507
BS716785	ES782464
BS716785	ES782466
BS716787	ES782480
BS716791	ES782502
BS716791	ES782504
BS716792	ES782514
BS716793	ES782520
BS716796	ES782538
BS716796	ES782542
BS716799	ES782561
BS716799	ES782563
BS716801	ES782578
BS716802	ES782580
BS716802	ES782581
BS716803	ES782590
BS716825	ES782746
BS716827	ES782758
BS716827	ES782759
BS716829	ES782772
BS716831	ES782787
BS716832	ES782794
BS716833	ES782801
BS716835	ES782813
BS716837	ES782829
BS716837	ES782830
BS749904	ES860224
BS749904	ES860225
BS749906	ES860238
BS749907	ES860248
BS749972	ES860701
BS749904	ES860724
BS749947	ES860730
BS749951	ES860742
BS749924	ES860753
BS749954	ES860758
BS749955	ES860760
BS749931	ES860775
BS749932	ES860787
BS749959	ES860795
BS749936	ES860802
BS749961	ES860813
BS749938	ES860815
BS714358	ES774485
BS714359	ES774486
BS714364	ES774491
BS714370	ES774497
BS714372	ES774499
BS749910	ES860265
BS749912	ES860278
BS749913	ES860283
BS749917	ES860307
BS749918	ES860315
BS749919	ES860316
BS749920	ES860326
BS749921	ES860333
BS749927	ES860368
BS749928	ES860373
BS749930	ES860384
BS749934	ES860407
BS749934	ES860408
BS749935	ES860412
BS749936	ES860420
BS749938	ES860435
BS749939	ES860436
BS749941	ES860448
BS749941	ES860449
BS749942	ES860454
BS749942	ES860458
BS749943	ES860462
BS749904	ES860474
BS749904	ES860476
BS749904	ES860480
BS749948	ES860519
BS749951	ES860543
BS749924	ES860558
BS749924	ES860559
BS749924	ES860561
BS749954	ES860565
BS749955	ES860569
BS749955	ES860571
BS749955	ES860572
BS749931	ES860581
BS749932	ES860601
BS749959	ES860608
BS749936	ES860619
BS749938	ES860631
BS749938	ES860632
BS749962	ES860638
BS749962	ES860639
BS749964	ES860653
BS749965	ES860663
BS749966	ES860664
BS749966	ES860668
BS749967	ES860672
BS749969	ES860685
BS716763	ES782311
BS716764	ES782317
BS716765	ES782324
BS716765	ES782325
BS716766	ES782329
BS716766	ES782332
BS716767	ES782338
BS716771	ES782366
BS716771	ES782368
BS716773	ES782376
BS716775	ES782395
BS716776	ES782398
BS716777	ES782409
BS716778	ES782415
BS716779	ES782418
BS716780	ES782426
BS716780	ES782427
BS716781	ES782438
BS714382	ES775536
BS714462	ES775539
BS714396	ES775564
BS714476	ES775567
BS714400	ES775572
BS714482	ES775579
BS714407	ES775586
BS714493	ES775601
BS714494	ES775603
BS714416	ES775604
BS714508	ES775631
BS714435	ES775642
BS714518	ES775651
BS714521	ES775657
BS714528	ES775671
BS714452	ES775676
BS714531	ES775677
BS714456	ES775684
BS714536	ES775687
BS714309	ES774436
BS714310	ES774437
BS714313	ES774440
BS714344	ES774471
BS714345	ES774472
BS714350	ES774477
BS716805	ES782600
BS716805	ES782605
BS716805	ES782606
BS716808	ES782622
BS716810	ES782635
BS716810	ES782638
BS716811	ES782642
BS716811	ES782647
BS716814	ES782664
BS716815	ES782673
BS716816	ES782680
BS716817	ES782690
BS716818	ES782695
BS716821	ES782712
BS716822	ES782721
BS747679	ES815186
BS747683	ES815194
BS747685	ES815198
BS747691	ES815209
BS747691	ES815210
BS747693	ES815215
BS747697	ES815224
BS747698	ES815226
BS747699	ES815228
BS747838	ES815517
BS747857	ES815557
BS747861	ES815567
BS747869	ES815583
BS747876	ES815598
BS747878	ES815601
BS747901	ES815648
BS747906	ES815658
BS747907	ES815659
BS747700	ES815230
BS747702	ES815233
BS747702	ES815234
BS747703	ES815235
BS747706	ES815241
BS747707	ES815244
BS747708	ES815245
BS747709	ES815247
BS747709	ES815248
BS747711	ES815251
BS747716	ES815262
BS747719	ES815268
BS747721	ES815271
BS747723	ES815275
BS747725	ES815279
BS747730	ES815289
BS747731	ES815292
BS747732	ES815294
BS747733	ES815295
BS747733	ES815296
BS747741	ES815311
BS747755	ES815339
BS747755	ES815340
BS747758	ES815348
BS747759	ES815352
BS747760	ES815356
BS747763	ES815361
BS747765	ES815366
BS747768	ES815371
BS747768	ES815372
BS747770	ES815375
BS747773	ES815381
BS747777	ES815390
BS747785	ES815405
BS747793	ES815422
BS747797	ES815434
BS747797	ES815435
BS747800	ES815442
BS747803	ES815447
BS747804	ES815450
BS747806	ES815453
BS747809	ES815460
BS747813	ES815467
BS747813	ES815468
BS747817	ES815476
BS747819	ES815479
BS747824	ES815490
BS747830	ES815502
BS747833	ES815508
BS716785	ES782461
BS716785	ES782463
BS716788	ES782485
