EXPSAMPLE_ACCESSION	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	WORKSPACE_ID
ES782613	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782616	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782629	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782630	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782638	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782642	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782645	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782647	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782807	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782812	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782821	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782826	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782828	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782573	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782588	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782592	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782599	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782608	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782770	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782771	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782786	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782787	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782788	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782794	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782804	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782805	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782340	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782345	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782347	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782350	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782356	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782496	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782511	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782521	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782525	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782305	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782307	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782529	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782530	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782313	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782317	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782318	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782331	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782456	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782461	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782462	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782487	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782419	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782423	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782435	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782439	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782380	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782386	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782410	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782412	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES815481		EXP13838		MBAA	Parsed	2883
ES815492		EXP13838		MBAA	Parsed	2883
ES815495		EXP13838		MBAA	Parsed	2883
ES815290		EXP13838		MBAA	Parsed	2883
ES815291		EXP13838		MBAA	Parsed	2883
ES815458		EXP13838		MBAA	Parsed	2883
ES815294		EXP13838		MBAA	Parsed	2883
ES815463		EXP13838		MBAA	Parsed	2883
ES815305		EXP13838		MBAA	Parsed	2883
ES815313		EXP13838		MBAA	Parsed	2883
ES815314		EXP13838		MBAA	Parsed	2883
ES815315		EXP13838		MBAA	Parsed	2883
ES815317		EXP13838		MBAA	Parsed	2883
ES815244		EXP13838		MBAA	Parsed	2883
ES815245		EXP13838		MBAA	Parsed	2883
ES815247		EXP13838		MBAA	Parsed	2883
ES815255		EXP13838		MBAA	Parsed	2883
ES815256		EXP13838		MBAA	Parsed	2883
ES815266		EXP13838		MBAA	Parsed	2883
ES815566		EXP13838		MBAA	Parsed	2883
ES815569		EXP13838		MBAA	Parsed	2883
ES815656		EXP13838		MBAA	Parsed	2883
ES815609		EXP13838		MBAA	Parsed	2883
ES815650		EXP13838		MBAA	Parsed	2883
ES815622		EXP13838		MBAA	Parsed	2883
ES815646		EXP13838		MBAA	Parsed	2883
ES815516		EXP13838		MBAA	Parsed	2883
ES815517		EXP13838		MBAA	Parsed	2883
ES815524		EXP13838		MBAA	Parsed	2883
ES815556		EXP13838		MBAA	Parsed	2883
ES815558		EXP13838		MBAA	Parsed	2883
ES815561		EXP13838		MBAA	Parsed	2883
ES815427		EXP13838		MBAA	Parsed	2883
ES815431		EXP13838		MBAA	Parsed	2883
ES815432		EXP13838		MBAA	Parsed	2883
ES815441		EXP13838		MBAA	Parsed	2883
ES815443		EXP13838		MBAA	Parsed	2883
ES815447		EXP13838		MBAA	Parsed	2883
ES815448		EXP13838		MBAA	Parsed	2883
ES815409		EXP13838		MBAA	Parsed	2883
ES815375		EXP13838		MBAA	Parsed	2883
ES815386		EXP13838		MBAA	Parsed	2883
ES815403		EXP13838		MBAA	Parsed	2883
ES815328		EXP13838		MBAA	Parsed	2883
ES815354		EXP13838		MBAA	Parsed	2883
ES815341		EXP13838		MBAA	Parsed	2883
ES815347		EXP13838		MBAA	Parsed	2883
ES815364		EXP13838		MBAA	Parsed	2883
ES815181		EXP13838		MBAA	Parsed	2883
ES815183		EXP13838		MBAA	Parsed	2883
ES815198		EXP13838		MBAA	Parsed	2883
ES815200		EXP13838		MBAA	Parsed	2883
ES815207		EXP13838		MBAA	Parsed	2883
ES815208		EXP13838		MBAA	Parsed	2883
ES815210		EXP13838		MBAA	Parsed	2883
ES815223		EXP13838		MBAA	Parsed	2883
ES815228		EXP13838		MBAA	Parsed	2883
ES860211		EXP13848		FCM	Parsed	2883
ES860225		EXP13848		FCM	Parsed	2883
ES860503		EXP13848		FCM	Parsed	2883
ES860509		EXP13848		FCM	Parsed	2883
ES860513		EXP13848		FCM	Parsed	2883
ES860518		EXP13848		FCM	Parsed	2883
ES860520		EXP13848		FCM	Parsed	2883
ES860534		EXP13848		FCM	Parsed	2883
ES860540		EXP13848		FCM	Parsed	2883
ES860541		EXP13848		FCM	Parsed	2883
ES860229		EXP13848		FCM	Parsed	2883
ES860230		EXP13848		FCM	Parsed	2883
ES860237		EXP13848		FCM	Parsed	2883
ES860243		EXP13848		FCM	Parsed	2883
ES860245		EXP13848		FCM	Parsed	2883
ES860253		EXP13848		FCM	Parsed	2883
ES860597		EXP13848		FCM	Parsed	2883
ES860598		EXP13848		FCM	Parsed	2883
ES860553		EXP13848		FCM	Parsed	2883
ES860569		EXP13848		FCM	Parsed	2883
ES860574		EXP13848		FCM	Parsed	2883
ES860575		EXP13848		FCM	Parsed	2883
ES860585		EXP13848		FCM	Parsed	2883
ES860588		EXP13848		FCM	Parsed	2883
ES860590		EXP13848		FCM	Parsed	2883
ES860592		EXP13848		FCM	Parsed	2883
ES860416		EXP13848		FCM	Parsed	2883
ES860417		EXP13848		FCM	Parsed	2883
ES860436		EXP13848		FCM	Parsed	2883
ES860440		EXP13848		FCM	Parsed	2883
ES860358		EXP13848		FCM	Parsed	2883
ES860374		EXP13848		FCM	Parsed	2883
ES860375		EXP13848		FCM	Parsed	2883
ES860376		EXP13848		FCM	Parsed	2883
ES860384		EXP13848		FCM	Parsed	2883
ES860391		EXP13848		FCM	Parsed	2883
ES860304		EXP13848		FCM	Parsed	2883
ES860305		EXP13848		FCM	Parsed	2883
ES860306		EXP13848		FCM	Parsed	2883
ES860314		EXP13848		FCM	Parsed	2883
ES860322		EXP13848		FCM	Parsed	2883
ES860338		EXP13848		FCM	Parsed	2883
ES860459		EXP13848		FCM	Parsed	2883
ES860462		EXP13848		FCM	Parsed	2883
ES860467		EXP13848		FCM	Parsed	2883
ES860476		EXP13848		FCM	Parsed	2883
ES860477		EXP13848		FCM	Parsed	2883
ES860351		EXP13848		FCM	Parsed	2883
ES860480		EXP13848		FCM	Parsed	2883
ES860495		EXP13848		FCM	Parsed	2883
ES860266		EXP13848		FCM	Parsed	2883
ES860276		EXP13848		FCM	Parsed	2883
ES860282		EXP13848		FCM	Parsed	2883
ES860285		EXP13848		FCM	Parsed	2883
ES860296		EXP13848		FCM	Parsed	2883
ES860803		EXP13848		FCM	Parsed	2883
ES860805		EXP13848		FCM	Parsed	2883
ES860822		EXP13848		FCM	Parsed	2883
ES860831		EXP13848		FCM	Parsed	2883
ES860759		EXP13848		FCM	Parsed	2883
ES860760		EXP13848		FCM	Parsed	2883
ES860776		EXP13848		FCM	Parsed	2883
ES860780		EXP13848		FCM	Parsed	2883
ES860705		EXP13848		FCM	Parsed	2883
ES860710		EXP13848		FCM	Parsed	2883
ES860714		EXP13848		FCM	Parsed	2883
ES860719		EXP13848		FCM	Parsed	2883
ES860720		EXP13848		FCM	Parsed	2883
ES860731		EXP13848		FCM	Parsed	2883
ES860732		EXP13848		FCM	Parsed	2883
ES860740		EXP13848		FCM	Parsed	2883
ES860742		EXP13848		FCM	Parsed	2883
ES860665		EXP13848		FCM	Parsed	2883
ES860674		EXP13848		FCM	Parsed	2883
ES860600		EXP13848		FCM	Parsed	2883
ES860615		EXP13848		FCM	Parsed	2883
ES860627		EXP13848		FCM	Parsed	2883
ES860628		EXP13848		FCM	Parsed	2883
ES860638		EXP13848		FCM	Parsed	2883
ES860647		EXP13848		FCM	Parsed	2883
ES774458		EXP13619	5863981133_C	OTHER	Not_Parsed	2883
ES774477		EXP13619	5863981133_G	OTHER	Not_Parsed	2883
ES774480		EXP13619	5863981124_I	OTHER	Not_Parsed	2883
ES774481		EXP13619	5863981133_I	OTHER	Not_Parsed	2883
ES774487		EXP13619	5863981124_J	OTHER	Not_Parsed	2883
ES774435		EXP13619	5863981136_C	OTHER	Not_Parsed	2883
ES774436		EXP13619	5863981136_D	OTHER	Not_Parsed	2883
ES774448		EXP13619	5863981130_D	OTHER	Not_Parsed	2883
ES774451		EXP13619	5863981130_J	OTHER	Not_Parsed	2883
ES774455		EXP13619	5863981132_B	OTHER	Not_Parsed	2883
ES774456		EXP13619	5863981130_L	OTHER	Not_Parsed	2883
ES774502		EXP13619	5863981123_L	OTHER	Not_Parsed	2883
ES774504		EXP13619	5863981130_F	OTHER	Not_Parsed	2883
ES775664		EXP13620		HAI	Parsed	2883
ES775675		EXP13620		HAI	Parsed	2883
ES775685		EXP13620		HAI	Parsed	2883
ES775690		EXP13620		HAI	Parsed	2883
ES775691		EXP13620		HAI	Parsed	2883
ES775622		EXP13620		HAI	Parsed	2883
ES775626		EXP13620		HAI	Parsed	2883
ES775644		EXP13620		HAI	Parsed	2883
ES775656		EXP13620		HAI	Parsed	2883
ES775661		EXP13620		HAI	Parsed	2883
ES775570		EXP13620		HAI	Parsed	2883
ES775572		EXP13620		HAI	Parsed	2883
ES775576		EXP13620		HAI	Parsed	2883
ES775598		EXP13620		HAI	Parsed	2883
ES775608		EXP13620		HAI	Parsed	2883
ES782543	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782731	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782737	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782751	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782765	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782693	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782695	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782697	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782713	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782717	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782721	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782724	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782661	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782663	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782666	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782668	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782679	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782688	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782624	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782631	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782636	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782637	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782648	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782649	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782810	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782818	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782825	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782830	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782584	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782591	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782603	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782605	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782775	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782785	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782789	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782803	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782806	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782349	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782354	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782362	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782364	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782495	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782502	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782504	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782506	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782516	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782518	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782519	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782520	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782523	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782300	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782308	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782310	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782526	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782532	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782323	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782463	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782476	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782478	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782479	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782483	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782484	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782432	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782433	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782443	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782451	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782452	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782405	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782411	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES782415	day 0 PBMCs	EXP13676		FCM	Parsed	2883
ES815470		EXP13838		MBAA	Parsed	2883
ES815477		EXP13838		MBAA	Parsed	2883
ES815485		EXP13838		MBAA	Parsed	2883
ES815489		EXP13838		MBAA	Parsed	2883
ES815509		EXP13838		MBAA	Parsed	2883
ES815289		EXP13838		MBAA	Parsed	2883
ES815296		EXP13838		MBAA	Parsed	2883
ES815462		EXP13838		MBAA	Parsed	2883
ES815300		EXP13838		MBAA	Parsed	2883
ES815464		EXP13838		MBAA	Parsed	2883
ES815307		EXP13838		MBAA	Parsed	2883
ES815308		EXP13838		MBAA	Parsed	2883
ES815312		EXP13838		MBAA	Parsed	2883
ES815318		EXP13838		MBAA	Parsed	2883
ES815469		EXP13838		MBAA	Parsed	2883
ES815270		EXP13838		MBAA	Parsed	2883
ES815279		EXP13838		MBAA	Parsed	2883
ES815567		EXP13838		MBAA	Parsed	2883
ES815574		EXP13838		MBAA	Parsed	2883
ES815579		EXP13838		MBAA	Parsed	2883
ES815586		EXP13838		MBAA	Parsed	2883
ES815588		EXP13838		MBAA	Parsed	2883
ES815589		EXP13838		MBAA	Parsed	2883
ES815597		EXP13838		MBAA	Parsed	2883
ES815654		EXP13838		MBAA	Parsed	2883
ES815616		EXP13838		MBAA	Parsed	2883
ES815652		EXP13838		MBAA	Parsed	2883
ES815617		EXP13838		MBAA	Parsed	2883
ES815619		EXP13838		MBAA	Parsed	2883
ES815629		EXP13838		MBAA	Parsed	2883
ES815632		EXP13838		MBAA	Parsed	2883
ES815639		EXP13838		MBAA	Parsed	2883
ES815519		EXP13838		MBAA	Parsed	2883
ES815521		EXP13838		MBAA	Parsed	2883
ES815538		EXP13838		MBAA	Parsed	2883
ES815544		EXP13838		MBAA	Parsed	2883
ES815551		EXP13838		MBAA	Parsed	2883
ES815452		EXP13838		MBAA	Parsed	2883
ES815454		EXP13838		MBAA	Parsed	2883
ES815456		EXP13838		MBAA	Parsed	2883
ES815374		EXP13838		MBAA	Parsed	2883
ES815377		EXP13838		MBAA	Parsed	2883
ES815378		EXP13838		MBAA	Parsed	2883
ES815391		EXP13838		MBAA	Parsed	2883
ES815397		EXP13838		MBAA	Parsed	2883
ES815345		EXP13838		MBAA	Parsed	2883
ES815187		EXP13838		MBAA	Parsed	2883
ES815188		EXP13838		MBAA	Parsed	2883
ES815193		EXP13838		MBAA	Parsed	2883
ES815211		EXP13838		MBAA	Parsed	2883
