BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS721322	ES794733
BS721172	ES789934
BS721172	ES789974
BS721179	ES794623
BS721185	ES794627
BS721331	ES794742
BS721333	ES789968
BS721190	ES794630
BS721203	ES789897
BS721203	ES789917
BS721216	ES789858
BS721217	ES789978
BS721222	ES790067
BS721224	ES789839
BS721228	ES789979
BS721230	ES794657
BS721233	ES790070
BS721242	ES794665
BS721242	ES794666
BS721108	ES789829
BS721110	ES794561
BS721111	ES789849
BS721112	ES789949
BS721112	ES789969
BS721114	ES794564
BS722872	ES794565
BS722873	ES794604
BS722874	ES794613
BS722874	ES794615
BS722875	ES794649
BS722876	ES794671
BS722877	ES794696
BS722877	ES794699
BS721119	ES794572
BS721263	ES789982
BS721270	ES794687
BS721270	ES794688
BS721273	ES794690
BS721276	ES794691
BS721277	ES794693
BS721285	ES794701
BS721286	ES789864
BS721287	ES789944
BS721287	ES789984
BS721125	ES794576
BS721128	ES790033
BS721133	ES789911
BS721133	ES789891
BS721141	ES790038
BS721142	ES790039
BS721143	ES794589
BS721149	ES794595
BS721151	ES790040
BS721296	ES789905
BS721157	ES789873
BS721161	ES794608
BS721164	ES790045
BS721307	ES794721
BS721316	ES794728
BS721316	ES794729
BS721318	ES789887
BS721328	ES794737
BS721329	ES789848
BS721171	ES789854
BS721183	ES789855
BS721186	ES790052
BS721331	ES794744
BS721333	ES789988
BS721338	ES790104
BS721192	ES789876
BS721201	ES794636
BS721206	ES789957
BS721210	ES790062
BS721211	ES790063
BS721212	ES794642
BS721213	ES789838
BS721218	ES794645
BS721229	ES794656
BS721232	ES790069
BS721237	ES789900
BS721239	ES789860
BS721248	ES789901
BS721248	ES789881
BS721249	ES794674
BS721109	ES789889
BS721113	ES794559
BS721254	ES790075
BS722872	ES794566
BS722873	ES794603
BS722874	ES794614
BS722874	ES794616
BS722876	ES794669
BS722877	ES794698
BS722878	ES794711
BS721117	ES790030
BS721124	ES789930
BS721271	ES789843
BS721126	ES794578
BS721132	ES789831
BS721134	ES794584
BS721137	ES794585
BS721143	ES794592
BS721144	ES789832
BS721145	ES789892
BS721146	ES794594
BS721298	ES789865
BS721299	ES789985
BS721160	ES789973
BS721162	ES794609
BS721304	ES794717
BS721305	ES789846
BS721306	ES789886
BS721307	ES794720
BS721309	ES789966
BS721312	ES790094
BS721314	ES790096
BS721315	ES790097
BS721316	ES794727
BS721318	ES789927
BS721319	ES794732
BS721169	ES789914
BS721170	ES794617
BS721173	ES794620
BS721175	ES790048
BS721182	ES794625
BS721331	ES794743
BS721332	ES789868
BS721333	ES789948
BS721334	ES794745
BS721199	ES790058
BS721214	ES789878
BS721219	ES790064
BS721226	ES794654
BS721231	ES790068
BS721234	ES790071
BS721237	ES789920
BS721246	ES794668
BS721251	ES789961
BS721253	ES794677
BS721107	ES794558
BS721113	ES794560
BS722872	ES794567
BS722872	ES794568
BS722875	ES794651
BS722878	ES794710
BS721268	ES790081
BS721272	ES789923
BS721273	ES794689
BS721275	ES789983
BS721277	ES794692
BS721285	ES794700
BS721290	ES790087
BS721291	ES790088
BS721294	ES794707
BS721127	ES790032
BS721150	ES794597
BS721296	ES789925
BS721297	ES794713
BS721300	ES794715
BS721158	ES794606
BS721306	ES789906
BS721309	ES789946
BS721316	ES794730
BS721330	ES789928
BS721174	ES794621
BS721177	ES790050
BS721184	ES789935
