EXPSAMPLE_ACCESSION	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	WORKSPACE_ID
ES983503		EXP14120		FCM	Parsed	2771
ES983511		EXP14120		FCM	Parsed	2771
ES983517		EXP14120		FCM	Parsed	2771
ES983524		EXP14120		FCM	Parsed	2771
ES983525		EXP14120		FCM	Parsed	2771
ES983535		EXP14120		FCM	Parsed	2771
ES983844		EXP14116		ELISPOT	Parsed	2771
ES983845		EXP14116		ELISPOT	Parsed	2771
ES983866		EXP14116		ELISPOT	Parsed	2771
ES983871		EXP14116		ELISPOT	Parsed	2771
ES983873		EXP14116		ELISPOT	Parsed	2771
ES983900		EXP14116		ELISPOT	Parsed	2771
ES983903		EXP14116		ELISPOT	Parsed	2771
ES983906		EXP14116		ELISPOT	Parsed	2771
ES983915		EXP14116		ELISPOT	Parsed	2771
ES983921		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983924		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983925		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983927		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983933		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983944		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983964		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983967		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983978		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983981		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983982		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983985		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983989		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983997		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984009		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984015		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984017		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984027		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984048		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984058		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984064		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984066		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984072		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984086		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES984089		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES982600		EXP14117		FCM	Parsed	2771
ES982611		EXP14117		FCM	Parsed	2771
ES982619		EXP14117		FCM	Parsed	2771
ES982622		EXP14117		FCM	Parsed	2771
ES982629		EXP14117		FCM	Parsed	2771
ES982633		EXP14117		FCM	Parsed	2771
ES982638		EXP14117		FCM	Parsed	2771
ES982652		EXP14117		FCM	Parsed	2771
ES982662		EXP14117		FCM	Parsed	2771
ES982666		EXP14117		FCM	Parsed	2771
ES982667		EXP14117		FCM	Parsed	2771
ES982668		EXP14117		FCM	Parsed	2771
ES982669		EXP14117		FCM	Parsed	2771
ES982683		EXP14117		FCM	Parsed	2771
ES982685		EXP14117		FCM	Parsed	2771
ES982687		EXP14117		FCM	Parsed	2771
ES982691		EXP14117		FCM	Parsed	2771
ES982704		EXP14117		FCM	Parsed	2771
ES982738		EXP14117		FCM	Parsed	2771
ES982755		EXP14117		FCM	Parsed	2771
ES982756		EXP14117		FCM	Parsed	2771
ES982759		EXP14117		FCM	Parsed	2771
ES982770		EXP14117		FCM	Parsed	2771
ES982779		EXP14117		FCM	Parsed	2771
ES982786		EXP14117		FCM	Parsed	2771
ES571050		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES571067		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES571069		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES571070		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES571095		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES571123		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES571139		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES1099443		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099451		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099462		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099467		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099472		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099474		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099477		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099482		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099486		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099487		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099495		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099496		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099514		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099518		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099533		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099536		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099537		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099542		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099556		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099558		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981091		EXP14113		OTHER	Not_Parsed	2771
ES981104		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981110		EXP14113		OTHER	Not_Parsed	2771
ES981113		EXP14113		OTHER	Not_Parsed	2771
ES981120		EXP14113		OTHER	Not_Parsed	2771
ES981134		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981140		EXP14113		OTHER	Not_Parsed	2771
ES981146		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981153		EXP14113		OTHER	Not_Parsed	2771
ES981154		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981156		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981158		EXP14113		OTHER	Not_Parsed	2771
ES981172		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981183		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981193		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981199		EXP14113		OTHER	Not_Parsed	2771
ES981208		EXP14113		OTHER	Not_Parsed	2771
ES981225		EXP14113		OTHER	Not_Parsed	2771
ES981228		EXP14113		OTHER	Not_Parsed	2771
ES981232		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099306		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099308		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099324		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099335		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099336		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099343		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099344		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099357		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099360		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099381		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099397		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1099412		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES982470		EXP14116		ELISPOT	Parsed	2771
ES982474		EXP14116		ELISPOT	Parsed	2771
ES982485		EXP14116		ELISPOT	Parsed	2771
ES982517		EXP14116		ELISPOT	Parsed	2771
ES982518		EXP14116		ELISPOT	Parsed	2771
ES982520		EXP14116		ELISPOT	Parsed	2771
ES982521		EXP14116		ELISPOT	Parsed	2771
ES982522		EXP14116		ELISPOT	Parsed	2771
ES982531		EXP14116		ELISPOT	Parsed	2771
ES982533		EXP14116		ELISPOT	Parsed	2771
ES982544		EXP14116		ELISPOT	Parsed	2771
ES982561		EXP14116		ELISPOT	Parsed	2771
ES982563		EXP14116		ELISPOT	Parsed	2771
ES982570		EXP14116		ELISPOT	Parsed	2771
ES982571		EXP14116		ELISPOT	Parsed	2771
ES982583		EXP14117		FCM	Parsed	2771
ES982590		EXP14117		FCM	Parsed	2771
ES982596		EXP14117		FCM	Parsed	2771
ES982598		EXP14117		FCM	Parsed	2771
ES980944		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES980950		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES980951		EXP14113		OTHER	Not_Parsed	2771
ES980953		EXP14113		OTHER	Not_Parsed	2771
ES980996		EXP14113		OTHER	Not_Parsed	2771
ES980998		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981017		EXP14113		OTHER	Not_Parsed	2771
ES981021		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981027		EXP14113		OTHER	Not_Parsed	2771
ES981039		EXP14113		OTHER	Not_Parsed	2771
ES981042		EXP14113		OTHER	Not_Parsed	2771
ES981053		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES981059		EXP14113		OTHER	Not_Parsed	2771
ES981084		EXP14113		OTHER	Not_Parsed	2771
ES981087		EXP14113		VIRUS NEUTRALIZATION	Parsed	2771
ES1231591		EXP14120		OTHER	Not_Parsed	2771
ES1231614		EXP14120		OTHER	Not_Parsed	2771
ES1231615		EXP14120		OTHER	Not_Parsed	2771
ES1231621		EXP14120		OTHER	Not_Parsed	2771
ES1231626		EXP14120		OTHER	Not_Parsed	2771
ES1231660		EXP14120		OTHER	Not_Parsed	2771
ES1231672		EXP14120		OTHER	Not_Parsed	2771
ES1231673		EXP14120		OTHER	Not_Parsed	2771
ES1231675		EXP14120		OTHER	Not_Parsed	2771
ES1231677		EXP14120		OTHER	Not_Parsed	2771
ES1231680		EXP14120		OTHER	Not_Parsed	2771
ES1231685		EXP14120		OTHER	Not_Parsed	2771
ES1231689		EXP14120		OTHER	Not_Parsed	2771
ES1231690		EXP14120		OTHER	Not_Parsed	2771
ES1231695		EXP14120		OTHER	Not_Parsed	2771
ES1231716		EXP14120		OTHER	Not_Parsed	2771
ES1231718		EXP14120		OTHER	Not_Parsed	2771
ES1231731		EXP14120		OTHER	Not_Parsed	2771
ES1231733		EXP14120		OTHER	Not_Parsed	2771
ES1231737		EXP14120		OTHER	Not_Parsed	2771
ES1231745		EXP14120		OTHER	Not_Parsed	2771
ES1231756		EXP14120		OTHER	Not_Parsed	2771
ES1231758		EXP14120		OTHER	Not_Parsed	2771
ES1230566		EXP14117		OTHER	Not_Parsed	2771
ES1230574		EXP14117		OTHER	Not_Parsed	2771
ES1230586		EXP14117		OTHER	Not_Parsed	2771
ES1230588		EXP14117		OTHER	Not_Parsed	2771
ES1230589		EXP14117		OTHER	Not_Parsed	2771
ES1230601		EXP14117		OTHER	Not_Parsed	2771
ES1230606		EXP14117		OTHER	Not_Parsed	2771
ES1230628		EXP14117		OTHER	Not_Parsed	2771
ES1230632		EXP14117		OTHER	Not_Parsed	2771
ES1230638		EXP14117		OTHER	Not_Parsed	2771
ES1230650		EXP14117		OTHER	Not_Parsed	2771
ES1230653		EXP14117		OTHER	Not_Parsed	2771
ES1230654		EXP14117		OTHER	Not_Parsed	2771
ES1230659		EXP14117		OTHER	Not_Parsed	2771
ES1230661		EXP14117		OTHER	Not_Parsed	2771
ES1230678		EXP14117		OTHER	Not_Parsed	2771
ES1230680		EXP14117		OTHER	Not_Parsed	2771
ES1230688		EXP14117		OTHER	Not_Parsed	2771
ES1230691		EXP14117		OTHER	Not_Parsed	2771
ES1230693		EXP14117		OTHER	Not_Parsed	2771
ES1230696		EXP14117		OTHER	Not_Parsed	2771
ES1230708		EXP14117		OTHER	Not_Parsed	2771
ES1231005		EXP14121		OTHER	Not_Parsed	2771
ES1231010		EXP14121		OTHER	Not_Parsed	2771
ES1231013		EXP14121		OTHER	Not_Parsed	2771
ES1231015		EXP14121		OTHER	Not_Parsed	2771
ES1231042		EXP14121		OTHER	Not_Parsed	2771
ES1231047		EXP14121		OTHER	Not_Parsed	2771
ES1231051		EXP14121		OTHER	Not_Parsed	2771
ES1231052		EXP14121		OTHER	Not_Parsed	2771
ES1231059		EXP14121		OTHER	Not_Parsed	2771
ES1231064		EXP14121		OTHER	Not_Parsed	2771
ES1231076		EXP14121		OTHER	Not_Parsed	2771
ES1231080		EXP14121		OTHER	Not_Parsed	2771
ES1231082		EXP14121		OTHER	Not_Parsed	2771
ES1231098		EXP14121		OTHER	Not_Parsed	2771
ES1231100		EXP14121		OTHER	Not_Parsed	2771
ES1231107		EXP14121		OTHER	Not_Parsed	2771
ES1231108		EXP14121		OTHER	Not_Parsed	2771
ES1231111		EXP14121		OTHER	Not_Parsed	2771
ES1231116		EXP14121		OTHER	Not_Parsed	2771
ES1231118		EXP14121		OTHER	Not_Parsed	2771
ES1231125		EXP14121		OTHER	Not_Parsed	2771
ES1231135		EXP14121		OTHER	Not_Parsed	2771
ES1231139		EXP14121		OTHER	Not_Parsed	2771
ES1231140		EXP14121		OTHER	Not_Parsed	2771
ES1231144		EXP14121		OTHER	Not_Parsed	2771
ES1231147		EXP14121		OTHER	Not_Parsed	2771
ES1231152		EXP14121		OTHER	Not_Parsed	2771
ES1231155		EXP14121		OTHER	Not_Parsed	2771
ES1231159		EXP14121		OTHER	Not_Parsed	2771
ES1231466		EXP14120		OTHER	Not_Parsed	2771
ES1231472		EXP14120		OTHER	Not_Parsed	2771
ES1231473		EXP14120		OTHER	Not_Parsed	2771
ES1231480		EXP14120		OTHER	Not_Parsed	2771
ES1231490		EXP14120		OTHER	Not_Parsed	2771
ES1231496		EXP14120		OTHER	Not_Parsed	2771
ES1231499		EXP14120		OTHER	Not_Parsed	2771
ES1231505		EXP14120		OTHER	Not_Parsed	2771
ES1231513		EXP14120		OTHER	Not_Parsed	2771
ES1231531		EXP14120		OTHER	Not_Parsed	2771
ES1231534		EXP14120		OTHER	Not_Parsed	2771
ES1231536		EXP14120		OTHER	Not_Parsed	2771
ES1231538		EXP14120		OTHER	Not_Parsed	2771
ES1231565		EXP14120		OTHER	Not_Parsed	2771
ES1231567		EXP14120		OTHER	Not_Parsed	2771
ES1230713		EXP14117		OTHER	Not_Parsed	2771
ES1230727		EXP14117		OTHER	Not_Parsed	2771
ES1230733		EXP14117		OTHER	Not_Parsed	2771
ES1230734		EXP14117		OTHER	Not_Parsed	2771
ES1230738		EXP14117		OTHER	Not_Parsed	2771
ES1230747		EXP14117		OTHER	Not_Parsed	2771
ES1230751		EXP14117		OTHER	Not_Parsed	2771
ES1230759		EXP14117		OTHER	Not_Parsed	2771
ES1230761		EXP14117		OTHER	Not_Parsed	2771
ES1230765		EXP14117		OTHER	Not_Parsed	2771
ES1230768		EXP14117		OTHER	Not_Parsed	2771
ES1230791		EXP14117		OTHER	Not_Parsed	2771
ES1230798		EXP14117		OTHER	Not_Parsed	2771
ES1230803		EXP14117		OTHER	Not_Parsed	2771
ES1230805		EXP14117		OTHER	Not_Parsed	2771
ES1230812		EXP14117		OTHER	Not_Parsed	2771
ES1230816		EXP14117		OTHER	Not_Parsed	2771
ES1230824		EXP14117		OTHER	Not_Parsed	2771
ES1230827		EXP14117		OTHER	Not_Parsed	2771
ES1230835		EXP14117		OTHER	Not_Parsed	2771
ES1230836		EXP14117		OTHER	Not_Parsed	2771
ES1230840		EXP14117		OTHER	Not_Parsed	2771
ES1230843		EXP14117		OTHER	Not_Parsed	2771
ES1230866		EXP14121		OTHER	Not_Parsed	2771
ES1230867		EXP14121		OTHER	Not_Parsed	2771
ES1230875		EXP14121		OTHER	Not_Parsed	2771
ES1230896		EXP14121		OTHER	Not_Parsed	2771
ES1230902		EXP14121		OTHER	Not_Parsed	2771
ES1230934		EXP14121		OTHER	Not_Parsed	2771
ES1230938		EXP14121		OTHER	Not_Parsed	2771
ES1230942		EXP14121		OTHER	Not_Parsed	2771
ES1230947		EXP14121		OTHER	Not_Parsed	2771
ES1230948		EXP14121		OTHER	Not_Parsed	2771
ES1230954		EXP14121		OTHER	Not_Parsed	2771
ES1230958		EXP14121		OTHER	Not_Parsed	2771
ES1230975		EXP14121		OTHER	Not_Parsed	2771
ES1230976		EXP14121		OTHER	Not_Parsed	2771
ES1230984		EXP14121		OTHER	Not_Parsed	2771
ES1230986		EXP14121		OTHER	Not_Parsed	2771
ES1230994		EXP14121		OTHER	Not_Parsed	2771
ES571023		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES571031		EXP10659		PUBLIC REPOSITORY	Parsed	2771
ES983019		EXP14118		FCM	Parsed	2771
ES983032		EXP14118		FCM	Parsed	2771
ES983044		EXP14118		FCM	Parsed	2771
ES983046		EXP14118		FCM	Parsed	2771
ES983054		EXP14118		FCM	Parsed	2771
ES983057		EXP14118		FCM	Parsed	2771
ES983061		EXP14118		FCM	Parsed	2771
ES983071		EXP14119		FCM	Parsed	2771
ES983076		EXP14119		FCM	Parsed	2771
ES983080		EXP14119		FCM	Parsed	2771
ES983106		EXP14119		FCM	Parsed	2771
ES983124		EXP14119		FCM	Parsed	2771
ES983129		EXP14119		FCM	Parsed	2771
ES983150		EXP14119		FCM	Parsed	2771
ES983153		EXP14119		FCM	Parsed	2771
ES983155		EXP14119		FCM	Parsed	2771
ES983161		EXP14119		FCM	Parsed	2771
ES983164		EXP14119		FCM	Parsed	2771
ES983167		EXP14119		FCM	Parsed	2771
ES983173		EXP14119		FCM	Parsed	2771
ES983177		EXP14119		FCM	Parsed	2771
ES983178		EXP14119		FCM	Parsed	2771
ES983203		EXP14119		FCM	Parsed	2771
ES983204		EXP14119		FCM	Parsed	2771
ES983207		EXP14119		FCM	Parsed	2771
ES983217		EXP14119		FCM	Parsed	2771
ES983222		EXP14119		FCM	Parsed	2771
ES983223		EXP14119		FCM	Parsed	2771
ES983226		EXP14119		FCM	Parsed	2771
ES983271		EXP14119		FCM	Parsed	2771
ES983277		EXP14119		FCM	Parsed	2771
ES983556		EXP14120		FCM	Parsed	2771
ES983558		EXP14120		FCM	Parsed	2771
ES983572		EXP14121		FCM	Parsed	2771
ES983582		EXP14121		FCM	Parsed	2771
ES983596		EXP14121		FCM	Parsed	2771
ES983597		EXP14121		FCM	Parsed	2771
ES983614		EXP14121		FCM	Parsed	2771
ES983619		EXP14121		FCM	Parsed	2771
ES983629		EXP14121		FCM	Parsed	2771
ES983630		EXP14121		FCM	Parsed	2771
ES983634		EXP14121		FCM	Parsed	2771
ES983639		EXP14121		FCM	Parsed	2771
ES983644		EXP14121		FCM	Parsed	2771
ES983648		EXP14121		FCM	Parsed	2771
ES983653		EXP14121		FCM	Parsed	2771
ES983658		EXP14121		FCM	Parsed	2771
ES983670		EXP14121		FCM	Parsed	2771
ES983673		EXP14121		FCM	Parsed	2771
ES983677		EXP14121		FCM	Parsed	2771
ES983681		EXP14121		FCM	Parsed	2771
ES983683		EXP14121		FCM	Parsed	2771
ES983693		EXP14121		FCM	Parsed	2771
ES983697		EXP14121		FCM	Parsed	2771
ES983703		EXP14121		FCM	Parsed	2771
ES983713		EXP14121		FCM	Parsed	2771
ES983714		EXP14121		FCM	Parsed	2771
ES983726		EXP14121		FCM	Parsed	2771
ES983729		EXP14121		FCM	Parsed	2771
ES983741		EXP14121		FCM	Parsed	2771
ES983747		EXP14121		FCM	Parsed	2771
ES983748		EXP14121		FCM	Parsed	2771
ES983756		EXP14121		FCM	Parsed	2771
ES983774		EXP14121		FCM	Parsed	2771
ES983785		EXP14121		FCM	Parsed	2771
ES983799		EXP14121		FCM	Parsed	2771
ES983802		EXP14121		FCM	Parsed	2771
ES983811		EXP14116		ELISPOT	Parsed	2771
ES983812		EXP14116		ELISPOT	Parsed	2771
ES983822		EXP14116		ELISPOT	Parsed	2771
ES983829		EXP14116		ELISPOT	Parsed	2771
ES983830		EXP14116		ELISPOT	Parsed	2771
ES983833		EXP14116		ELISPOT	Parsed	2771
ES982802		EXP14117		FCM	Parsed	2771
ES982805		EXP14117		FCM	Parsed	2771
ES982812		EXP14117		FCM	Parsed	2771
ES982821		EXP14117		FCM	Parsed	2771
ES982824		EXP14118		FCM	Parsed	2771
ES982839		EXP14118		FCM	Parsed	2771
ES982841		EXP14118		FCM	Parsed	2771
ES982844		EXP14118		FCM	Parsed	2771
ES982848		EXP14118		FCM	Parsed	2771
ES982865		EXP14118		FCM	Parsed	2771
ES982873		EXP14118		FCM	Parsed	2771
ES982876		EXP14118		FCM	Parsed	2771
ES982880		EXP14118		FCM	Parsed	2771
ES982884		EXP14118		FCM	Parsed	2771
ES982907		EXP14118		FCM	Parsed	2771
ES982915		EXP14118		FCM	Parsed	2771
ES982928		EXP14118		FCM	Parsed	2771
ES982932		EXP14118		FCM	Parsed	2771
ES982946		EXP14118		FCM	Parsed	2771
ES982947		EXP14118		FCM	Parsed	2771
ES982952		EXP14118		FCM	Parsed	2771
ES982953		EXP14118		FCM	Parsed	2771
ES982955		EXP14118		FCM	Parsed	2771
ES982957		EXP14118		FCM	Parsed	2771
ES982965		EXP14118		FCM	Parsed	2771
ES982988		EXP14118		FCM	Parsed	2771
ES982990		EXP14118		FCM	Parsed	2771
ES982991		EXP14118		FCM	Parsed	2771
ES983303		EXP14119		FCM	Parsed	2771
ES983342		EXP14120		FCM	Parsed	2771
ES983349		EXP14120		FCM	Parsed	2771
ES983368		EXP14120		FCM	Parsed	2771
ES983377		EXP14120		FCM	Parsed	2771
ES983379		EXP14120		FCM	Parsed	2771
ES983384		EXP14120		FCM	Parsed	2771
ES983389		EXP14120		FCM	Parsed	2771
ES983395		EXP14120		FCM	Parsed	2771
ES983404		EXP14120		FCM	Parsed	2771
ES983408		EXP14120		FCM	Parsed	2771
ES983455		EXP14120		FCM	Parsed	2771
ES983459		EXP14120		FCM	Parsed	2771
ES983460		EXP14120		FCM	Parsed	2771
ES983513		EXP14120		FCM	Parsed	2771
ES983521		EXP14120		FCM	Parsed	2771
