BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS808134	ES983845
BS808136	ES983847
BS808144	ES983855
BS808151	ES983862
BS808156	ES983867
BS808161	ES983872
BS808174	ES983885
BS808181	ES983892
BS808192	ES983903
BS808193	ES983904
BS808197	ES983908
BS808200	ES983911
BS808201	ES983912
BS808203	ES983914
BS808217	ES983928
BS808013	ES983234
BS808014	ES983235
BS808018	ES983239
BS808021	ES983242
BS808030	ES983251
BS808033	ES983254
BS808036	ES983257
BS808040	ES983261
BS808043	ES983264
BS808045	ES983266
BS808049	ES983270
BS808051	ES983272
BS808052	ES983273
BS808055	ES983276
BS808061	ES983282
BS808064	ES983285
BS808069	ES983290
BS808089	ES983310
BS807853	ES983319
BS807867	ES983333
BS807977	ES982953
BS807982	ES982958
BS807986	ES982962
BS807989	ES982965
BS808001	ES982977
BS808002	ES982978
BS808009	ES982985
BS808015	ES982991
BS808019	ES982995
BS808026	ES983002
BS808042	ES983018
BS808055	ES983031
BS808059	ES983035
BS808060	ES983036
BS808061	ES983037
BS808064	ES983040
BS808089	ES983065
BS807848	ES983069
BS807858	ES983079
BS806084	ES980942
BS806086	ES980944
BS806092	ES980950
BS806099	ES980957
BS806108	ES980966
BS806122	ES980980
BS806152	ES981010
BS806154	ES981012
BS806156	ES981014
BS806164	ES981022
BS806167	ES981025
BS806172	ES981030
BS806176	ES981034
BS806177	ES981035
BS806197	ES981055
BS806217	ES981075
BS806223	ES981081
BS806235	ES981093
BS953281	ES1099297
BS953281	ES1099299
BS953281	ES1099300
BS953285	ES1099313
BS953285	ES1099315
BS953286	ES1099318
BS953288	ES1099328
BS953290	ES1099334
BS953293	ES1099347
BS953294	ES1099352
BS953298	ES1099367
BS953300	ES1099376
BS953303	ES1099386
BS953304	ES1099389
BS953305	ES1099396
BS953307	ES1099402
BS953312	ES1099422
BS953312	ES1099424
BS953314	ES1099429
BS953315	ES1099433
BS808016	ES1230800
BS808022	ES1230804
BS808036	ES1230815
BS808038	ES1230817
BS808047	ES1230823
BS808054	ES1230828
BS808059	ES1230832
BS808060	ES1230833
BS808068	ES1230839
BS808077	ES1230846
BS807848	ES1230858
BS807856	ES1230867
BS807862	ES1230871
BS807870	ES1230880
BS807873	ES1230884
BS807877	ES1230889
BS807883	ES1230895
BS807899	ES1230912
BS807904	ES1230916
BS1007316	ES1230922
BS1007317	ES1230933
BS1007319	ES1230935
BS807920	ES1230938
BS807922	ES1230941
BS807925	ES1230948
BS807934	ES1230957
BS807938	ES1230960
BS807942	ES1230966
BS807949	ES1230974
BS807961	ES1230991
BS807964	ES1230996
BS807969	ES1231001
BS807983	ES1231021
BS807998	ES1231040
BS808007	ES1231052
BS808011	ES1231055
BS808014	ES1231060
BS808016	ES1231063
BS808035	ES1231085
BS808039	ES1231091
BS808047	ES1231102
BS808052	ES1231111
BS808057	ES1231116
BS808064	ES1231122
BS808066	ES1231124
BS1007362	ES1231128
BS808070	ES1231133
BS808081	ES1231149
BS807859	ES1231477
BS807863	ES1231481
BS807868	ES1231486
BS807869	ES1231487
BS807871	ES1231490
BS807887	ES1231507
BS807888	ES1231508
BS807889	ES1231510
BS807891	ES1231511
BS807898	ES1231518
BS953317	ES1099443
BS953318	ES1099445
BS953318	ES1099446
BS953318	ES1099448
BS953322	ES1099463
BS953322	ES1099464
BS953323	ES1099466
BS953325	ES1099473
BS953325	ES1099476
BS953328	ES1099486
BS953331	ES1099500
BS953332	ES1099504
BS953335	ES1099516
BS953339	ES1099531
BS953342	ES1099544
BS953345	ES1099554
BS953347	ES1099563
BS807907	ES1231528
BS807912	ES1231535
BS807915	ES1231537
BS807923	ES1231548
BS1007324	ES1231553
BS807924	ES1231555
BS807927	ES1231559
BS807934	ES1231565
BS807946	ES1231579
BS807952	ES1231586
BS807956	ES1231590
BS807960	ES1231597
BS807965	ES1231603
BS807980	ES1231618
BS807986	ES1231632
BS808007	ES1231660
BS808011	ES1231663
BS808010	ES1231664
BS1007348	ES1231665
BS808026	ES1231685
BS808031	ES1231690
BS808034	ES1231694
BS808036	ES1231695
BS808048	ES1231714
BS808051	ES1231717
BS1007364	ES1231738
BS808073	ES1231743
BS1007370	ES1231756
BS1007313	ES1230554
BS1007318	ES1230559
BS1007332	ES1230573
BS1007335	ES1230576
BS1007345	ES1230586
BS1007352	ES1230593
BS1007356	ES1230597
BS1007358	ES1230599
BS1007361	ES1230602
BS1007366	ES1230607
BS807922	ES1230627
BS807932	ES1230629
BS807942	ES1230631
BS807983	ES1230641
BS807987	ES1230642
BS807997	ES1230644
BS808045	ES1230655
BS808075	ES1230662
BS807857	ES1230674
BS807862	ES1230678
BS807869	ES1230684
BS807872	ES1230686
BS807886	ES1230697
BS807887	ES1230698
BS807907	ES1230714
BS807909	ES1230716
BS807914	ES1230720
BS807955	ES1230752
BS807956	ES1230753
BS807966	ES1230760
BS807977	ES1230769
BS807988	ES1230777
BS807989	ES1230778
BS807996	ES1230784
BS808007	ES1230793
BS807892	ES982623
BS807893	ES982624
BS807913	ES982644
BS807928	ES982659
BS807929	ES982660
BS807939	ES982670
BS807942	ES982673
BS807946	ES982677
BS807948	ES982679
BS807954	ES982685
BS807958	ES982689
BS807982	ES982713
BS807983	ES982714
BS807989	ES982720
BS807990	ES982721
BS807993	ES982724
BS807997	ES982728
BS808003	ES982734
BS808007	ES982738
BS808009	ES982740
BS808028	ES982759
BS808029	ES982760
BS808044	ES982775
BS808048	ES982779
BS808058	ES982789
BS808064	ES982795
BS808065	ES982796
BS808067	ES982798
BS808069	ES982800
BS808070	ES982801
BS808079	ES982810
BS808080	ES982811
BS806242	ES981100
BS806246	ES981104
BS806255	ES981113
BS806256	ES981114
BS806262	ES981120
BS806284	ES981142
BS806304	ES981162
BS806318	ES981176
BS806336	ES981194
BS806344	ES981202
BS806346	ES981204
BS806347	ES981205
BS806348	ES981206
BS808232	ES983943
BS808233	ES983944
BS808240	ES983951
BS808243	ES983954
BS808249	ES983960
BS808253	ES983964
BS808269	ES983980
BS808284	ES983995
BS808307	ES984018
BS808316	ES984027
BS808351	ES984062
BS808356	ES984067
BS630850	ES571073
BS630855	ES571078
BS630861	ES571084
BS630865	ES571088
BS630871	ES571094
BS630872	ES571095
BS630876	ES571099
BS630886	ES571109
BS630896	ES571119
BS630900	ES571123
BS630902	ES571125
BS630905	ES571128
BS630919	ES571142
BS630807	ES571030
BS630839	ES571062
BS630842	ES571065
BS807875	ES983341
BS807880	ES983346
BS807910	ES983376
BS807922	ES983388
BS807927	ES983393
BS807932	ES983398
BS807938	ES983404
BS807954	ES983420
BS807963	ES983429
BS807978	ES983444
BS807983	ES983449
BS807986	ES983452
BS807990	ES983456
BS808000	ES983466
BS808002	ES983468
BS808016	ES983482
BS808020	ES983486
BS808042	ES983508
BS808048	ES983514
BS808056	ES983522
BS808061	ES983527
BS808069	ES983535
BS808079	ES983545
BS808085	ES983551
BS808091	ES983557
BS807853	ES983564
BS807891	ES983602
BS807892	ES983603
BS807906	ES983617
BS807918	ES983629
BS807919	ES983630
BS807924	ES983635
BS807928	ES983639
BS807929	ES983640
BS807935	ES983646
BS807938	ES983649
BS807947	ES983658
BS807951	ES983662
BS807959	ES983670
BS807961	ES983672
BS807967	ES983678
BS807980	ES983691
BS807985	ES983696
BS807743	ES982474
BS807754	ES982485
BS807776	ES982507
BS807781	ES982512
BS807782	ES982513
BS807786	ES982517
BS807787	ES982518
BS807795	ES982526
BS807810	ES982541
BS807817	ES982548
BS807822	ES982553
BS807825	ES982556
BS807833	ES982564
BS807840	ES982571
BS807843	ES982574
BS807844	ES982575
BS807848	ES982579
BS807849	ES982580
BS807850	ES982581
BS807851	ES982582
BS807855	ES982586
BS807866	ES982597
BS807864	ES983085
BS807871	ES983092
BS807874	ES983095
BS807878	ES983099
BS807894	ES983115
BS807896	ES983117
BS807908	ES983129
BS807924	ES983145
BS807925	ES983146
BS807926	ES983147
BS807927	ES983148
BS807934	ES983155
BS807935	ES983156
BS807941	ES983162
BS807954	ES983175
BS807955	ES983176
BS807974	ES983195
BS807975	ES983196
BS807976	ES983197
BS807978	ES983199
BS807981	ES983202
BS808091	ES982822
BS807861	ES982837
BS807862	ES982838
BS807869	ES982845
BS807890	ES982866
BS807893	ES982869
BS807899	ES982875
BS807905	ES982881
BS807907	ES982883
BS807929	ES982905
BS807933	ES982909
BS807990	ES983701
BS807994	ES983705
BS807995	ES983706
BS808002	ES983713
BS808016	ES983727
BS808022	ES983733
BS808024	ES983735
BS808029	ES983740
BS808047	ES983758
BS808051	ES983762
BS808059	ES983770
BS808071	ES983782
BS808074	ES983785
BS808085	ES983796
BS808088	ES983799
BS808089	ES983800
BS808102	ES983813
BS808110	ES983821
BS808118	ES983829
BS808120	ES983831
BS808135	ES983846
BS808141	ES983852
BS808142	ES983853
BS808159	ES983870
BS808160	ES983871
BS808165	ES983876
BS808166	ES983877
BS808167	ES983878
BS808173	ES983884
BS808175	ES983886
BS808182	ES983893
BS808183	ES983894
BS808189	ES983900
BS808194	ES983905
BS808205	ES983916
BS808207	ES983918
BS808208	ES983919
BS808001	ES983222
BS808005	ES983226
BS808008	ES983229
BS808009	ES983230
BS808012	ES983233
BS808016	ES983237
BS808031	ES983252
BS808039	ES983260
BS808068	ES983289
BS808072	ES983293
BS808082	ES983303
BS808090	ES983311
BS807854	ES983320
BS807857	ES983323
BS807860	ES983326
BS807862	ES983328
BS807868	ES983334
BS807871	ES983337
BS807975	ES982951
BS807991	ES982967
BS807995	ES982971
BS807996	ES982972
BS807997	ES982973
BS808011	ES982987
BS808014	ES982990
BS808035	ES983011
BS808040	ES983016
BS808065	ES983041
BS808067	ES983043
BS808075	ES983051
BS808079	ES983055
BS808083	ES983059
BS808086	ES983062
BS808088	ES983064
BS807849	ES983070
BS807852	ES983073
BS807854	ES983075
BS806093	ES980951
BS806094	ES980952
BS806098	ES980956
BS806104	ES980962
BS806112	ES980970
BS806116	ES980974
BS806139	ES980997
BS806141	ES980999
BS806153	ES981011
BS806161	ES981019
BS806163	ES981021
BS806165	ES981023
BS806202	ES981060
BS806211	ES981069
BS806218	ES981076
BS806227	ES981085
BS806228	ES981086
BS806233	ES981091
BS953282	ES1099301
BS953282	ES1099302
BS953282	ES1099303
BS953286	ES1099317
BS953286	ES1099320
BS953288	ES1099325
BS953290	ES1099333
BS953292	ES1099342
BS953293	ES1099346
BS953296	ES1099357
BS953297	ES1099364
BS953298	ES1099365
BS953298	ES1099368
BS953302	ES1099381
BS953302	ES1099383
BS953304	ES1099390
BS953305	ES1099393
BS953306	ES1099400
BS953307	ES1099404
BS953309	ES1099409
BS953309	ES1099410
BS953310	ES1099413
BS953313	ES1099425
BS953313	ES1099426
BS953316	ES1099437
BS953316	ES1099438
BS808030	ES1230810
BS808056	ES1230830
BS808063	ES1230835
BS808071	ES1230842
BS808080	ES1230848
BS808081	ES1230849
BS808087	ES1230853
BS808089	ES1230855
BS807850	ES1230860
BS807865	ES1230875
BS807867	ES1230876
BS807871	ES1230882
BS1007313	ES1230883
BS807878	ES1230890
BS807879	ES1230892
BS807897	ES1230909
BS807910	ES1230924
BS807911	ES1230925
BS1007318	ES1230934
BS807923	ES1230940
BS807943	ES1230965
BS807945	ES1230968
BS807958	ES1230986
BS1007333	ES1230994
BS807966	ES1230997
BS807977	ES1231008
BS807980	ES1231010
BS807989	ES1231027
BS1007343	ES1231034
BS807995	ES1231038
BS807997	ES1231041
BS808013	ES1231061
BS808017	ES1231066
BS808022	ES1231070
BS808025	ES1231076
BS808028	ES1231079
BS808032	ES1231083
BS808045	ES1231101
BS1007361	ES1231127
BS1007364	ES1231130
BS1007365	ES1231131
BS808069	ES1231132
BS808074	ES1231137
BS808077	ES1231142
BS808079	ES1231146
BS1007370	ES1231148
BS807876	ES1231496
BS807881	ES1231501
BS807896	ES1231516
BS953319	ES1099452
BS953320	ES1099453
BS953322	ES1099462
BS953323	ES1099468
BS953325	ES1099474
BS953327	ES1099481
BS953328	ES1099487
BS953330	ES1099493
BS953330	ES1099495
BS953331	ES1099497
BS953333	ES1099507
BS953334	ES1099512
BS953336	ES1099518
BS953339	ES1099530
BS953342	ES1099543
BS953344	ES1099549
BS953344	ES1099550
BS953345	ES1099553
BS953347	ES1099562
BS807921	ES1231547
BS1007325	ES1231554
BS807953	ES1231587
BS1007329	ES1231591
BS807961	ES1231599
BS807962	ES1231600
BS807969	ES1231609
BS1007338	ES1231624
BS807992	ES1231639
BS1007344	ES1231643
BS808000	ES1231652
BS808003	ES1231655
BS808014	ES1231668
BS808018	ES1231673
BS808019	ES1231675
BS808021	ES1231679
BS808029	ES1231689
BS808038	ES1231697
BS808040	ES1231698
BS808060	ES1231726
BS808061	ES1231727
BS808062	ES1231729
BS808068	ES1231733
BS808074	ES1231745
BS1007369	ES1231755
BS808082	ES1231759
BS808083	ES1231760
BS1007316	ES1230557
BS1007323	ES1230564
BS1007324	ES1230565
BS1007327	ES1230568
BS1007348	ES1230589
BS1007353	ES1230594
BS1007355	ES1230596
BS1007357	ES1230598
BS1007363	ES1230604
BS1007371	ES1230612
BS807875	ES1230618
BS807899	ES1230623
BS807950	ES1230633
BS807954	ES1230634
BS808029	ES1230651
BS808082	ES1230664
BS807853	ES1230671
BS807865	ES1230681
BS807877	ES1230690
BS807890	ES1230700
BS807898	ES1230707
BS807906	ES1230713
BS807915	ES1230721
BS807916	ES1230722
BS807921	ES1230726
BS807929	ES1230732
BS807931	ES1230734
BS807944	ES1230744
BS807948	ES1230747
BS807970	ES1230763
BS808004	ES1230790
BS808011	ES1230796
BS808015	ES1230799
BS807874	ES982605
BS807878	ES982609
BS807879	ES982610
BS807896	ES982627
BS807899	ES982630
BS807905	ES982636
BS807910	ES982641
BS807922	ES982653
BS807925	ES982656
BS807933	ES982664
BS807938	ES982669
BS807953	ES982684
BS807960	ES982691
BS807964	ES982695
BS807966	ES982697
BS807973	ES982704
BS807977	ES982708
BS807978	ES982709
BS807979	ES982710
BS807981	ES982712
BS807984	ES982715
BS807996	ES982727
BS808010	ES982741
BS808018	ES982749
BS808036	ES982767
BS808037	ES982768
BS808056	ES982787
BS808061	ES982792
BS808071	ES982802
BS808075	ES982806
BS808076	ES982807
BS808078	ES982809
BS808082	ES982813
BS806254	ES981112
BS806267	ES981125
BS806279	ES981137
BS806282	ES981140
BS806285	ES981143
BS806292	ES981150
BS806296	ES981154
BS806299	ES981157
BS806306	ES981164
BS806311	ES981169
BS806315	ES981173
BS806316	ES981174
BS806329	ES981187
BS806337	ES981195
BS806356	ES981214
BS806361	ES981219
BS806366	ES981224
BS808220	ES983931
BS808225	ES983936
BS808226	ES983937
BS808228	ES983939
BS808231	ES983942
BS808236	ES983947
BS808254	ES983965
BS808288	ES983999
BS808291	ES984002
BS808297	ES984008
BS808308	ES984019
BS808309	ES984020
BS808310	ES984021
BS808350	ES984061
BS808364	ES984075
BS808366	ES984077
BS808376	ES984087
BS808379	ES984090
BS630851	ES571074
BS630856	ES571079
BS630864	ES571087
BS630867	ES571090
BS630881	ES571104
BS630799	ES571022
BS630822	ES571045
BS630846	ES571069
BS807890	ES983356
BS807891	ES983357
BS807892	ES983358
BS807893	ES983359
BS807914	ES983380
BS807917	ES983383
BS807946	ES983412
BS807948	ES983414
BS807968	ES983434
BS807972	ES983438
BS807974	ES983440
BS807976	ES983442
BS807979	ES983445
BS807980	ES983446
BS807993	ES983459
BS808003	ES983469
BS808004	ES983470
BS808017	ES983483
BS808019	ES983485
BS808025	ES983491
BS808035	ES983501
BS808036	ES983502
BS808038	ES983504
BS808040	ES983506
BS808044	ES983510
BS808054	ES983520
BS808057	ES983523
BS808066	ES983532
BS808068	ES983534
BS808077	ES983543
BS808078	ES983544
BS808081	ES983547
BS808090	ES983556
BS807863	ES983574
BS807869	ES983580
BS807875	ES983586
BS807877	ES983588
BS807878	ES983589
BS807893	ES983604
BS807914	ES983625
BS807916	ES983627
BS807936	ES983647
BS807943	ES983654
BS807952	ES983663
BS807953	ES983664
BS807971	ES983682
BS807982	ES983693
BS807983	ES983694
BS807986	ES983697
BS807745	ES982476
BS807746	ES982477
BS807757	ES982488
BS807769	ES982500
BS807777	ES982508
BS807778	ES982509
BS807779	ES982510
BS807783	ES982514
BS807789	ES982520
BS807798	ES982529
BS807802	ES982533
BS807814	ES982545
BS807820	ES982551
BS807830	ES982561
BS807842	ES982573
BS807853	ES982584
BS807857	ES982588
BS807858	ES982589
BS807861	ES982592
BS807865	ES982596
BS807861	ES983082
BS807873	ES983094
BS807885	ES983106
BS807889	ES983110
BS807905	ES983126
BS807907	ES983128
BS807910	ES983131
BS807916	ES983137
BS807920	ES983141
BS807921	ES983142
BS807931	ES983152
BS807936	ES983157
BS807942	ES983163
BS807947	ES983168
BS807949	ES983170
BS807952	ES983173
BS807953	ES983174
BS807965	ES983186
BS807971	ES983192
BS807848	ES982824
BS807858	ES982834
BS807860	ES982836
BS807864	ES982840
BS807865	ES982841
BS807871	ES982847
BS807872	ES982848
BS807875	ES982851
BS807882	ES982858
BS807902	ES982878
BS807906	ES982882
BS807909	ES982885
BS807911	ES982887
BS807913	ES982889
BS807915	ES982891
BS807920	ES982896
BS807921	ES982897
BS807938	ES982914
BS807950	ES982926
BS807964	ES982940
BS807965	ES982941
BS807966	ES982942
BS807971	ES982947
BS807973	ES982949
BS808000	ES983711
BS808004	ES983715
BS808008	ES983719
BS808010	ES983721
BS808019	ES983730
BS808026	ES983737
BS808027	ES983738
BS808028	ES983739
BS808032	ES983743
BS808039	ES983750
BS808049	ES983760
BS808050	ES983761
BS808054	ES983765
BS808057	ES983768
BS808065	ES983776
BS808079	ES983790
BS808095	ES983806
BS808096	ES983807
BS808099	ES983810
BS808104	ES983815
BS808121	ES983832
BS808131	ES983842
BS808139	ES983850
BS808143	ES983854
BS808148	ES983859
BS808164	ES983875
BS808169	ES983880
BS808176	ES983887
BS808178	ES983889
BS808180	ES983891
BS808184	ES983895
BS808202	ES983913
BS808210	ES983921
BS808212	ES983923
BS808216	ES983927
BS808006	ES983227
BS808011	ES983232
BS808023	ES983244
BS808026	ES983247
BS808028	ES983249
BS808038	ES983259
BS808056	ES983277
BS808060	ES983281
BS808062	ES983283
BS808065	ES983286
BS808070	ES983291
BS808078	ES983299
BS808080	ES983301
BS808086	ES983307
BS808088	ES983309
BS807861	ES983327
BS807865	ES983331
BS807988	ES982964
BS807998	ES982974
BS808000	ES982976
BS808006	ES982982
BS808022	ES982998
BS808023	ES982999
BS808037	ES983013
BS808046	ES983022
BS808057	ES983033
BS808058	ES983034
BS808068	ES983044
BS808080	ES983056
BS808084	ES983060
BS808092	ES983068
BS807850	ES983071
BS806095	ES980953
BS806111	ES980969
BS806115	ES980973
BS806125	ES980983
BS806129	ES980987
BS806133	ES980991
BS806134	ES980992
BS806138	ES980996
BS806155	ES981013
BS806157	ES981015
BS806166	ES981024
BS806168	ES981026
BS806179	ES981037
BS806183	ES981041
BS806192	ES981050
BS806194	ES981052
BS806195	ES981053
BS806206	ES981064
BS806208	ES981066
BS806221	ES981079
BS806222	ES981080
BS806239	ES981097
BS953284	ES1099310
BS953287	ES1099323
BS953290	ES1099336
BS953291	ES1099339
BS953294	ES1099350
BS953295	ES1099356
BS953296	ES1099359
BS953297	ES1099362
BS953297	ES1099363
BS953299	ES1099370
BS953300	ES1099374
BS953305	ES1099395
BS953307	ES1099401
BS953309	ES1099412
BS953311	ES1099417
BS953312	ES1099421
BS953315	ES1099434
BS953316	ES1099439
BS808023	ES1230805
BS808027	ES1230808
BS808032	ES1230812
BS808076	ES1230845
BS808078	ES1230847
BS808085	ES1230852
BS807852	ES1230861
BS807869	ES1230879
BS807874	ES1230885
BS1007314	ES1230886
BS807886	ES1230898
BS807898	ES1230910
BS807917	ES1230932
BS807919	ES1230937
BS807929	ES1230952
BS807937	ES1230961
BS807939	ES1230962
BS807941	ES1230964
BS807944	ES1230967
BS1007328	ES1230975
BS807951	ES1230977
BS807956	ES1230982
BS807960	ES1230989
BS807976	ES1231007
BS807979	ES1231011
BS1007338	ES1231016
BS807982	ES1231019
BS1007340	ES1231020
BS807988	ES1231025
BS1007341	ES1231032
BS808002	ES1231045
BS808003	ES1231047
BS808004	ES1231048
BS808009	ES1231054
BS1007348	ES1231057
BS1007350	ES1231064
BS808019	ES1231067
BS808026	ES1231077
BS808041	ES1231093
BS808044	ES1231098
BS1007360	ES1231105
BS808051	ES1231109
BS808058	ES1231115
BS808060	ES1231118
BS808061	ES1231119
BS808063	ES1231120
BS808062	ES1231121
BS808078	ES1231144
BS808082	ES1231151
BS808083	ES1231152
BS808088	ES1231157
BS808089	ES1231158
BS807852	ES1231469
BS807854	ES1231472
BS807858	ES1231476
BS807864	ES1231482
BS807865	ES1231483
BS1007313	ES1231491
BS807879	ES1231500
BS807885	ES1231504
BS807900	ES1231519
BS953319	ES1099449
BS953320	ES1099454
BS953322	ES1099461
BS953324	ES1099470
BS953324	ES1099472
BS953326	ES1099478
BS953326	ES1099479
BS953326	ES1099480
BS953329	ES1099490
BS953330	ES1099496
BS953332	ES1099503
BS953333	ES1099506
BS953334	ES1099509
BS953336	ES1099517
BS953340	ES1099533
BS953340	ES1099535
BS953346	ES1099559
BS953347	ES1099564
BS807906	ES1231527
BS1007316	ES1231530
BS1007317	ES1231541
BS807919	ES1231545
BS807922	ES1231549
BS807925	ES1231556
BS807942	ES1231574
BS1007326	ES1231577
BS807971	ES1231610
BS807991	ES1231637
BS1007341	ES1231640
BS1007342	ES1231641
BS1007345	ES1231644
BS807995	ES1231646
BS808028	ES1231687
BS808030	ES1231688
BS808035	ES1231693
BS808041	ES1231701
BS1007355	ES1231702
BS1007357	ES1231707
BS808046	ES1231708
BS808045	ES1231709
BS808057	ES1231724
BS808063	ES1231728
BS808069	ES1231740
BS808076	ES1231748
BS1007368	ES1231751
BS808080	ES1231753
BS808079	ES1231754
BS1007320	ES1230561
BS1007322	ES1230563
BS1007328	ES1230569
BS1007331	ES1230572
BS1007333	ES1230574
BS1007336	ES1230577
BS1007340	ES1230581
BS1007342	ES1230583
BS1007349	ES1230590
BS1007350	ES1230591
BS1007369	ES1230610
BS807912	ES1230625
BS807917	ES1230626
BS807946	ES1230632
BS807979	ES1230640
BS807992	ES1230643
BS808021	ES1230649
BS808025	ES1230650
BS808039	ES1230653
BS808048	ES1230656
BS808086	ES1230665
BS808091	ES1230666
BS807848	ES1230667
BS807868	ES1230683
BS807870	ES1230685
BS807878	ES1230691
BS807888	ES1230699
BS807892	ES1230702
BS807895	ES1230704
BS807897	ES1230706
BS807901	ES1230709
BS807905	ES1230712
BS807910	ES1230717
BS807923	ES1230727
BS807938	ES1230739
BS807951	ES1230749
BS807960	ES1230756
BS807965	ES1230759
BS807968	ES1230762
BS807971	ES1230764
BS807976	ES1230768
BS807984	ES1230774
BS807985	ES1230775
BS807995	ES1230783
BS807999	ES1230786
BS808002	ES1230788
BS808005	ES1230791
BS808009	ES1230795
BS807869	ES982600
BS807883	ES982614
BS807884	ES982615
BS807887	ES982618
BS807904	ES982635
BS807907	ES982638
BS807908	ES982639
BS807916	ES982647
BS807930	ES982661
BS807951	ES982682
BS807980	ES982711
BS807994	ES982725
BS807998	ES982729
BS808011	ES982742
BS808040	ES982771
BS808053	ES982784
BS808086	ES982817
BS806248	ES981106
BS806253	ES981111
BS806258	ES981116
BS806266	ES981124
BS806269	ES981127
BS806278	ES981136
BS806290	ES981148
BS806295	ES981153
BS806313	ES981171
BS806314	ES981172
BS806351	ES981209
BS806353	ES981211
BS806357	ES981215
BS806364	ES981222
BS806375	ES981233
BS808224	ES983935
BS808230	ES983941
BS808247	ES983958
BS808265	ES983976
BS808267	ES983978
BS808271	ES983982
BS808278	ES983989
BS808282	ES983993
BS808289	ES984000
BS808290	ES984001
BS808301	ES984012
BS808303	ES984014
BS808304	ES984015
BS808306	ES984017
BS808319	ES984030
BS808326	ES984037
BS808333	ES984044
BS808334	ES984045
