BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS689586	ES1004858
BS689586	ES1005441
BS689587	ES1004705
BS689587	ES1005352
BS689588	ES1003715
BS689589	ES1005698
BS689589	ES1005007
BS689589	ES1004725
BS689589	ES1005469
BS689591	ES1004511
BS689591	ES1003857
BS689592	ES1004606
BS689592	ES1003802
BS689593	ES1005523
BS689595	ES1004285
BS689595	ES1005383
BS689595	ES1005361
BS689596	ES1005655
BS689600	ES736329
BS689600	ES1004991
BS689600	ES1003789
BS689601	ES1004428
BS689602	ES1004532
BS689602	ES1005453
BS689604	ES1005003
BS689604	ES1004939
BS689605	ES1005120
BS689605	ES1004037
BS689606	ES1004319
BS689606	ES1003860
BS689607	ES1005246
BS689607	ES736336
BS689608	ES1003886
BS689608	ES1004640
BS689610	ES1005211
BS689611	ES1005683
BS689612	ES1004234
BS689612	ES1004025
BS689613	ES1004261
BS689615	ES1003904
BS689617	ES1004331
BS689617	ES1004836
BS689618	ES1004192
BS689618	ES1003645
BS689761	ES736490
BS689763	ES736492
BS689771	ES736500
BS689772	ES736501
BS689784	ES736513
BS689786	ES736515
BS689787	ES736516
BS689792	ES736521
BS689793	ES736522
BS689798	ES736527
BS689813	ES736542
BS689816	ES736545
BS719610	ES784586
BS719618	ES784594
BS719642	ES784618
BS719644	ES784620
BS719664	ES784640
BS719678	ES784650
BS719686	ES784658
BS719710	ES784681
BS719726	ES784697
BS719730	ES784701
BS719742	ES784713
BS719413	ES784398
BS719423	ES784404
BS719425	ES784406
BS719426	ES784407
BS719431	ES784412
BS719433	ES784414
BS719437	ES784418
BS719440	ES784421
BS719443	ES784424
BS719453	ES784433
BS719458	ES784438
BS719473	ES784453
BS719478	ES784458
BS719485	ES784465
BS719536	ES784516
BS719539	ES784519
BS719542	ES784522
BS719575	ES784551
BS719576	ES784552
BS719582	ES784558
BS719598	ES784574
BS719409	ES784394
BS752350	ES1005261
BS752350	ES1004116
BS752351	ES1005466
BS752352	ES1005455
BS752353	ES1004276
BS752353	ES1004824
BS752355	ES1005679
BS752355	ES1005179
BS752357	ES1003994
BS752358	ES1005553
BS752358	ES1004277
BS752358	ES1004002
BS752358	ES1003772
BS752359	ES1004372
BS752361	ES1004497
BS752361	ES1003873
BS752361	ES1004883
BS752362	ES1004487
BS752363	ES1003960
BS752364	ES1004188
BS752366	ES1005067
BS752367	ES1004506
BS752367	ES1005483
BS752369	ES1005292
BS752369	ES1005342
BS752372	ES1004424
BS752373	ES1004791
BS752373	ES1005442
BS752374	ES1005278
BS752376	ES1005004
BS752378	ES1004585
BS752379	ES1004298
BS752380	ES1005588
BS752380	ES1004204
BS752380	ES1004490
BS752380	ES1004364
BS752383	ES1004902
BS752383	ES1005371
BS752385	ES1004584
BS752385	ES1004558
BS752386	ES1005050
BS752390	ES1004757
BS752392	ES1004946
BS752393	ES1004349
BS752397	ES1003963
BS752403	ES1004437
BS752405	ES1004961
BS752405	ES1005357
BS752407	ES1004062
BS752408	ES1005204
BS752408	ES1004034
BS752408	ES1004482
BS752409	ES1003704
BS752411	ES1005571
BS752411	ES1004200
BS752411	ES1004144
BS752412	ES1005647
BS752414	ES1003807
BS752418	ES1005028
BS752419	ES1005068
BS752419	ES1003718
BS689319	ES736117
BS689335	ES736121
BS689339	ES736122
BS689342	ES736162
BS689343	ES736123
BS689366	ES736168
BS689395	ES736136
BS689403	ES736138
BS689463	ES1005091
BS689464	ES1004980
BS689464	ES1004551
BS689464	ES1004399
BS689465	ES1004590
BS689465	ES1004893
BS689466	ES1005640
BS689466	ES1004639
BS689467	ES1004070
BS689467	ES1005519
BS689467	ES736196
BS689468	ES1004999
BS689468	ES1003929
BS689469	ES1005030
BS689471	ES1005163
BS689471	ES1005425
BS689473	ES1003930
BS689474	ES1003997
BS689476	ES1005317
BS689476	ES1004356
BS689476	ES1004694
BS689477	ES1004973
BS689477	ES1003977
BS689477	ES1003685
BS689478	ES1004470
BS689478	ES736207
BS689479	ES1004467
BS689480	ES1004618
BS689481	ES1004146
BS689482	ES1005602
BS689482	ES1004464
BS689482	ES1003719
BS689483	ES1005111
BS689483	ES1004768
BS689484	ES1004100
BS689484	ES1004350
BS689484	ES1005349
BS689485	ES1003939
BS689485	ES1005467
BS689487	ES1005135
BS689487	ES1004712
BS689487	ES1005448
BS689487	ES736216
BS689489	ES1005242
BS689490	ES1003799
BS689491	ES1003839
BS689491	ES736220
BS689497	ES1003934
BS689498	ES1005573
BS689498	ES1005532
BS689498	ES736227
BS689499	ES1004008
BS689500	ES1003974
BS689500	ES1004832
BS689501	ES1004690
BS689502	ES1005662
BS689503	ES1005608
BS689503	ES736232
BS689504	ES1004049
BS689504	ES1004634
BS689504	ES1005405
BS689506	ES1005195
BS689507	ES1003937
BS689507	ES736236
BS689508	ES1004465
BS689508	ES1004345
BS689510	ES1004696
BS689511	ES1004436
BS689511	ES1003999
BS689512	ES1004930
BS689512	ES1004901
BS689512	ES1004862
BS689513	ES736242
BS689513	ES1004956
BS689513	ES1004061
BS689513	ES1004709
BS689514	ES1004313
BS689514	ES1005016
BS689515	ES736244
BS689515	ES1004570
BS689515	ES1003759
BS689517	ES1003927
BS689519	ES1004297
BS689520	ES1005487
BS689520	ES1003708
BS689521	ES1005214
BS689521	ES736250
BS689522	ES1005106
BS689522	ES1004530
BS689523	ES1003744
BS689524	ES1004503
BS689525	ES736254
BS689526	ES1004260
BS689527	ES736256
BS689529	ES1005059
BS689529	ES1004567
BS689529	ES1003954
BS689530	ES1005159
BS689530	ES1003912
BS689531	ES1004214
BS689531	ES1005178
BS689531	ES1004448
BS689532	ES1004737
BS689532	ES1003675
BS689534	ES1005328
BS689534	ES1004885
BS689535	ES1004615
BS689536	ES1005454
BS689537	ES736266
BS689537	ES1003976
BS689537	ES1003826
BS689537	ES1003649
BS689538	ES1004193
BS689538	ES1005310
BS689538	ES1004806
BS689538	ES1005494
BS689539	ES736268
BS689540	ES1004793
BS689541	ES1004632
BS689543	ES736272
BS689543	ES1005479
BS689544	ES1005304
BS689544	ES1003946
BS689544	ES1003941
BS689545	ES1004505
BS689545	ES1004804
BS689546	ES1005610
BS689546	ES736275
BS689546	ES1004168
BS689547	ES1004842
BS689548	ES1004097
BS689549	ES1003763
BS689550	ES736279
BS689550	ES1004918
BS689552	ES1004305
BS689552	ES1003660
BS689553	ES1005641
BS689553	ES1005254
BS689553	ES1004810
BS689554	ES1005227
BS689554	ES1003666
BS689556	ES1004748
BS689556	ES1005478
BS689557	ES736286
BS689557	ES1004359
BS689557	ES1005375
BS689558	ES1004189
BS689558	ES1004708
BS689559	ES1005116
BS689559	ES1004347
BS689561	ES1004453
BS689561	ES1004644
BS689561	ES1005471
BS689562	ES1005327
BS689562	ES1005115
BS689563	ES1004878
BS689565	ES1004627
BS689568	ES1004244
BS689568	ES736297
BS689569	ES1004257
BS689571	ES736300
BS689571	ES1003711
BS689572	ES1004230
BS689573	ES1005113
BS689573	ES736302
BS689576	ES1005298
BS689576	ES1004077
BS689576	ES1005475
BS689577	ES736306
BS689579	ES1005377
BS689581	ES1004434
BS689582	ES1004444
BS689582	ES1005435
BS689582	ES1003689
BS689584	ES1005424
BS689587	ES736316
BS689588	ES1004539
BS689589	ES1003822
BS689591	ES1004201
BS689591	ES1003695
BS689592	ES736321
BS689592	ES1004407
BS689594	ES1004611
BS689595	ES736324
BS689596	ES1005548
BS689596	ES1005276
BS689597	ES1004206
BS689597	ES1005250
BS689597	ES1004754
BS689598	ES1004198
BS689598	ES1004730
BS689598	ES1005525
BS689599	ES1004179
BS689600	ES1005142
BS689600	ES1005385
BS689603	ES736332
BS689603	ES1004060
BS689603	ES1005443
BS689605	ES1005509
BS689607	ES1004169
BS689611	ES1004801
BS689612	ES1004586
BS689612	ES1003657
BS689613	ES1003914
BS689615	ES1005287
BS689615	ES1005213
BS689616	ES736345
BS689616	ES1004521
BS689616	ES1004887
BS689617	ES1004462
BS689618	ES1005033
BS689767	ES736496
BS689773	ES736502
BS689774	ES736503
BS689776	ES736505
BS689782	ES736511
BS689797	ES736526
BS689803	ES736532
BS689812	ES736541
BS689817	ES736546
BS719602	ES784578
BS719608	ES784584
BS719643	ES784619
BS719651	ES784627
BS719661	ES784637
BS719665	ES784641
BS719682	ES784654
BS719694	ES784666
BS719698	ES784670
BS719707	ES784678
BS719715	ES784686
BS719716	ES784687
BS719719	ES784690
BS719727	ES784698
BS719728	ES784699
BS719736	ES784707
BS719745	ES784716
BS719747	ES784718
BS719751	ES784722
BS719752	ES784723
BS719766	ES784737
BS719769	ES784740
BS719410	ES784395
BS719428	ES784409
BS719430	ES784411
BS719435	ES784416
BS719445	ES784426
BS719446	ES784427
BS719463	ES784443
BS719467	ES784447
BS719490	ES784470
BS719493	ES784473
BS719494	ES784474
BS719501	ES784481
BS719502	ES784482
BS719504	ES784484
BS719505	ES784485
BS719522	ES784502
BS719523	ES784503
BS719529	ES784509
BS719534	ES784514
BS719551	ES784527
BS719556	ES784532
BS719557	ES784533
BS719562	ES784538
BS719568	ES784544
BS719572	ES784548
BS719580	ES784556
BS719594	ES784570
BS719407	ES784392
BS752350	ES1005392
BS752351	ES1004545
BS752351	ES1003893
BS752351	ES1005432
BS752352	ES1005541
BS752352	ES1004073
BS752353	ES1005251
BS752355	ES1004312
BS752355	ES1005166
BS752355	ES1005155
BS752356	ES1003925
BS752358	ES1004217
BS752360	ES1004964
BS752361	ES1004343
BS752361	ES1003865
BS752361	ES1004653
BS752363	ES1004619
BS752364	ES1005176
BS752364	ES1005417
BS752365	ES1004970
BS752365	ES1005396
BS752366	ES1004458
BS752366	ES1004391
BS752366	ES1003652
BS752367	ES1004622
BS752368	ES1005582
BS752368	ES1005001
BS752369	ES1004468
BS752369	ES1005515
BS752370	ES1004178
BS752370	ES1004388
BS752370	ES1003842
BS752370	ES1005408
BS752371	ES1004180
BS752371	ES1005216
BS752371	ES1003738
BS752371	ES1003705
BS752372	ES1005696
BS752373	ES1005152
BS752373	ES1004427
BS752374	ES1005395
BS752375	ES1003943
BS752375	ES1004747
BS752376	ES1005027
BS752378	ES1003905
BS752378	ES1003774
BS752381	ES1004715
BS752386	ES1005185
BS752388	ES1004929
BS752390	ES1004637
BS752391	ES1004273
BS752391	ES1004587
BS752391	ES1003690
BS752392	ES1004662
BS752393	ES1004469
BS752393	ES1005414
BS752395	ES1003957
BS752396	ES1004256
BS752398	ES1004648
BS752401	ES1004922
BS752402	ES1004115
BS752402	ES1005366
BS752403	ES1005243
BS752405	ES1004702
BS752405	ES1005397
BS752408	ES1004306
BS752408	ES1005271
BS752410	ES1005047
BS752410	ES1003678
BS752411	ES1004286
BS752411	ES1004029
BS752411	ES1005480
BS752411	ES1003743
BS752412	ES1004950
BS752412	ES1004612
BS752416	ES1005301
BS752417	ES1005238
BS752417	ES1005039
BS752419	ES1004438
BS689346	ES736163
BS689355	ES736126
BS689363	ES736128
BS689378	ES736171
BS689387	ES736134
BS689390	ES736174
BS689399	ES736137
BS689406	ES736178
BS689407	ES736139
BS689418	ES736153
BS689430	ES736182
BS689435	ES736146
BS689439	ES736147
BS689447	ES736149
BS689451	ES736150
BS689458	ES736189
BS689459	ES736152
BS689463	ES1004598
BS689464	ES1004209
BS689464	ES1004348
BS689465	ES1005592
BS689466	ES1005594
BS689466	ES1004820
BS689466	ES736195
BS689466	ES1003760
BS689467	ES1004456
BS689467	ES1005516
BS689469	ES1004149
BS689469	ES1005445
BS689470	ES1004175
BS689471	ES1003917
BS689472	ES1005088
BS689472	ES1003707
BS689473	ES1004426
BS689473	ES1003781
BS689476	ES1004536
BS689477	ES1003940
BS689477	ES1004704
BS689477	ES1003775
BS689478	ES1005311
BS689478	ES1005072
BS689478	ES1003952
BS689478	ES1004743
BS689479	ES736208
BS689480	ES1003923
BS689480	ES736209
BS689481	ES1004236
BS689482	ES1005022
BS689482	ES1004661
BS689483	ES1004208
BS689483	ES1004075
BS689484	ES1005036
BS689486	ES1004004
BS689486	ES1003989
BS689487	ES1003921
BS689488	ES1005654
BS689488	ES1004466
BS689489	ES1004431
BS689491	ES1005677
BS689491	ES1004317
BS689491	ES1004849
BS689491	ES1004751
BS689491	ES1005528
BS689492	ES1005234
BS689492	ES1004403
BS689494	ES1004303
BS689495	ES1004173
BS689497	ES1004162
BS689497	ES1004132
BS689499	ES1004499
BS689500	ES1004749
BS689500	ES736229
BS689501	ES1004028
BS689502	ES1004917
BS689502	ES736231
BS689503	ES1004913
BS689504	ES1003723
BS689505	ES1004194
BS689506	ES1004308
BS689506	ES1005156
BS689507	ES1005219
BS689507	ES1004633
BS689507	ES1003697
BS689508	ES1005422
BS689509	ES1003868
BS689509	ES1003663
BS689510	ES1003841
BS689511	ES736240
BS689511	ES1004989
BS689512	ES736241
BS689513	ES1005537
BS689515	ES1004405
BS689516	ES1005353
BS689517	ES1004389
BS689518	ES1005386
BS689519	ES736248
BS689520	ES1005692
BS689520	ES1005153
BS689520	ES1003848
BS689521	ES1004861
BS689522	ES1005459
BS689523	ES1005603
BS689524	ES1003851
BS689525	ES1004541
BS689528	ES736257
BS689528	ES1005082
BS689528	ES1004915
BS689529	ES1005635
BS689529	ES1003773
BS689531	ES736260
BS689531	ES1003887
BS689532	ES1004635
BS689533	ES1004259
BS689533	ES736262
BS689533	ES1004439
BS689534	ES1005664
BS689536	ES1005173
BS689537	ES1005302
BS689537	ES1004945
BS689538	ES1004495
BS689538	ES1004682
BS689539	ES1004979
BS689539	ES1004461
BS689540	ES1004579
BS689540	ES1003721
BS689541	ES1004828
BS689542	ES1005656
BS689542	ES1005083
BS689543	ES1004030
BS689544	ES1005555
BS689545	ES1005667
BS689547	ES1005591
BS689547	ES1005294
BS689548	ES1005609
BS689549	ES1004322
BS689550	ES1005390
BS689551	ES1005259
BS689551	ES1004940
BS689552	ES1004432
BS689552	ES1003814
BS689552	ES1005380
BS689553	ES1004756
BS689554	ES1004920
BS689555	ES1005321
BS689556	ES1003846
BS689556	ES1005367
BS689559	ES736288
BS689559	ES1004954
BS689559	ES1004866
BS689560	ES1005041
BS689561	ES1005334
BS689561	ES1003821
BS689562	ES1003835
BS689563	ES1005693
BS689563	ES1004800
BS689564	ES1005128
BS689564	ES1005485
BS689565	ES1004174
BS689566	ES1004102
BS689567	ES1005193
BS689567	ES736296
BS689567	ES1004368
BS689567	ES1003947
BS689568	ES1005336
BS689569	ES1005119
BS689570	ES1005318
BS689571	ES1004172
BS689571	ES1004603
BS689572	ES736301
BS689575	ES736304
BS689575	ES1004118
BS689576	ES1005590
BS689576	ES1003813
BS689577	ES1004330
BS689577	ES1005037
BS689577	ES1005446
BS689578	ES736307
BS689579	ES1005040
BS689582	ES1003655
BS689583	ES1003972
BS689584	ES736313
BS689584	ES1004046
BS689585	ES1004078
BS689587	ES1005129
BS689588	ES1004727
BS689588	ES1003786
BS689589	ES1005605
BS689591	ES1005065
BS689592	ES1004786
BS689594	ES1005616
BS689594	ES1004809
BS689594	ES1004778
BS689595	ES1005322
BS689596	ES1004381
BS689597	ES1005579
BS689598	ES1004326
BS689598	ES1004881
BS689599	ES1003698
BS689600	ES1005642
BS689600	ES1004430
BS689600	ES1004838
BS689601	ES1005024
BS689601	ES1004106
BS689601	ES1003936
BS689602	ES1004186
BS689603	ES1005014
BS689605	ES1004630
BS689605	ES1005418
BS689606	ES1005009
BS689607	ES1005257
BS689607	ES1004875
BS689608	ES1004555
BS689609	ES1004813
BS689611	ES1004865
BS689612	ES1005226
BS689612	ES1005510
BS689612	ES1005389
BS689612	ES1003693
BS689615	ES1005637
BS689615	ES1004138
BS689617	ES1003988
BS689779	ES736508
BS689790	ES736519
BS689796	ES736525
BS689805	ES736534
BS689808	ES736537
BS689811	ES736540
BS719600	ES784576
BS719601	ES784577
BS719603	ES784579
BS719621	ES784597
BS719627	ES784603
BS719660	ES784636
BS719679	ES784651
BS719700	ES784672
BS719713	ES784684
BS719717	ES784688
BS719718	ES784689
BS719744	ES784715
BS719759	ES784730
BS719411	ES784396
BS719416	ES784401
BS719436	ES784417
BS719454	ES784434
BS719460	ES784440
BS719470	ES784450
BS719471	ES784451
BS719476	ES784456
BS719480	ES784460
BS719482	ES784462
BS719491	ES784471
BS719496	ES784476
BS719498	ES784478
BS719499	ES784479
BS719500	ES784480
BS719508	ES784488
BS719524	ES784504
BS719526	ES784506
BS719530	ES784510
BS719549	ES784525
BS719550	ES784526
BS719561	ES784537
BS719569	ES784545
BS719570	ES784546
BS719571	ES784547
BS719574	ES784550
BS719586	ES784562
BS719587	ES784563
BS719404	ES784389
BS719408	ES784393
BS752350	ES1005215
BS752351	ES1004337
BS752351	ES1004271
BS752351	ES1004357
BS752352	ES1005057
BS752356	ES1005534
BS752356	ES1004010
BS752356	ES1003971
BS752357	ES1005136
BS752357	ES1004728
BS752357	ES1004614
BS752358	ES1004688
BS752358	ES1005506
BS752359	ES1004560
BS752360	ES1005305
BS752361	ES1004287
BS752362	ES1005133
BS752362	ES1005090
BS752363	ES1004975
BS752363	ES1003992
BS752363	ES1004657
BS752365	ES1004216
BS752365	ES1005421
BS752368	ES1005348
BS752369	ES1004199
BS752369	ES1004076
BS752370	ES1005570
BS752371	ES1004111
BS752372	ES1004309
BS752372	ES1004184
BS752372	ES1003987
BS752374	ES1005100
BS752375	ES1005651
BS752375	ES1005337
BS752375	ES1003961
BS752376	ES1004860
BS752378	ES1005021
BS752378	ES1004681
BS752379	ES1004219
BS752379	ES1003811
BS752382	ES1004527
BS752383	ES1005462
BS752385	ES1003641
BS752386	ES1004687
BS752387	ES1003876
BS752389	ES1005563
BS752389	ES1004983
BS752389	ES1004342
BS752390	ES1004905
BS752391	ES1005249
BS752391	ES1004722
BS752392	ES1005293
BS752392	ES1003871
BS752393	ES1005600
BS752393	ES1004376
BS752395	ES1003875
BS752395	ES1005420
BS752396	ES1004263
BS752396	ES1004815
BS752401	ES1005329
BS752403	ES1004335
BS752403	ES1004830
BS752405	ES1005565
BS752405	ES1005237
BS752408	ES1005158
BS752408	ES1003750
BS752409	ES1004966
BS752409	ES1003676
BS752410	ES1005606
BS752416	ES1004629
BS752417	ES1004538
BS752417	ES1003790
BS752418	ES1004333
BS752418	ES1004477
BS752419	ES1005154
BS752419	ES1004493
BS689318	ES736156
BS689322	ES736157
BS689350	ES736164
BS689370	ES736169
BS689371	ES736130
BS689411	ES736140
BS689422	ES736191
BS689442	ES736185
BS689465	ES1005529
BS689465	ES1004072
BS689467	ES1003792
BS689469	ES1004908
BS689470	ES1005607
BS689471	ES1003706
BS689474	ES1004678
BS689474	ES736203
BS689475	ES1005638
BS689476	ES1003969
BS689476	ES1003691
BS689478	ES1005092
BS689479	ES1004047
BS689479	ES1004848
BS689480	ES1004223
BS689480	ES1004850
BS689480	ES1004713
BS689482	ES1004397
BS689482	ES736211
BS689483	ES1003862
BS689483	ES1004834
BS689485	ES736214
BS689486	ES1004325
BS689487	ES1005559
BS689488	ES1005660
BS689488	ES1004993
BS689489	ES1004150
BS689490	ES1005099
BS689490	ES1004593
BS689490	ES1005486
BS689492	ES1004857
BS689493	ES1003756
BS689493	ES1003656
BS689494	ES1005308
BS689494	ES1004576
BS689494	ES736223
BS689495	ES1004912
BS689495	ES1003996
BS689495	ES1003902
BS689496	ES1004947
BS689497	ES1004711
BS689497	ES1005511
BS689498	ES1004320
BS689499	ES1005196
BS689499	ES1005346
BS689501	ES1004718
BS689501	ES736230
BS689502	ES1004264
BS689502	ES1003958
BS689503	ES1004659
BS689503	ES1005499
BS689504	ES1005002
BS689504	ES736233
BS689505	ES1004248
BS689506	ES1005574
BS689506	ES1004674
BS689508	ES1003998
BS689508	ES1003696
BS689509	ES1004818
BS689512	ES1005169
BS689513	ES1005105
BS689514	ES1005055
BS689514	ES1004577
BS689515	ES1004870
BS689516	ES1005691
BS689517	ES1005488
BS689517	ES1005381
BS689518	ES1004009
BS689518	ES1004790
BS689519	ES1003671
BS689519	ES1003669
BS689521	ES1004660
BS689521	ES1004641
BS689523	ES1004291
BS689524	ES1004235
BS689524	ES1005285
BS689524	ES1005186
BS689525	ES1005576
BS689525	ES1004176
BS689527	ES1005212
BS689527	ES1004960
BS689528	ES1004602
BS689528	ES1003836
BS689529	ES1005144
BS689531	ES1004755
BS689532	ES1004823
BS689532	ES1004780
BS689534	ES1005167
BS689534	ES1004909
BS689534	ES1004441
BS689534	ES1004785
BS689535	ES1005320
BS689535	ES1003845
BS689535	ES1003838
BS689535	ES1004771
BS689537	ES1003891
BS689539	ES1004170
BS689540	ES1004026
BS689540	ES1005456
BS689541	ES1004400
BS689543	ES1005071
BS689543	ES1004734
BS689544	ES1004181
BS689544	ES1003924
BS689546	ES1004500
BS689546	ES1005489
BS689547	ES1005436
BS689548	ES1004268
BS689548	ES736277
BS689549	ES1004353
BS689550	ES1005668
BS689551	ES1004269
BS689551	ES1005054
BS689551	ES1004597
BS689552	ES736281
BS689552	ES1003919
BS689553	ES1005267
BS689553	ES1003651
BS689554	ES736283
BS689554	ES1005452
BS689555	ES1005086
BS689555	ES1004552
BS689555	ES1004520
BS689555	ES1003724
BS689559	ES1003879
BS689560	ES1005045
BS689561	ES1005632
BS689563	ES1005399
BS689564	ES1005089
BS689564	ES1004105
BS689564	ES1004811
BS689567	ES1004496
BS689567	ES1005404
BS689569	ES1005612
BS689569	ES1004450
BS689570	ES1004998
BS689570	ES1004664
BS689571	ES1005652
BS689572	ES1004750
BS689573	ES1004531
BS689573	ES1003713
BS689575	ES1004280
BS689575	ES1004367
BS689577	ES1005306
BS689579	ES1004859
BS689580	ES1004140
BS689580	ES1005526
BS689581	ES1004071
BS689582	ES1005687
BS689582	ES1004380
BS689583	ES1003973
BS689584	ES1005682
BS689584	ES1005168
BS689585	ES1004183
BS689586	ES736315
BS689586	ES1004385
BS689586	ES1004645
BS689588	ES1005013
BS689589	ES1005624
BS689589	ES1005312
BS689589	ES1003739
BS689591	ES1004371
BS689592	ES1005049
BS689593	ES1005056
BS689593	ES1004110
BS689593	ES1004502
BS689594	ES1005495
BS689595	ES1004091
BS689597	ES1003716
BS689598	ES1004952
BS689599	ES1004889
BS689600	ES1004765
BS689603	ES1004212
BS689605	ES736334
BS689605	ES1004133
BS689606	ES1004931
