BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS720321	ES789458
BS720324	ES789345
BS720324	ES789347
BS720326	ES789543
BS720328	ES789381
BS720334	ES789525
BS720335	ES789530
BS720337	ES789578
BS720340	ES789249
BS720341	ES789425
BS720342	ES789247
BS720345	ES789356
BS720346	ES789315
BS720536	ES787695
BS720539	ES787749
BS720543	ES787753
BS720549	ES787810
BS720553	ES787814
BS720556	ES787817
BS720349	ES789535
BS720350	ES789558
BS720351	ES789404
BS720351	ES789408
BS720359	ES789230
BS720361	ES789263
BS720364	ES789438
BS720366	ES789550
BS720367	ES789237
BS720368	ES789314
BS720369	ES789257
BS720371	ES789585
BS720373	ES789592
BS720373	ES789593
BS720374	ES789300
BS720376	ES789448
BS720379	ES789537
BS720499	ES787556
BS720502	ES787559
BS720503	ES787560
BS720505	ES787562
BS720506	ES787716
BS720509	ES787719
BS720510	ES787771
BS720510	ES787669
BS720515	ES787725
BS720520	ES787730
BS720524	ES787785
BS720524	ES787734
BS720526	ES787787
BS720527	ES787788
BS720527	ES787686
BS720529	ES787688
BS720531	ES787741
BS720532	ES787793
BS720532	ES787742
BS720394	ES787828
BS720396	ES787830
BS720401	ES787835
BS720435	ES787869
BS720441	ES787875
BS720457	ES787565
BS720457	ES787616
BS720463	ES787520
BS720467	ES787626
BS720470	ES787578
BS720471	ES787528
BS720472	ES787529
BS720473	ES787530
BS720476	ES787635
BS720477	ES787534
BS720481	ES787538
BS720487	ES787646
BS720492	ES787600
BS720492	ES787651
BS720312	ES789444
BS720313	ES789606
BS720315	ES789569
BS720315	ES789571
BS720317	ES789348
BS720318	ES789281
BS720321	ES789455
BS720322	ES789334
BS720323	ES789520
BS720325	ES789598
BS720326	ES789540
BS720326	ES789542
BS720329	ES789518
BS720336	ES789546
BS720336	ES789547
BS720338	ES789240
BS720338	ES789241
BS720339	ES789317
BS720344	ES789581
BS720345	ES789358
BS720347	ES789479
BS720534	ES787795
BS720534	ES787693
BS720539	ES787800
BS720539	ES787698
BS720543	ES787804
BS720544	ES787703
BS720545	ES787806
BS720546	ES787756
BS720548	ES787758
BS720549	ES787708
BS720550	ES787709
BS720552	ES787813
BS720555	ES787816
BS720348	ES789566
BS720350	ES789556
BS720350	ES789557
BS720359	ES789235
BS720361	ES789261
BS720361	ES789260
BS720363	ES789393
BS720364	ES789436
BS720364	ES789437
BS720368	ES789311
BS720369	ES789258
BS720371	ES789584
BS720374	ES789298
BS720375	ES789489
BS720377	ES789413
BS720377	ES789414
BS720378	ES789389
BS720496	ES787553
BS720499	ES787658
BS720503	ES787662
BS720508	ES787718
BS720510	ES787720
BS720512	ES787773
BS720512	ES787722
BS720516	ES787777
BS720518	ES787728
BS720521	ES787731
BS720527	ES787737
BS720530	ES787740
BS720392	ES787826
BS720408	ES787842
BS720413	ES787847
BS720415	ES787849
BS720426	ES787860
BS720428	ES787862
BS720436	ES787870
BS720449	ES787883
BS720456	ES787615
BS720458	ES787515
BS720473	ES787581
BS720474	ES787531
BS720480	ES787588
BS720480	ES787537
BS720485	ES787593
BS720487	ES787544
BS720312	ES789447
BS720314	ES789376
BS720314	ES789378
BS720317	ES789344
BS720319	ES789441
BS720322	ES789343
BS720324	ES789351
BS720325	ES789599
BS720327	ES789450
BS720327	ES789453
BS720327	ES789459
BS720328	ES789383
BS720329	ES789519
BS720338	ES789238
BS720342	ES789244
BS720342	ES789246
BS720344	ES789583
BS720346	ES789312
BS720347	ES789471
BS720347	ES789483
BS720533	ES787743
BS720535	ES787745
BS720537	ES787798
BS720538	ES787799
BS720540	ES787801
BS720541	ES787751
BS720542	ES787701
BS720544	ES787805
BS720545	ES787704
BS720548	ES787707
BS720552	ES787762
BS720554	ES787713
BS720556	ES787766
BS720349	ES789534
BS720354	ES789553
BS720354	ES789554
BS720359	ES789232
BS720360	ES789310
BS720360	ES789313
BS720361	ES789262
BS720361	ES789264
BS720363	ES789392
BS720364	ES789439
BS720370	ES789473
BS720374	ES789302
BS720380	ES789266
BS720381	ES789336
BS720382	ES789275
BS720383	ES789434
BS720496	ES787604
BS720498	ES787555
BS720499	ES787607
BS720501	ES787609
BS720503	ES787611
BS720505	ES787613
BS720513	ES787774
BS720513	ES787672
BS720516	ES787675
BS720520	ES787679
BS720523	ES787784
BS720530	ES787791
BS720402	ES787836
BS720410	ES787844
BS720421	ES787855
BS720424	ES787858
BS720439	ES787873
BS720442	ES787876
BS720448	ES787882
BS720455	ES787563
BS720462	ES787570
BS720464	ES787521
BS720469	ES787628
BS720472	ES787631
BS720475	ES787634
BS720477	ES787636
BS720479	ES787587
BS720479	ES787536
BS720480	ES787639
BS720484	ES787643
BS720486	ES787594
BS720486	ES787543
BS720493	ES787652
BS720493	ES787550
BS720313	ES789604
BS720313	ES789607
BS720316	ES789271
BS720318	ES789282
BS720326	ES789541
BS720339	ES789316
BS720339	ES789318
BS720340	ES789252
BS720341	ES789424
BS720341	ES789427
BS720347	ES789475
BS720533	ES787692
BS720535	ES787796
BS720541	ES787802
BS720547	ES787706
BS720555	ES787714
BS720349	ES789532
BS720353	ES789422
BS720354	ES789552
BS720360	ES789307
BS720362	ES789476
BS720365	ES789602
BS720366	ES789551
BS720367	ES789229
BS720367	ES789233
BS720369	ES789256
BS720370	ES789477
BS720371	ES789587
BS720375	ES789490
BS720375	ES789491
BS720376	ES789454
BS720377	ES789415
BS720378	ES789390
BS720378	ES789391
BS720379	ES789538
BS720380	ES789267
BS720380	ES789268
BS720382	ES789279
BS720500	ES787608
BS720504	ES787612
BS720505	ES787664
BS720507	ES787666
BS720509	ES787668
BS720514	ES787775
BS720515	ES787776
BS720516	ES787726
BS720517	ES787778
BS720522	ES787681
BS720385	ES787819
BS720390	ES787824
BS720404	ES787838
BS720412	ES787846
BS720416	ES787850
BS720419	ES787853
BS720425	ES787859
BS720430	ES787864
BS720443	ES787877
BS720453	ES787887
BS720454	ES787888
BS720455	ES787512
BS720460	ES787568
BS720460	ES787619
BS720460	ES787517
BS720461	ES787569
BS720461	ES787620
BS720463	ES787622
BS720465	ES787624
BS720465	ES787522
BS720469	ES787577
BS720469	ES787526
BS720470	ES787527
BS720471	ES787579
BS720473	ES787632
BS720474	ES787633
BS720475	ES787532
BS720476	ES787533
BS720482	ES787641
BS720489	ES787597
BS720494	ES787653
BS720494	ES787551
BS720316	ES789270
BS720319	ES789440
BS720323	ES789522
BS720329	ES789517
BS720334	ES789526
BS720334	ES789527
BS720337	ES789577
BS720337	ES789579
BS720340	ES789248
BS720342	ES789243
BS720343	ES789407
BS720344	ES789580
BS720346	ES789306
BS720346	ES789309
BS720534	ES787744
BS720540	ES787699
BS720542	ES787752
BS720544	ES787754
BS720547	ES787757
BS720551	ES787812
BS720551	ES787710
BS720552	ES787711
BS720556	ES787715
BS720352	ES789486
BS720353	ES789418
BS720367	ES789231
BS720369	ES789259
BS720379	ES789536
BS720381	ES789333
