FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
1122027	CD19+	CD19+	ANA805	553802
1122048	CD24+	CD24+	ANA807	553805
1122050	CD3-	CD3-	ANA809	553806
1122052	CD38+	CD38+	ANA808	553806
1122067	CD14-	CD14-	ANA804	553809
1122072	CD14-	CD14-	ANA804	553810
1122077	CD14-	CD14-	ANA804	553811
1122078	CD20+	CD20+	ANA806	553811
1122079	CD19+	CD19+	ANA805	553812
1122092	CD27+	CD27+	ANA40	553814
1122095	CD19+	CD19+	ANA805	553815
1122108	CD3-	CD3-	ANA809	553817
1122120	CD11c-	CD11c-	ANA814	553819
1122124	CD11c-	CD11c-	ANA814	553820
1122132	HLADR+	HLA-DR+	ANA812	553822
1122163	CD11c+	CD11c+	ANA814	553828
1122176	HLADR+	HLA-DR+	ANA812	553831
1122187	BDCA2, CD303-	BDCA2-	ANA870	553833
1122190	BDCA1+	CD1c+	ANA895	553833
1122194	CD11c+	CD11c+	ANA814	553834
1122200	BDCA2, CD303-	BDCA2-	ANA870	553835
1122208	CD11c+	CD11c+	ANA814	553836
1122214	BDCA2, CD303-	BDCA2-	ANA870	553837
1122235	BDCA2, CD303-	BDCA2-	ANA870	553840
1122247	HLADR+	HLA-DR+	ANA812	553842
1122250	BDCA3+	BDCA3+	ANA894	553842
1122258	BDCA1-	CD1c-	ANA895	553843
1122268	HLADR+	HLA-DR+	ANA812	553845
1122272	BDCA1-	CD1c-	ANA895	553845
1122274		Lin1-		553846
1122281	CD3+	CD3+	ANA809	553847
1122313	CD278+	ICOS+	ANA898	553855
1122317	CXCR5+	CXCR5+	ANA78	553856
1122335	CCR6-	CCR6-	ANA36	553858
1122350	CCR6+	CCR6+	ANA36	553860
1122374	HLADR+	HLA-DR+	ANA812	553863
1122383	CD3+	CD3+	ANA809	553865
1122390	CD3+	CD3+	ANA809	553866
1122391	CD4+	CD4+	ANA41	553866
1122392	CD8-	CD8-	ANA810	553866
1122404	CCR6-	CCR6-	ANA36	553867
1122408	CD8-	CD8-	ANA810	553868
1122413	CD8-	CD8-	ANA810	553869
1122421	CD45RA-	CD45RA-	ANA816	553870
1122422	CD278+	ICOS+	ANA898	553870
1122429	CCR6-	CCR6-	ANA36	553871
1122438	CD3+	CD3+	ANA809	553873
1122457	CD45RA-	CD45RA-	ANA816	553875
1122458	CXCR3+	CXCR3+	ANA76	553875
1122481	CXCR3-	CXCR3-	ANA76	553878
1122490	CCR6+	CCR6+	ANA36	553879
1122496	CD45RA-	CD45RA-	ANA816	553880
1122506	HLADR+	HLA-DR+	ANA812	553881
1122512	CXCR3-	CXCR3-	ANA76	553882
1122513	CCR6-	CCR6-	ANA36	553882
1122526	CD3+	CD3+	ANA809	553886
1122539	HLADR+	HLA-DR+	ANA812	553889
1122551	CD16-	CD16-	ANA811	553893
1122556	HLADR+	HLA-DR+	ANA812	553895
1122586	CD11b-	CD11b-	ANA878	553902
1122596	CD14+	CD14+	ANA804	553906
1122599	CD14+	CD14+	ANA804	553907
1122605	CD16+	CD16+	ANA811	553908
1122606	B7-2+	CD86+	ANA868	553908
1122607	CD14+	CD14+	ANA804	553909
1122622	SLAN+	SLAN+	ANA906	553912
1122625	CD16+	CD16+	ANA811	553913
1122634	CD62L+	CD62L+	ANA712	553915
1122637	CD16+	CD16+	ANA811	553916
1122649	CD16-	CD16- granulocyte	ANA811	553921
1122680	CD19+	CD19+	ANA805	553930
1122697	CD19+	CD19+	ANA805	553933
1122702	CD19+	CD19+	ANA805	553934
1122703	CD3-	CD3-	ANA809	553934
1122711	IgD-	IgD-	ANA813	553935
1122714	CD14-	CD14-	ANA804	553936
1122717	CD19+	CD19+	ANA805	553937
1122720	CD20+	CD20+	ANA806	553937
1122723	CD14-	CD14-	ANA804	553938
1122725	CD19+	CD19+	ANA805	553939
1122732	CD3-	CD3-	ANA809	553940
1122737	CD19+	CD19+	ANA805	553941
1122748	B7-2+	CD86+	ANA868	553942
1122752	CD20+	CD20+	ANA806	553943
1122756	CD14-	CD14-	ANA804	553944
1122758	B7-2+	CD86+	ANA868	553944
1122768		Lin1-		553947
1122787	B7-2+	CD86+	ANA868	553950
1122795	BDCA2, CD303-	BDCA2-	ANA870	553952
1122802		Lin1-		553954
1122804	BDCA2, CD303-	BDCA2-	ANA870	553954
1122805	CD11c+	CD11c+	ANA814	553954
1122829	BDCA2, CD303-	BDCA2-	ANA870	553959
1122836	CD11c+	CD11c+	ANA814	553960
1122844	BDCA3-	BDCA3-	ANA894	553961
1122854		Lin1-		553963
1122856	BDCA2, CD303-	BDCA2-	ANA870	553963
1122863	BDCA2, CD303-	BDCA2-	ANA870	553964
1122867	B7-2+	CD86+	ANA868	553964
1122892	BDCA3+	BDCA3+	ANA894	553968
1122898	CD11c+	CD11c+	ANA814	553969
1122907	BDCA1-	CD1c-	ANA895	553970
1122925	BDCA2, CD303-	BDCA2-	ANA870	553973
1122926	CD11c+	CD11c+	ANA814	553973
1122938	CD3+	CD3+	ANA809	553978
1122947	CD8-	CD8-	ANA810	553980
1122958	CD45RA-	CD45RA-	ANA816	553982
1122960	CD3+	CD3+	ANA809	553983
1122970	CD45RA-	CD45RA-	ANA816	553984
1122985	CD45RA-	CD45RA-	ANA816	553986
1122987	CCR6-	CCR6-	ANA36	553986
1123010	CCR6+	CCR6+	ANA36	553989
1123013	CD4+	CD4+	ANA41	553990
1123028	CD4+	CD4+	ANA41	553992
1123029	CD8-	CD8-	ANA810	553992
1123030	CXCR5+	CXCR5+	ANA78	553992
1123033	CCR6+	CCR6+	ANA36	553992
1123034	CD278+	ICOS+	ANA898	553992
1123038	CXCR5+	CXCR5+	ANA78	553993
1123042	CD3+	CD3+	ANA809	553994
1123044	CD8-	CD8-	ANA810	553994
1123046	CD45RA-	CD45RA-	ANA816	553994
1123055	CXCR3-	CXCR3-	ANA76	553995
1123056	CCR6-	CCR6-	ANA36	553995
1123073	CD45RA-	CD45RA-	ANA816	553998
1123080	CXCR3+	CXCR3+	ANA76	553999
1123084	CD8-	CD8-	ANA810	554000
1123088	CCR6-	CCR6-	ANA36	554000
1123095	CXCR3+	CXCR3+	ANA76	554001
1123102	CD45RA-	CD45RA-	ANA816	554002
1123110	CXCR3+	CXCR3+	ANA76	554003
1123115	CD8-	CD8-	ANA810	554004
1123143	CD278+	ICOS+	ANA898	554007
1123145	CD4+	CD4+	ANA41	554008
1123153	CD8-	CD8-	ANA810	554009
1123154	CXCR5-	CXCR5-	ANA78	554009
1123173	CCR6+	CCR6+	ANA36	554012
1123174	CD3+	CD3+	ANA809	554013
1123178	CD3+	CD3+	ANA809	554014
1123187	CD4-	CD4-	ANA41	554016
1123191	HLADR+	HLA-DR+	ANA812	554017
1123198	CD14+	CD14+	ANA804	554020
1123219	CD14+	CD14+	ANA804	554026
1123227	CD14+	CD14+	ANA804	554028
1123242	CD14+	CD14+	ANA804	554032
1123247	CD16+	CD16+	ANA811	554033
1123257	CD16+	CD16+	ANA811	554036
1123264	HLADR+	HLA-DR+	ANA812	554038
1123288	HLADR+	HLA-DR+	ANA812	554044
1123289	CD16+	CD16+	ANA811	554044
1123291	CD14+	CD14+	ANA804	554045
1123308	CD11b+	CD11b+ granulocyte	ANA878	554053
1123312	CD11b-	CD11b- granulocyte	ANA878	554055
1123317	CD3-	CD3-	ANA809	554057
1123318	CD14-	CD14-	ANA804	554057
1123325	CD3-	CD3-	ANA809	554059
1123326	CD14-	CD14-	ANA804	554059
1123327	CD27+	CD27+	ANA40	554059
1123336	CD3-	CD3-	ANA809	554061
1123346	CD19+	CD19+	ANA805	554063
1123347	CD3-	CD3-	ANA809	554063
1123349	CD38+	CD38+	ANA808	554063
1123361	IgD+	IgD+	ANA813	554065
1123365	CD27+	CD27+	ANA40	554066
1123367	CD19+	CD19+	ANA805	554067
1123371	IgD-	IgD-	ANA813	554067
1123378	CD3-	CD3-	ANA809	554069
1123395	IgD+	IgD+	ANA813	554072
1123396	B7-2+	CD86+	ANA868	554072
1123399	CD14-	CD14-	ANA804	554073
1123403	CD19+	CD19+	ANA805	554074
1123405	CD14-	CD14-	ANA804	554074
1123407	IgD-	IgD-	ANA813	554074
1123416	CD14-	CD14-	ANA804	554076
1123455	BDCA2, CD303-	BDCA2-	ANA870	554084
1123461	CD2-	CD2-	ANA860	554085
1123481	B7-2+	CD86+	ANA868	554089
1123492	BDCA1+	CD1c+	ANA895	554091
1123493		Lin1-		554092
1123494	HLADR+	HLA-DR+	ANA812	554092
1123501	HLADR+	HLA-DR+	ANA812	554093
1123504	BDCA3-	BDCA3-	ANA894	554093
1123528		Lin1-		554097
1123552	BDCA3+	BDCA3+	ANA894	554100
1123561	CD40+	CD40+	ANA42	554101
1123567	BDCA1-	CD1c-	ANA895	554102
1123569		Lin1-		554103
1123589	CD4+	CD4+	ANA41	554108
1123593	CD8-	CD8-	ANA810	554109
1123596	CD4+	CD4+	ANA41	554110
1123600	CD4+	CD4+	ANA41	554111
1123603	CD45RA-	CD45RA-	ANA816	554111
1123609	HLADR+	HLA-DR+	ANA812	554112
1123616	CD3+	CD3+	ANA809	554114
1123625	CD8-	CD8-	ANA810	554115
1123628	CXCR3+	CXCR3+	ANA76	554115
1123631	CD3+	CD3+	ANA809	554116
1123632	CD4+	CD4+	ANA41	554116
1123633	CD8-	CD8-	ANA810	554116
1123647	CD4+	CD4+	ANA41	554118
1123649	CXCR5+	CXCR5+	ANA78	554118
1123656	CD8-	CD8-	ANA810	554119
1123667	CXCR3-	CXCR3-	ANA76	554120
1123670	CD4+	CD4+	ANA41	554121
1123674	CXCR3-	CXCR3-	ANA76	554121
1123682	CXCR3-	CXCR3-	ANA76	554122
1123694	CD8-	CD8-	ANA810	554124
1123701	CD4+	CD4+	ANA41	554125
1123709	CD4+	CD4+	ANA41	554126
1123721	CD8-	CD8-	ANA810	554128
1123725	CD3+	CD3+	ANA809	554129
1123738	CCR6-	CCR6-	ANA36	554130
1123739	HLADR+	HLA-DR+	ANA812	554130
1123742	CD8-	CD8-	ANA810	554131
1123746	CCR6-	CCR6-	ANA36	554131
1123747	CD278+	ICOS+	ANA898	554131
1123757	CD8-	CD8-	ANA810	554133
1123768	CXCR3+	CXCR3+	ANA76	554134
1123778	CD3+	CD3+	ANA809	554136
1123779	CD4+	CD4+	ANA41	554136
1123784	CCR6+	CCR6+	ANA36	554136
1123789	CXCR5-	CXCR5-	ANA78	554137
1123792	CCR6+	CCR6+	ANA36	554137
1123795	CD4+	CD4+	ANA41	554138
1123796	CD8-	CD8-	ANA810	554138
1123798	CD45RA-	CD45RA-	ANA816	554138
1123801	CD3+	CD3+	ANA809	554139
1123802	CD4+	CD4+	ANA41	554139
1123810	CD4+	CD4+	ANA41	554140
1123813	CD45RA-	CD45RA-	ANA816	554140
1123822	CD8+	CD8+	ANA810	554142
1123844	CD40+	CD40+	ANA42	554148
1123848	CD14+	CD14+	ANA804	554150
1123849	HLADR+	HLA-DR+	ANA812	554150
1123880	CD11b+	CD11b+	ANA878	554158
1123889	CD14+	CD14+	ANA804	554161
1123890	HLADRhi	HLA-DRhi	ANA812	554161
1123901	CD14+	CD14+	ANA804	554165
1123908	B7-2+	CD86+	ANA868	554166
1123925	CD14+	CD14+	ANA804	554171
1123928	SLAN-	SLAN-	ANA906	554171
1123949	SLAN+	SLAN+	ANA906	554177
1123952	CD16+	CD16+ granulocyte	ANA811	554180
1123966	CD19+	CD19+	ANA805	554185
1123972	CD3-	CD3-	ANA809	554186
1123981	CD20-	CD20-	ANA806	554187
1123986	CD20-	CD20-	ANA806	554188
1123990	CD14-	CD14-	ANA804	554189
1124037	IgD+	IgD+	ANA813	554198
1124041	CD14-	CD14-	ANA804	554199
1124045	CD19+	CD19+	ANA805	554200
1124051	CD19+	CD19+	ANA805	554201
1124053	CD14-	CD14-	ANA804	554201
1124064	CD11c-	CD11c-	ANA814	554203
1124070		Lin1-		554205
1124077	BDCA2, CD303+	BDCA2+	ANA870	554206
1124078	CD11c-	CD11c-	ANA814	554206
1124084	CD40-	CD40-	ANA42	554207
1124088	CD11c-	CD11c-	ANA814	554208
1124095		Lin1-		554210
1124110	HLADR+	HLA-DR+	ANA812	554213
1124112	CD11c+	CD11c+	ANA814	554213
1124116	BDCA2, CD303-	BDCA2-	ANA870	554214
1124126	BDCA2, CD303-	BDCA2-	ANA870	554216
1124135		Lin1-		554218
1124136	HLADR+	HLA-DR+	ANA812	554218
1124143	HLADR+	HLA-DR+	ANA812	554219
1124148	CD2+	CD2+	ANA860	554219
1124153	BDCA3-	BDCA3-	ANA894	554220
1124163		Lin1-		554222
1124174	BDCA3-	BDCA3-	ANA894	554223
1124176	B7-2-	CD86-	ANA868	554223
1124187	BDCA3+	BDCA3+	ANA894	554225
1124188	BDCA1-	CD1c-	ANA895	554225
1124193	CD11c+	CD11c+	ANA814	554226
1124197		Lin1-		554227
1124200	CD11c+	CD11c+	ANA814	554227
1124206	BDCA2, CD303-	BDCA2-	ANA870	554228
1124215	BDCA3+	BDCA3+	ANA894	554229
1124228	CD3+	CD3+	ANA809	554233
1124235	CD8-	CD8-	ANA810	554235
1124239	CD8-	CD8-	ANA810	554236
1124241	CD3+	CD3+	ANA809	554237
1124247	CD4+	CD4+	ANA41	554238
1124259	CD4+	CD4+	ANA41	554240
1124264	CCR6-	CCR6-	ANA36	554240
1124302	CCR6+	CCR6+	ANA36	554245
1124310	CCR6+	CCR6+	ANA36	554246
1124311	CD3+	CD3+	ANA809	554247
1124329	CD8-	CD8-	ANA810	554249
1124331	CD45RA-	CD45RA-	ANA816	554249
1124334	CD3+	CD3+	ANA809	554250
1124342	CD3+	CD3+	ANA809	554251
1124352	CD8-	CD8-	ANA810	554252
1124359	CD45RA-	CD45RA-	ANA816	554253
1124367	CD3+	CD3+	ANA809	554255
1124375	CD4+	CD4+	ANA41	554256
1124397	CD3+	CD3+	ANA809	554259
1124432	CD45RA-	CD45RA-	ANA816	554263
1124436	CD3+	CD3+	ANA809	554264
1124448	CXCR3-	CXCR3-	ANA76	554265
1124465	CCR6+	CCR6+	ANA36	554268
1124503	CD14+	CD14+	ANA804	554280
1124508	HLADR+	HLA-DR+	ANA812	554281
1124519	CD14+	CD14+	ANA804	554284
1124528	HLADR+	HLA-DR+	ANA812	554286
1124543	CD14+	CD14+	ANA804	554291
1124549	CD16+	CD16+	ANA811	554292
1124552	HLADR+	HLA-DR+	ANA812	554293
1124556	HLADR+	HLA-DR+	ANA812	554294
1124557	CD16-	CD16-	ANA811	554294
1124560	HLADR+	HLA-DR+	ANA812	554295
1124565	CD16+	CD16+	ANA811	554296
1124567	CD14+	CD14+	ANA804	554297
1124570	SLAN-	SLAN-	ANA906	554297
1124587	CD14+	CD14+	ANA804	554302
1124588	HLADR+	HLA-DR+	ANA812	554302
1124596	CD62L-	CD62L- granulocyte	ANA712	554307
1124600	CD19+	CD19+	ANA805	554309
1124611	CD27+	CD27+	ANA40	554311
1124615	CD14-	CD14-	ANA804	554312
1124626	CD14-	CD14-	ANA804	554314
1124643	CD14-	CD14-	ANA804	554317
1124663	CD14-	CD14-	ANA804	554321
1124671	CD14-	CD14-	ANA804	554323
1124682	CD3-	CD3-	ANA809	554325
1124683	CD14-	CD14-	ANA804	554325
1124695	CD14-	CD14-	ANA804	554327
1124699	CD3-	CD3-	ANA809	554328
1124712		Lin1-		554331
1124715	CD11c-	CD11c-	ANA814	554331
1124717		Lin1-		554332
1124723	HLADR+	HLA-DR+	ANA812	554333
1124736	B7-2-	CD86-	ANA868	554335
1124737		Lin1-		554336
1124746		Lin1-		554338
1124751		Lin1-		554339
1124767	HLADR+	HLA-DR+	ANA812	554342
1124778	HLADR+	HLA-DR+	ANA812	554344
1124779	BDCA2, CD303-	BDCA2-	ANA870	554344
1124784		Lin1-		554345
1124792	HLADR+	HLA-DR+	ANA812	554346
1124793	BDCA2, CD303-	BDCA2-	ANA870	554346
1124795	BDCA3-	BDCA3-	ANA894	554346
1124817	BDCA1+	CD1c+	ANA895	554349
1124830	BDCA1-	CD1c-	ANA895	554351
1124836	BDCA3+	BDCA3+	ANA894	554352
1124837	BDCA1-	CD1c-	ANA895	554352
1124840	HLADR+	HLA-DR+	ANA812	554353
1124843	BDCA3+	BDCA3+	ANA894	554353
1124846		Lin1-		554354
1124858	BDCA1-	CD1c-	ANA895	554355
1124859	B7-2+	CD86+	ANA868	554355
1124864	BDCA3+	BDCA3+	ANA894	554356
1124881	CD8-	CD8-	ANA810	554362
1124882	CD278+	ICOS+	ANA898	554362
1124891	CXCR5+	CXCR5+	ANA78	554364
1124892	CD45RA-	CD45RA-	ANA816	554364
1124893	HLADR+	HLA-DR+	ANA812	554364
1124897	CXCR5+	CXCR5+	ANA78	554365
1124900	CD3+	CD3+	ANA809	554366
1124909	CD8-	CD8-	ANA810	554367
1124923	CD3+	CD3+	ANA809	554369
1124925	CD8-	CD8-	ANA810	554369
1124928	CXCR3+	CXCR3+	ANA76	554369
1124933	CXCR5+	CXCR5+	ANA78	554370
1124937	HLADR+	HLA-DR+	ANA812	554370
1124945	CD278+	ICOS+	ANA898	554371
1124949	CXCR5+	CXCR5+	ANA78	554372
1124972	CXCR5+	CXCR5+	ANA78	554375
1124977	CD4+	CD4+	ANA41	554376
1124990	CCR6-	CCR6-	ANA36	554377
1124995	CXCR5-	CXCR5-	ANA78	554378
1125011	CD8-	CD8-	ANA810	554381
1125030	CCR6-	CCR6-	ANA36	554383
1125031	CD278+	ICOS+	ANA898	554383
1125034	CD8-	CD8-	ANA810	554384
1125037	CXCR3+	CXCR3+	ANA76	554384
1125041	CD8-	CD8-	ANA810	554385
1125045	CCR6+	CCR6+	ANA36	554385
1125049	CD8-	CD8-	ANA810	554386
1125052	CXCR3+	CXCR3+	ANA76	554386
1125059	CD45RA-	CD45RA-	ANA816	554387
1125060	CXCR3-	CXCR3-	ANA76	554387
1125061	CCR6+	CCR6+	ANA36	554387
1125067	CXCR3-	CXCR3-	ANA76	554388
1125068	CCR6+	CCR6+	ANA36	554388
1125081	CXCR5-	CXCR5-	ANA78	554390
1125092	HLADR+	HLA-DR+	ANA812	554391
1125102	CD4-	CD4-	ANA41	554393
1125104	CD3+	CD3+	ANA809	554394
1125105	CD4-	CD4-	ANA41	554394
1125117	CD4-	CD4-	ANA41	554397
1125118	CD8+	CD8+	ANA810	554397
1125121	CD4-	CD4-	ANA41	554398
1125125	HLADR+	HLA-DR+	ANA812	554399
1125132	CD14+	CD14+	ANA804	554402
1125137	CD16-	CD16-	ANA811	554403
1125145	CD14+	CD14+	ANA804	554406
1125153	CD14+	CD14+	ANA804	554408
1125181	CD16+	CD16+	ANA811	554415
1125182	CD14+	CD14+	ANA804	554416
1125184	CD16-	CD16-	ANA811	554416
1125186	HLADR+	HLA-DR+	ANA812	554417
1125189	CD14+	CD14+	ANA804	554418
1125211	CD16+	CD16+	ANA811	554423
1125235	CD16-	CD16- granulocyte	ANA811	554431
1125241	CD14-	CD14-	ANA804	554434
1125253	CD27+	CD27+	ANA40	554437
1125266	CD19+	CD19+	ANA805	554440
1125269	CD38+	CD38+	ANA808	554440
1125281	CD24+	CD24+	ANA807	554442
1125284	CD3-	CD3-	ANA809	554443
1125290	CD14-	CD14-	ANA804	554444
1125298	CD19+	CD19+	ANA805	554446
1125299	CD3-	CD3-	ANA809	554446
1125303	CD19+	CD19+	ANA805	554447
1125314	CD27-	CD27-	ANA40	554449
1125319	CD14-	CD14-	ANA804	554450
1125325	CD14-	CD14-	ANA804	554451
1125329	CD19+	CD19+	ANA805	554452
1125331	CD14-	CD14-	ANA804	554452
1125345		Lin1-		554455
1125354		Lin1-		554457
1125370	HLADR+	HLA-DR+	ANA812	554460
1125375	HLADR+	HLA-DR+	ANA812	554461
1125404	HLADR+	HLA-DR+	ANA812	554467
1125410	BDCA2, CD303-	BDCA2-	ANA870	554468
1125417	BDCA3-	BDCA3-	ANA894	554469
1125423	BDCA3-	BDCA3-	ANA894	554470
1125431	BDCA1+	CD1c+	ANA895	554471
1125440		Lin1-		554473
1125451	BDCA3-	BDCA3-	ANA894	554474
1125460	B7-2-	CD86-	ANA868	554475
1125464	CD11c+	CD11c+	ANA814	554476
1125465	BDCA3+	BDCA3+	ANA894	554476
1125469	BDCA2, CD303-	BDCA2-	ANA870	554477
1125470	CD11c+	CD11c+	ANA814	554477
1125479	BDCA1-	CD1c-	ANA895	554478
1125483	BDCA2, CD303-	BDCA2-	ANA870	554479
1125503	HLADR+	HLA-DR+	ANA812	554482
1125509	CD3+	CD3+	ANA809	554483
1125512	CD3+	CD3+	ANA809	554485
1125515	CD4+	CD4+	ANA41	554486
1125529	CD45RA-	CD45RA-	ANA816	554489
1125539	CXCR5+	CXCR5+	ANA78	554491
1125543	CD4+	CD4+	ANA41	554492
1125547	CXCR3+	CXCR3+	ANA76	554492
1125551	CD8-	CD8-	ANA810	554493
1125555	CCR6-	CCR6-	ANA36	554493
1125557	CD3+	CD3+	ANA809	554494
1125559	CD8-	CD8-	ANA810	554494
1125573	CD4+	CD4+	ANA41	554496
1125575	CXCR5+	CXCR5+	ANA78	554496
1125592	CD45RA-	CD45RA-	ANA816	554498
1125598	CXCR5+	CXCR5+	ANA78	554499
1125602	HLADR+	HLA-DR+	ANA812	554499
1125612	CD4+	CD4+	ANA41	554501
1125618	CD3+	CD3+	ANA809	554502
1125619	CD4+	CD4+	ANA41	554502
1125623	CXCR3-	CXCR3-	ANA76	554502
1125627	CD4+	CD4+	ANA41	554503
1125634	CD3+	CD3+	ANA809	554504
1125636	CD8-	CD8-	ANA810	554504
1125644	HLADR+	HLA-DR+	ANA812	554505
1125682	CD4+	CD4+	ANA41	554511
1125686	CXCR3+	CXCR3+	ANA76	554511
1125689	CD3+	CD3+	ANA809	554512
1125692	CXCR5-	CXCR5-	ANA78	554512
1125704	CD3+	CD3+	ANA809	554514
1125706	CD8-	CD8-	ANA810	554514
1125708	CD45RA-	CD45RA-	ANA816	554514
1125710	CCR6+	CCR6+	ANA36	554514
1125717	CXCR3-	CXCR3-	ANA76	554515
1125730	CXCR5-	CXCR5-	ANA78	554517
1125732	CXCR3-	CXCR3-	ANA76	554517
1125740	CXCR3-	CXCR3-	ANA76	554518
1125755	CD4-	CD4-	ANA41	554522
1125756	CD8+	CD8+	ANA810	554522
1125773	CD16+	CD16+	ANA811	554527
1125787	CD14+	CD14+	ANA804	554532
1125793	CD16+	CD16+	ANA811	554533
1125795	CD14+	CD14+	ANA804	554534
1125796	HLADR+	HLA-DR+	ANA812	554534
1125797	CD16-	CD16-	ANA811	554534
1125808	HLADR+	HLA-DR+	ANA812	554537
1125825	HLADRlo	HLA-DRlo	ANA812	554542
1125826	CD16-	CD16-	ANA811	554542
1125827	CD14+	CD14+	ANA804	554543
1125830	B7-2+	CD86+	ANA868	554543
1125842	B7-2-	CD86-	ANA868	554546
1125844	HLADR+	HLA-DR+	ANA812	554547
1125848	HLADR+	HLA-DR+	ANA812	554548
1125860	HLADR+	HLA-DR+	ANA812	554551
1125879	CD16+	CD16+	ANA811	554559
1125884	CD19+	CD19+	ANA805	554561
1125885	CD3-	CD3-	ANA809	554561
1125902	B7-2+	CD86+	ANA868	554564
1125903	CD19+	CD19+	ANA805	554565
1125918	CD24+	CD24+	ANA807	554567
1125930	CD19+	CD19+	ANA805	554570
1125932	CD14-	CD14-	ANA804	554570
1125939	IgD-	IgD-	ANA813	554571
1125947	CD14-	CD14-	ANA804	554573
1125953	CD19+	CD19+	ANA805	554575
1125954	CD3-	CD3-	ANA809	554575
1125959	CD19+	CD19+	ANA805	554576
1125964	B7-2+	CD86+	ANA868	554576
1125969	IgD-	IgD-	ANA813	554577
1125975	IgD-	IgD-	ANA813	554578
1125976	B7-2+	CD86+	ANA868	554578
1125978	CD3-	CD3-	ANA809	554579
1125984	CD14-	CD14-	ANA804	554580
1125993	BDCA2, CD303+	BDCA2+	ANA870	554582
1125998	BDCA2, CD303+	BDCA2+	ANA870	554583
1126015	B7-2+	CD86+	ANA868	554586
1126016		Lin1-		554587
1126023	BDCA2, CD303-	BDCA2-	ANA870	554588
1126042	BDCA2, CD303-	BDCA2-	ANA870	554592
1126044	CD40-	CD40-	ANA42	554592
1126045		Lin1-		554593
1126081	CD40+	CD40+	ANA42	554598
1126082		Lin1-		554599
1126086	BDCA3-	BDCA3-	ANA894	554599
1126090	HLADR+	HLA-DR+	ANA812	554600
1126093	BDCA3-	BDCA3-	ANA894	554600
1126096		Lin1-		554601
1126105	BDCA2, CD303-	BDCA2-	ANA870	554602
1126106	CD11c+	CD11c+	ANA814	554602
1126108	BDCA1-	CD1c-	ANA895	554602
1126112	CD11c+	CD11c+	ANA814	554603
1126123		Lin1-		554605
1126135	BDCA1-	CD1c-	ANA895	554606
1126142	BDCA1-	CD1c-	ANA895	554607
1126144		Lin1-		554608
1126149	BDCA1-	CD1c-	ANA895	554608
1126153	HLADR+	HLA-DR+	ANA812	554610
1126156	CD3+	CD3+	ANA809	554612
1126160	CD4+	CD4+	ANA41	554613
1126161	CD8-	CD8-	ANA810	554613
1126164	CD4+	CD4+	ANA41	554614
1126166	CD278+	ICOS+	ANA898	554614
1126178	CD3+	CD3+	ANA809	554617
1126180	CD8-	CD8-	ANA810	554617
1126183	CD278+	ICOS+	ANA898	554617
1126185	CD4+	CD4+	ANA41	554618
1126189	CXCR3+	CXCR3+	ANA76	554618
1126204	CXCR3+	CXCR3+	ANA76	554620
1126205	CCR6-	CCR6-	ANA36	554620
1126207	CD3+	CD3+	ANA809	554621
1126211	CD45RA-	CD45RA-	ANA816	554621
1126219	CXCR3+	CXCR3+	ANA76	554622
1126220	CCR6+	CCR6+	ANA36	554622
1126224	CD8-	CD8-	ANA810	554623
1126237	CD3+	CD3+	ANA809	554625
1126244	HLADR+	HLA-DR+	ANA812	554625
1126255	CD8-	CD8-	ANA810	554627
1126256	CXCR5+	CXCR5+	ANA78	554627
1126257	CD45RA-	CD45RA-	ANA816	554627
1126258	CXCR3-	CXCR3-	ANA76	554627
1126259	CCR6-	CCR6-	ANA36	554627
1126266	CCR6-	CCR6-	ANA36	554628
1126267	HLADR+	HLA-DR+	ANA812	554628
1126272	CD45RA-	CD45RA-	ANA816	554629
1126281	CD3+	CD3+	ANA809	554631
1126299	CCR6-	CCR6-	ANA36	554633
1126302	CD8-	CD8-	ANA810	554634
1126313	CXCR3+	CXCR3+	ANA76	554635
1126316	CD3+	CD3+	ANA809	554636
1126323	CD3+	CD3+	ANA809	554637
1126328	CXCR3+	CXCR3+	ANA76	554637
1126329	CCR6+	CCR6+	ANA36	554637
1126333	CD8-	CD8-	ANA810	554638
1126337	CCR6+	CCR6+	ANA36	554638
1126349	CXCR5-	CXCR5-	ANA78	554640
1126353	HLADR+	HLA-DR+	ANA812	554640
1126355	CD4+	CD4+	ANA41	554641
1126377	CD3+	CD3+	ANA809	554644
1126378	CD4+	CD4+	ANA41	554644
1126381	CD45RA-	CD45RA-	ANA816	554644
1126397	CD4-	CD4-	ANA41	554648
1126406	CD8+	CD8+	ANA810	554650
1126408	CD14+	CD14+	ANA804	554651
1126409	HLADR+	HLA-DR+	ANA812	554651
1126410	CD14+	CD14+	ANA804	554652
1126420	HLADR+	HLA-DR+	ANA812	554655
1126445	CD14+	CD14+	ANA804	554662
1126453	CD14+	CD14+	ANA804	554664
1126457	CD14+	CD14+	ANA804	554665
1126465	CD16+	CD16+	ANA811	554667
1126466	CD14+	CD14+	ANA804	554668
1126467	HLADRlo	HLA-DRlo	ANA812	554668
1126472	B7-2+	CD86+	ANA868	554669
1126473	CD14+	CD14+	ANA804	554670
1126476	B7-2+	CD86+	ANA868	554670
1126484	B7-2-	CD86-	ANA868	554672
