EXPSAMPLE_ACCESSION	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	WORKSPACE_ID
ES787778		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787785		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787796		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787801		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787714		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787730		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787732		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787745		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787750		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787668		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787679		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787686		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787692		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787700		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES789566		EXP13709		FCM	Parsed	2799
ES789568		EXP13709		FCM	Parsed	2799
ES789280		EXP13709		FCM	Parsed	2799
ES789258		EXP13709		OTHER	Not_Parsed	2799
ES789269		EXP13709		FCM	Parsed	2799
ES789342		EXP13709		FCM	Parsed	2799
ES789344		EXP13709		FCM	Parsed	2799
ES789359		EXP13709		FCM	Parsed	2799
ES789485		EXP13709		FCM	Parsed	2799
ES789488		EXP13709		FCM	Parsed	2799
ES789583		EXP13709		FCM	Parsed	2799
ES789585		EXP13709		FCM	Parsed	2799
ES789591		EXP13709		FCM	Parsed	2799
ES789554		EXP13709		FCM	Parsed	2799
ES789241		EXP13709		OTHER	Not_Parsed	2799
ES789250		EXP13709		FCM	Parsed	2799
ES789339		EXP13709		FCM	Parsed	2799
ES789309		EXP13709		FCM	Parsed	2799
ES789452		EXP13709		FCM	Parsed	2799
ES789453		EXP13709		FCM	Parsed	2799
ES789529		EXP13709		FCM	Parsed	2799
ES789430		EXP13709		FCM	Parsed	2799
ES789439		EXP13709		FCM	Parsed	2799
ES789440		EXP13709		FCM	Parsed	2799
ES789442		EXP13709		FCM	Parsed	2799
ES789604		EXP13709		FCM	Parsed	2799
ES789521		EXP13709		FCM	Parsed	2799
ES789543		EXP13709		FCM	Parsed	2799
ES789547		EXP13709		FCM	Parsed	2799
ES787841		EXP13710		OTHER	Not_Parsed	2799
ES787843		EXP13710		OTHER	Not_Parsed	2799
ES787845		EXP13710		OTHER	Not_Parsed	2799
ES787846		EXP13710		OTHER	Not_Parsed	2799
ES787847		EXP13710		OTHER	Not_Parsed	2799
ES787850		EXP13710		OTHER	Not_Parsed	2799
ES787860		EXP13710		OTHER	Not_Parsed	2799
ES787868		EXP13710		OTHER	Not_Parsed	2799
ES787875		EXP13710		OTHER	Not_Parsed	2799
ES787825		EXP13710		OTHER	Not_Parsed	2799
ES787614		EXP13711		HAI	Parsed	2799
ES787616		EXP13711		HAI	Parsed	2799
ES787622		EXP13711		HAI	Parsed	2799
ES787630		EXP13711		HAI	Parsed	2799
ES787635		EXP13711		HAI	Parsed	2799
ES787648		EXP13711		HAI	Parsed	2799
ES787652		EXP13711		HAI	Parsed	2799
ES787565		EXP13711		HAI	Parsed	2799
ES787569		EXP13711		HAI	Parsed	2799
ES787572		EXP13711		HAI	Parsed	2799
ES787578		EXP13711		HAI	Parsed	2799
ES787584		EXP13711		HAI	Parsed	2799
ES787587		EXP13711		HAI	Parsed	2799
ES787590		EXP13711		HAI	Parsed	2799
ES787596		EXP13711		HAI	Parsed	2799
ES787604		EXP13711		HAI	Parsed	2799
ES787521		EXP13711		HAI	Parsed	2799
ES787525		EXP13711		HAI	Parsed	2799
ES787528		EXP13711		HAI	Parsed	2799
ES787534		EXP13711		HAI	Parsed	2799
ES787535		EXP13711		HAI	Parsed	2799
ES787540		EXP13711		HAI	Parsed	2799
ES787549		EXP13711		HAI	Parsed	2799
ES787559		EXP13711		HAI	Parsed	2799
ES787807		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787757		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787774		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787777		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787795		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787708		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787718		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787723		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787734		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787744		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787754		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787665		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787680		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787695		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787702		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES789271		EXP13709		FCM	Parsed	2799
ES789274		EXP13709		FCM	Parsed	2799
ES789377		EXP13709		FCM	Parsed	2799
ES789383		EXP13709		FCM	Parsed	2799
ES789385		EXP13709		FCM	Parsed	2799
ES789571		EXP13709		FCM	Parsed	2799
ES789282		EXP13709		FCM	Parsed	2799
ES789597		EXP13709		FCM	Parsed	2799
ES789257		EXP13709		FCM	Parsed	2799
ES789262		EXP13709		FCM	Parsed	2799
ES789266		EXP13709		FCM	Parsed	2799
ES789481		EXP13709		FCM	Parsed	2799
ES789557		EXP13709		FCM	Parsed	2799
ES789559		EXP13709		FCM	Parsed	2799
ES789350		EXP13709		FCM	Parsed	2799
ES789357		EXP13709		FCM	Parsed	2799
ES789317		EXP13709		FCM	Parsed	2799
ES789318		EXP13709		FCM	Parsed	2799
ES789319		EXP13709		FCM	Parsed	2799
ES789484		EXP13709		FCM	Parsed	2799
ES789487		EXP13709		FCM	Parsed	2799
ES789580		EXP13709		FCM	Parsed	2799
ES789590		EXP13709		FCM	Parsed	2799
ES789601		EXP13709		FCM	Parsed	2799
ES789550		EXP13709		FCM	Parsed	2799
ES789242		EXP13709		FCM	Parsed	2799
ES789246		EXP13709		OTHER	Not_Parsed	2799
ES789251		EXP13709		OTHER	Not_Parsed	2799
ES789416		EXP13709		FCM	Parsed	2799
ES789414		EXP13709		FCM	Parsed	2799
ES789333		EXP13709		FCM	Parsed	2799
ES789334		EXP13709		FCM	Parsed	2799
ES789302		EXP13709		FCM	Parsed	2799
ES789455		EXP13709		FCM	Parsed	2799
ES789525		EXP13709		FCM	Parsed	2799
ES789535		EXP13709		FCM	Parsed	2799
ES789231		EXP13709		FCM	Parsed	2799
ES789443		EXP13709		FCM	Parsed	2799
ES789606		EXP13709		FCM	Parsed	2799
ES789607		EXP13709		FCM	Parsed	2799
ES789516		EXP13709		FCM	Parsed	2799
ES789523		EXP13709		FCM	Parsed	2799
ES787834		EXP13710		OTHER	Not_Parsed	2799
ES787839		EXP13710		OTHER	Not_Parsed	2799
ES787842		EXP13710		OTHER	Not_Parsed	2799
ES787862		EXP13710		OTHER	Not_Parsed	2799
ES787872		EXP13710		OTHER	Not_Parsed	2799
ES787626		EXP13711		HAI	Parsed	2799
ES787627		EXP13711		HAI	Parsed	2799
ES787634		EXP13711		HAI	Parsed	2799
ES787644		EXP13711		HAI	Parsed	2799
ES787646		EXP13711		HAI	Parsed	2799
ES787567		EXP13711		HAI	Parsed	2799
ES787577		EXP13711		HAI	Parsed	2799
ES787582		EXP13711		HAI	Parsed	2799
ES787600		EXP13711		HAI	Parsed	2799
ES787602		EXP13711		HAI	Parsed	2799
ES787538		EXP13711		HAI	Parsed	2799
ES787512		EXP13711		HAI	Parsed	2799
ES787519		EXP13711		HAI	Parsed	2799
ES787811		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787759		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787762		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787772		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787794		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787713		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787720		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787752		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787753		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787672		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787678		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787681		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787691		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787694		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787701		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES789270		EXP13709		FCM	Parsed	2799
ES789376		EXP13709		FCM	Parsed	2799
ES789381		EXP13709		FCM	Parsed	2799
ES789577		EXP13709		FCM	Parsed	2799
ES789279		EXP13709		FCM	Parsed	2799
ES789596		EXP13709		FCM	Parsed	2799
ES789578		EXP13709		FCM	Parsed	2799
ES789259		EXP13709		FCM	Parsed	2799
ES789459		EXP13709		FCM	Parsed	2799
ES789471		EXP13709		FCM	Parsed	2799
ES789480		EXP13709		FCM	Parsed	2799
ES789483		EXP13709		FCM	Parsed	2799
ES789316		EXP13709		FCM	Parsed	2799
ES789491		EXP13709		FCM	Parsed	2799
ES789581		EXP13709		FCM	Parsed	2799
ES789586		EXP13709		FCM	Parsed	2799
ES789548		EXP13709		FCM	Parsed	2799
ES789549		EXP13709		FCM	Parsed	2799
ES789551		EXP13709		FCM	Parsed	2799
ES789391		EXP13709		FCM	Parsed	2799
ES789394		EXP13709		FCM	Parsed	2799
ES789445		EXP13709		FCM	Parsed	2799
ES789407		EXP13709		FCM	Parsed	2799
ES789296		EXP13709		FCM	Parsed	2799
ES789456		EXP13709		FCM	Parsed	2799
ES789530		EXP13709		FCM	Parsed	2799
ES789532		EXP13709		FCM	Parsed	2799
ES789593		EXP13709		FCM	Parsed	2799
ES789237		EXP13709		FCM	Parsed	2799
ES789438		EXP13709		FCM	Parsed	2799
ES789441		EXP13709		FCM	Parsed	2799
ES789518		EXP13709		FCM	Parsed	2799
ES789522		EXP13709		FCM	Parsed	2799
ES789540		EXP13709		FCM	Parsed	2799
ES787888		EXP13710		OTHER	Not_Parsed	2799
ES787840		EXP13710		OTHER	Not_Parsed	2799
ES787848		EXP13710		OTHER	Not_Parsed	2799
ES787870		EXP13710		OTHER	Not_Parsed	2799
ES787828		EXP13710		OTHER	Not_Parsed	2799
ES787623		EXP13711		HAI	Parsed	2799
ES787632		EXP13711		HAI	Parsed	2799
ES787640		EXP13711		HAI	Parsed	2799
ES787649		EXP13711		HAI	Parsed	2799
ES787653		EXP13711		HAI	Parsed	2799
ES787656		EXP13711		HAI	Parsed	2799
ES787573		EXP13711		HAI	Parsed	2799
ES787581		EXP13711		HAI	Parsed	2799
ES787585		EXP13711		HAI	Parsed	2799
ES787591		EXP13711		HAI	Parsed	2799
ES787592		EXP13711		HAI	Parsed	2799
ES787597		EXP13711		HAI	Parsed	2799
ES787599		EXP13711		HAI	Parsed	2799
ES787541		EXP13711		HAI	Parsed	2799
ES787544		EXP13711		HAI	Parsed	2799
ES787813		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787816		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787769		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787773		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787781		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787719		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787722		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787726		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787751		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787669		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787671		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787675		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787682		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787685		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787688		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787696		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787705		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787707		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES789273		EXP13709		OTHER	Not_Parsed	2799
ES789576		EXP13709		FCM	Parsed	2799
ES789599		EXP13709		FCM	Parsed	2799
ES789260		EXP13709		FCM	Parsed	2799
ES789267		EXP13709		FCM	Parsed	2799
ES789469		EXP13709		FCM	Parsed	2799
ES789472		EXP13709		FCM	Parsed	2799
ES789486		EXP13709		FCM	Parsed	2799
ES789589		EXP13709		FCM	Parsed	2799
ES789600		EXP13709		FCM	Parsed	2799
ES789553		EXP13709		FCM	Parsed	2799
ES789418		EXP13709		FCM	Parsed	2799
ES789422		EXP13709		FCM	Parsed	2799
ES789444		EXP13709		FCM	Parsed	2799
ES789413		EXP13709		FCM	Parsed	2799
ES789336		EXP13709		FCM	Parsed	2799
ES789297		EXP13709		FCM	Parsed	2799
ES789300		EXP13709		FCM	Parsed	2799
ES789301		EXP13709		FCM	Parsed	2799
ES789304		EXP13709		FCM	Parsed	2799
ES789310		EXP13709		FCM	Parsed	2799
ES789533		EXP13709		FCM	Parsed	2799
ES789538		EXP13709		FCM	Parsed	2799
ES789594		EXP13709		FCM	Parsed	2799
ES789517		EXP13709		FCM	Parsed	2799
ES789542		EXP13709		FCM	Parsed	2799
ES787883		EXP13710		OTHER	Not_Parsed	2799
ES787884		EXP13710		OTHER	Not_Parsed	2799
ES787886		EXP13710		OTHER	Not_Parsed	2799
ES787832		EXP13710		OTHER	Not_Parsed	2799
ES787835		EXP13710		OTHER	Not_Parsed	2799
ES787836		EXP13710		OTHER	Not_Parsed	2799
ES787855		EXP13710		OTHER	Not_Parsed	2799
ES787858		EXP13710		OTHER	Not_Parsed	2799
ES787873		EXP13710		OTHER	Not_Parsed	2799
ES787880		EXP13710		OTHER	Not_Parsed	2799
ES787818		EXP13710		OTHER	Not_Parsed	2799
ES787823		EXP13710		OTHER	Not_Parsed	2799
ES787824		EXP13710		OTHER	Not_Parsed	2799
ES787613		EXP13711		HAI	Parsed	2799
ES787615		EXP13711		HAI	Parsed	2799
ES787619		EXP13711		HAI	Parsed	2799
ES787628		EXP13711		HAI	Parsed	2799
ES787629		EXP13711		HAI	Parsed	2799
ES787638		EXP13711		HAI	Parsed	2799
ES787639		EXP13711		HAI	Parsed	2799
ES787643		EXP13711		HAI	Parsed	2799
ES787645		EXP13711		HAI	Parsed	2799
ES787650		EXP13711		HAI	Parsed	2799
ES787654		EXP13711		HAI	Parsed	2799
ES787657		EXP13711		HAI	Parsed	2799
ES787566		EXP13711		HAI	Parsed	2799
ES787575		EXP13711		HAI	Parsed	2799
ES787580		EXP13711		HAI	Parsed	2799
ES787586		EXP13711		HAI	Parsed	2799
ES787595		EXP13711		HAI	Parsed	2799
ES787598		EXP13711		HAI	Parsed	2799
ES787608		EXP13711		HAI	Parsed	2799
ES787527		EXP13711		HAI	Parsed	2799
ES787536		EXP13711		HAI	Parsed	2799
ES787553		EXP13711		HAI	Parsed	2799
ES787560		EXP13711		HAI	Parsed	2799
ES787561		EXP13711		HAI	Parsed	2799
ES787562		EXP13711		HAI	Parsed	2799
ES787660		EXP13711		HAI	Parsed	2799
ES787661		EXP13711		HAI	Parsed	2799
ES787513		EXP13711		HAI	Parsed	2799
ES787518		EXP13711		HAI	Parsed	2799
ES787805		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787809		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787817		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787763		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787764		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787767		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787775		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787791		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787797		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787799		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787802		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787735		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787740		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787742		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787747		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787667		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787677		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787689		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787698		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787699		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787703		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787706		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES789378		EXP13709		FCM	Parsed	2799
ES789570		EXP13709		FCM	Parsed	2799
ES789283		EXP13709		FCM	Parsed	2799
ES789261		EXP13709		FCM	Parsed	2799
ES789265		EXP13709		FCM	Parsed	2799
ES789457		EXP13709		FCM	Parsed	2799
ES789458		EXP13709		FCM	Parsed	2799
ES789468		EXP13709		FCM	Parsed	2799
ES789346		EXP13709		FCM	Parsed	2799
ES789347		EXP13709		FCM	Parsed	2799
ES789348		EXP13709		FCM	Parsed	2799
ES789351		EXP13709		FCM	Parsed	2799
ES789356		EXP13709		FCM	Parsed	2799
ES789490		EXP13709		FCM	Parsed	2799
ES789582		EXP13709		FCM	Parsed	2799
ES789584		EXP13709		FCM	Parsed	2799
ES789603		EXP13709		FCM	Parsed	2799
ES789244		EXP13709		FCM	Parsed	2799
ES789245		EXP13709		FCM	Parsed	2799
ES789249		EXP13709		FCM	Parsed	2799
ES789252		EXP13709		FCM	Parsed	2799
ES789393		EXP13709		FCM	Parsed	2799
ES789446		EXP13709		FCM	Parsed	2799
ES789406		EXP13709		FCM	Parsed	2799
ES789408		EXP13709		FCM	Parsed	2799
ES789298		EXP13709		FCM	Parsed	2799
ES789303		EXP13709		FCM	Parsed	2799
ES789307		EXP13709		FCM	Parsed	2799
ES789314		EXP13709		FCM	Parsed	2799
ES789539		EXP13709		FCM	Parsed	2799
ES789595		EXP13709		FCM	Parsed	2799
ES789233		EXP13709		FCM	Parsed	2799
ES789605		EXP13709		FCM	Parsed	2799
ES789519		EXP13709		FCM	Parsed	2799
ES789541		EXP13709		FCM	Parsed	2799
ES789544		EXP13709		FCM	Parsed	2799
ES789545		EXP13709		FCM	Parsed	2799
ES787833		EXP13710		OTHER	Not_Parsed	2799
ES787849		EXP13710		OTHER	Not_Parsed	2799
ES787853		EXP13710		OTHER	Not_Parsed	2799
ES787822		EXP13710		OTHER	Not_Parsed	2799
ES787826		EXP13710		OTHER	Not_Parsed	2799
ES787618		EXP13711		HAI	Parsed	2799
ES787620		EXP13711		HAI	Parsed	2799
ES787637		EXP13711		HAI	Parsed	2799
ES787641		EXP13711		HAI	Parsed	2799
ES787651		EXP13711		HAI	Parsed	2799
ES787564		EXP13711		HAI	Parsed	2799
ES787583		EXP13711		HAI	Parsed	2799
ES787606		EXP13711		HAI	Parsed	2799
ES787543		EXP13711		HAI	Parsed	2799
ES787548		EXP13711		HAI	Parsed	2799
ES787554		EXP13711		HAI	Parsed	2799
ES787557		EXP13711		HAI	Parsed	2799
ES787558		EXP13711		HAI	Parsed	2799
ES787563		EXP13711		HAI	Parsed	2799
ES787662		EXP13711		HAI	Parsed	2799
ES787514		EXP13711		HAI	Parsed	2799
ES787806		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787808		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787810		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787815		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787760		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787765		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787768		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787779		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787783		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787788		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787792		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787798		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787803		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787709		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787712		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787717		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787728		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787729		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787731		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787733		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787736		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787739		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787748		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787749		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787674		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787683		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787684		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES787687		EXP13712		VIRUS NEUTRALIZATION	Parsed	2799
ES789277		EXP13709		FCM	Parsed	2799
ES789379		EXP13709		FCM	Parsed	2799
ES789567		EXP13709		FCM	Parsed	2799
ES789598		EXP13709		FCM	Parsed	2799
ES789579		EXP13709		FCM	Parsed	2799
ES789556		EXP13709		FCM	Parsed	2799
ES789558		EXP13709		FCM	Parsed	2799
ES789343		EXP13709		FCM	Parsed	2799
ES789255		EXP13709		FCM	Parsed	2799
ES789243		EXP13709		FCM	Parsed	2799
ES789247		EXP13709		FCM	Parsed	2799
ES789389		EXP13709		FCM	Parsed	2799
ES789395		EXP13709		FCM	Parsed	2799
ES789420		EXP13709		FCM	Parsed	2799
ES789425		EXP13709		FCM	Parsed	2799
ES789427		EXP13709		FCM	Parsed	2799
ES789447		EXP13709		FCM	Parsed	2799
ES789404		EXP13709		FCM	Parsed	2799
ES789409		EXP13709		FCM	Parsed	2799
ES789412		EXP13709		FCM	Parsed	2799
ES789415		EXP13709		FCM	Parsed	2799
ES789299		EXP13709		FCM	Parsed	2799
ES789313		EXP13709		FCM	Parsed	2799
ES789315		EXP13709		FCM	Parsed	2799
ES789450		EXP13709		FCM	Parsed	2799
ES789528		EXP13709		FCM	Parsed	2799
ES789531		EXP13709		FCM	Parsed	2799
ES789428		EXP13709		FCM	Parsed	2799
ES789432		EXP13709		FCM	Parsed	2799
ES787882		EXP13710		OTHER	Not_Parsed	2799
ES787885		EXP13710		OTHER	Not_Parsed	2799
ES787852		EXP13710		OTHER	Not_Parsed	2799
ES787854		EXP13710		OTHER	Not_Parsed	2799
ES787856		EXP13710		OTHER	Not_Parsed	2799
ES787863		EXP13710		OTHER	Not_Parsed	2799
ES787865		EXP13710		OTHER	Not_Parsed	2799
ES787871		EXP13710		OTHER	Not_Parsed	2799
ES787874		EXP13710		OTHER	Not_Parsed	2799
ES787878		EXP13710		OTHER	Not_Parsed	2799
ES787624		EXP13711		HAI	Parsed	2799
ES787633		EXP13711		HAI	Parsed	2799
ES787571		EXP13711		HAI	Parsed	2799
ES787574		EXP13711		HAI	Parsed	2799
ES787579		EXP13711		HAI	Parsed	2799
ES787601		EXP13711		HAI	Parsed	2799
ES787607		EXP13711		HAI	Parsed	2799
