BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION
BS750373	ES832715
BS750374	ES832721
BS750375	ES832727
BS750375	ES832729
BS750375	ES832732
BS750376	ES832733
BS750376	ES832740
BS750379	ES832760
BS750379	ES832762
BS750377	ES832742
BS750378	ES832751
BS750378	ES832754
BS750381	ES832773
BS750381	ES832776
BS750382	ES832783
BS750389	ES832840
BS750392	ES832864
BS750394	ES832880
BS750395	ES832890
BS750398	ES832916
BS750400	ES832925
BS750400	ES832926
BS750401	ES832934
BS750401	ES832935
BS750402	ES832942
BS750403	ES832953
BS750404	ES832957
BS750405	ES832968
BS750405	ES832969
BS750411	ES833064
BS750412	ES833070
BS750414	ES833086
BS750414	ES833090
BS750415	ES833095
BS750416	ES832982
BS750416	ES832996
BS750416	ES833003
BS750416	ES833008
BS750416	ES833011
BS750329	ES824173
BS750330	ES824180
BS750330	ES824183
BS750338	ES824235
BS750338	ES824242
BS750338	ES824246
BS750299	ES823968
BS750301	ES823980
BS750301	ES823982
BS750308	ES824030
BS750309	ES824037
BS750309	ES824038
BS750311	ES824046
BS750312	ES824056
BS750315	ES824074
BS750315	ES824076
BS750315	ES824080
BS750316	ES824083
BS750320	ES824109
BS750320	ES824112
BS750321	ES824118
BS750321	ES824119
BS750321	ES824120
BS750322	ES824128
BS750336	ES824225
BS750324	ES824140
BS750328	ES824168
BS750328	ES824171
BS750261	ES823698
BS750262	ES823703
BS750262	ES823709
BS750263	ES823713
BS750263	ES823715
BS750264	ES823719
BS750266	ES823732
BS750267	ES823739
BS750267	ES823741
BS750267	ES823742
BS750269	ES823755
BS750270	ES823761
BS750271	ES823771
BS750275	ES823798
BS750276	ES823801
BS750277	ES823809
BS750277	ES823811
BS750278	ES823816
BS750283	ES823850
BS750285	ES823867
BS750285	ES823870
BS750287	ES823878
BS750287	ES823879
BS750293	ES823920
BS750293	ES823926
BS750294	ES823927
BS750295	ES823934
BS750295	ES823940
BS680729	ES718743
BS680730	ES718744
BS680739	ES718753
BS680698	ES718712
BS680704	ES718718
BS741162	ES805541
BS741163	ES805544
BS741193	ES805166
BS741194	ES805171
BS741194	ES805172
BS741197	ES805189
BS741197	ES805190
BS741198	ES805195
BS741199	ES805202
BS741202	ES805220
BS741172	ES805568
BS741173	ES805569
BS741175	ES805579
BS741127	ES805449
BS741127	ES805450
BS741130	ES805455
BS741131	ES805458
BS741136	ES805475
BS741216	ES805303
BS741218	ES805316
BS741219	ES805322
BS741224	ES805352
BS741225	ES805357
BS741145	ES805500
BS741148	ES805503
BS741148	ES805507
BS741188	ES805132
BS741150	ES805510
BS741154	ES805520
BS741154	ES805523
BS741155	ES805522
BS741159	ES805533
BS741177	ES805582
BS741179	ES805586
BS721545	ES790506
BS721546	ES790507
BS721559	ES790520
BS721565	ES790526
BS721571	ES790532
BS721526	ES790487
BS721529	ES790490
BS721533	ES790494
BS721534	ES790495
BS721537	ES790498
BS721540	ES790501
BS741232	ES805401
BS741237	ES805430
BS736755	ES805096
BS736771	ES799320
BS736773	ES799322
BS736779	ES805163
BS736780	ES805167
BS736782	ES805174
BS736785	ES799334
BS736786	ES805185
BS736788	ES799337
BS736789	ES799338
BS736790	ES799339
BS736793	ES805205
BS736797	ES805218
BS736797	ES799346
BS736799	ES805224
BS736800	ES805228
BS736803	ES805236
BS736805	ES805241
BS736806	ES799355
BS736811	ES805260
BS736812	ES805264
BS736814	ES805269
BS736820	ES805288
BS736824	ES805300
BS736824	ES799373
BS736825	ES799374
BS736829	ES805314
BS736833	ES805326
BS736834	ES799383
BS736837	ES805338
BS736839	ES799388
BS736841	ES805349
BS736847	ES805367
BS736848	ES805371
BS736851	ES799400
BS736855	ES805392
BS736858	ES805398
BS736860	ES799409
BS736861	ES805409
BS736863	ES805416
BS736866	ES805425
BS736867	ES799416
BS750339	ES832443
BS750339	ES832444
BS750340	ES832451
BS750341	ES832457
BS750342	ES832465
BS750343	ES832469
BS750343	ES832471
BS750343	ES832473
BS750344	ES832478
BS750345	ES832488
BS750347	ES832508
BS750348	ES832512
BS750349	ES832520
BS750350	ES832526
BS750351	ES832535
BS750352	ES832543
BS750352	ES832546
BS750353	ES832552
BS750354	ES832563
BS750355	ES832571
BS750355	ES832572
BS750361	ES832615
BS750362	ES832627
BS750363	ES832629
BS750366	ES832658
BS750368	ES832672
BS750371	ES832694
BS750371	ES832695
BS750372	ES832704
BS750372	ES832708
BS750374	ES832719
BS750379	ES832758
BS750379	ES832764
BS750377	ES832744
BS750381	ES832777
BS750382	ES832787
BS750382	ES832788
BS750384	ES832798
BS750387	ES832825
BS750388	ES832832
BS750389	ES832839
BS750389	ES832841
BS750389	ES832842
BS750394	ES832881
BS750395	ES832888
BS750395	ES832886
BS750397	ES832903
BS750398	ES832912
BS750398	ES832914
BS750399	ES832921
BS750400	ES832930
BS750409	ES833048
BS750410	ES833060
BS750412	ES833069
BS750412	ES833074
BS750414	ES833085
BS750414	ES833088
BS750416	ES832976
BS750416	ES833013
BS750330	ES824179
BS750331	ES824188
BS750331	ES824190
BS750332	ES824194
BS750332	ES824196
BS750333	ES824203
BS750334	ES824213
BS750335	ES824218
BS750337	ES824234
BS750338	ES824239
BS750300	ES823970
BS750300	ES823972
BS750302	ES823988
BS750303	ES823990
BS750303	ES823991
BS750303	ES823994
BS750305	ES824008
BS750306	ES824012
BS750312	ES824057
BS750314	ES824072
BS750315	ES824075
BS750315	ES824079
BS750316	ES824086
BS750317	ES824088
BS750317	ES824089
BS750318	ES824095
BS750318	ES824101
BS750320	ES824110
BS750320	ES824113
BS750320	ES824114
BS750321	ES824116
BS750321	ES824117
BS750323	ES824130
BS750323	ES824132
BS750324	ES824141
BS750328	ES824165
BS750328	ES824169
BS750261	ES823696
BS750262	ES823705
BS750263	ES823710
BS750263	ES823711
BS750264	ES823717
BS750265	ES823724
BS750265	ES823726
BS750265	ES823728
BS750265	ES823730
BS750268	ES823745
BS750269	ES823756
BS750269	ES823757
BS750273	ES823780
BS750273	ES823784
BS750275	ES823796
BS750276	ES823804
BS750277	ES823813
BS750279	ES823823
BS750280	ES823834
BS750280	ES823835
BS750281	ES823840
BS750282	ES823845
BS750283	ES823855
BS750284	ES823862
BS750286	ES823875
BS750287	ES823880
BS750287	ES823881
BS750289	ES823893
BS750289	ES823897
BS750290	ES823900
BS750290	ES823903
BS750291	ES823909
BS750292	ES823919
BS750293	ES823923
BS750295	ES823938
BS750296	ES823942
BS750296	ES823946
BS680734	ES718748
BS680737	ES718751
BS680738	ES718752
BS680687	ES718701
BS680690	ES718704
BS680695	ES718709
BS680701	ES718715
BS680706	ES718720
BS680709	ES718723
BS680717	ES718731
BS680718	ES718732
BS741164	ES805545
BS741193	ES805165
BS741200	ES805207
BS741171	ES805565
BS741174	ES805574
BS741176	ES805577
BS741176	ES805578
BS741206	ES805243
BS741210	ES805267
BS741122	ES805435
BS741132	ES805462
BS741138	ES805478
BS741219	ES805321
BS741221	ES805333
BS741221	ES805334
BS741222	ES805340
BS741227	ES805369
BS741143	ES805489
BS741146	ES805497
BS741169	ES805563
BS741158	ES805529
BS741177	ES805581
BS741180	ES805589
BS741181	ES805093
BS741184	ES805110
BS741186	ES805121
BS721552	ES790513
BS721521	ES790482
BS721527	ES790488
BS721530	ES790491
BS721535	ES790496
BS721538	ES790499
BS741228	ES805375
BS741234	ES805411
BS741237	ES805429
BS736868	ES799417
BS736756	ES805101
BS736758	ES805105
BS736760	ES805112
BS736760	ES799309
BS736761	ES805113
BS736762	ES805118
BS736767	ES805130
BS736769	ES805135
BS736770	ES805139
BS736774	ES799323
BS736776	ES805155
BS736776	ES805156
BS736782	ES799331
BS736784	ES805180
BS736789	ES805194
BS736791	ES805200
BS736793	ES799342
BS736797	ES805217
BS736798	ES805221
BS736804	ES805240
BS736807	ES799356
BS736809	ES799358
BS736818	ES799367
BS736819	ES799368
BS736821	ES805289
BS736825	ES805301
BS736826	ES799375
BS736829	ES799378
BS736832	ES805323
BS736832	ES805324
BS736833	ES805325
BS736838	ES805341
BS736841	ES799390
BS736843	ES799392
BS736846	ES805365
BS736847	ES799396
BS736850	ES799399
BS736855	ES805391
BS736856	ES805396
BS736859	ES805403
BS736862	ES799411
BS736863	ES805415
BS736865	ES799414
BS736865	ES805422
BS736866	ES805426
BS750339	ES832441
BS750339	ES832442
BS750340	ES832448
BS750341	ES832455
BS750342	ES832464
BS750344	ES832477
BS750344	ES832479
BS750345	ES832489
BS750346	ES832493
BS750347	ES832502
BS750348	ES832510
BS750349	ES832519
BS750349	ES832523
BS750350	ES832532
BS750351	ES832536
BS750352	ES832542
BS750356	ES832573
BS750356	ES832579
BS750357	ES832582
BS750357	ES832583
BS750357	ES832586
BS750358	ES832589
BS750359	ES832598
BS750359	ES832603
BS750361	ES832616
BS750361	ES832617
BS750361	ES832614
BS750362	ES832623
BS750364	ES832637
BS750365	ES832646
BS750365	ES832649
BS750366	ES832654
BS750367	ES832663
BS750372	ES832707
BS750374	ES832717
BS750379	ES832761
BS750378	ES832756
BS750380	ES832769
BS750380	ES832772
BS750382	ES832784
BS750382	ES832786
BS750383	ES832789
BS750383	ES832796
BS750384	ES832801
BS750384	ES832803
BS750385	ES832810
BS750386	ES832814
BS750386	ES832817
BS750387	ES832822
BS750387	ES832824
BS750387	ES832828
BS750388	ES832830
BS750388	ES832836
BS750389	ES832837
BS750390	ES832849
BS750390	ES832850
BS750391	ES832854
BS750392	ES832868
BS750396	ES832896
BS750397	ES832905
BS750397	ES832908
BS750403	ES832950
BS750404	ES832962
BS750405	ES832965
BS750406	ES833023
BS750406	ES833025
BS750407	ES833033
BS750407	ES833036
BS750408	ES833039
BS750408	ES833041
BS750408	ES833043
BS750409	ES833052
BS750412	ES833072
BS750412	ES833075
BS750413	ES833080
BS750413	ES833081
BS750416	ES833105
BS750416	ES832977
BS750416	ES832979
BS750416	ES832998
BS750416	ES833000
BS750416	ES833002
BS750416	ES833005
BS750416	ES833020
BS750329	ES824172
BS750329	ES824177
BS750329	ES824178
BS750330	ES824185
BS750331	ES824191
BS750333	ES824204
BS750333	ES824205
BS750334	ES824207
BS750334	ES824210
BS750337	ES824228
BS750337	ES824233
BS750338	ES824243
BS750299	ES823965
BS750301	ES823981
BS750302	ES823985
BS750303	ES823996
BS750304	ES824000
BS750304	ES824001
BS750306	ES824013
BS750306	ES824017
BS750307	ES824019
BS750308	ES824028
BS750308	ES824031
BS750309	ES824033
BS750310	ES824039
BS750310	ES824044
BS750311	ES824047
BS750311	ES824049
BS750313	ES824061
BS750314	ES824068
BS750314	ES824071
BS750316	ES824084
BS750319	ES824103
BS750319	ES824105
BS750319	ES824107
BS750336	ES824223
BS750326	ES824152
BS750326	ES824154
BS750327	ES824163
BS750327	ES824164
BS750261	ES823700
BS750261	ES823701
BS750262	ES823707
BS750263	ES823712
BS750264	ES823718
BS750266	ES823733
BS750266	ES823734
BS750267	ES823740
BS750269	ES823752
BS750273	ES823781
BS750273	ES823783
BS750274	ES823792
BS750274	ES823793
BS750275	ES823797
BS750275	ES823800
BS750279	ES823824
BS750279	ES823825
BS750279	ES823826
BS750279	ES823828
BS750281	ES823837
BS750283	ES823853
BS750285	ES823864
BS750285	ES823868
BS750288	ES823886
BS750289	ES823894
BS750289	ES823895
BS750291	ES823910
BS750292	ES823918
BS750295	ES823936
BS750295	ES823939
BS750296	ES823943
BS750296	ES823944
BS680688	ES718702
BS680720	ES718734
BS741165	ES805549
BS741204	ES805231
BS741204	ES805232
BS741175	ES805576
BS741208	ES805256
BS741121	ES805433
BS741124	ES805441
BS741126	ES805448
BS741128	ES805451
BS741130	ES805459
BS741133	ES805468
BS741134	ES805466
BS741136	ES805476
BS741216	ES805304
BS741224	ES805351
BS741226	ES805363
BS741145	ES805495
BS741145	ES805496
BS741149	ES805505
BS741187	ES805126
BS741187	ES805127
BS741188	ES805133
BS741151	ES805515
BS741178	ES805588
BS721548	ES790509
BS721549	ES790510
BS721551	ES790512
BS721558	ES790519
BS721561	ES790522
BS721562	ES790523
BS721563	ES790524
BS721568	ES790529
BS721575	ES790536
BS721522	ES790483
BS721525	ES790486
BS741229	ES805382
BS741236	ES805424
BS736868	ES805431
BS736754	ES805094
BS736756	ES805100
BS736761	ES805114
BS736766	ES805129
BS736770	ES799319
BS736772	ES805146
BS736774	ES805152
BS736777	ES805158
BS736781	ES805170
BS736781	ES799330
BS736782	ES805173
BS736783	ES805176
BS736783	ES805175
BS736783	ES799332
BS736787	ES805188
BS736790	ES805198
BS736795	ES805212
BS736795	ES799344
BS736798	ES805222
BS736800	ES805227
BS736807	ES805247
BS736808	ES805251
BS736809	ES805253
BS736810	ES805257
BS736815	ES805271
BS736821	ES799370
BS736823	ES799372
BS736826	ES805305
BS736829	ES805313
BS736830	ES805317
BS736836	ES805336
BS736837	ES805337
BS736838	ES805342
BS736842	ES805353
BS736845	ES799394
BS736845	ES805362
BS736849	ES805373
BS736851	ES805380
BS736852	ES805384
BS736853	ES799402
BS736856	ES805395
BS736857	ES799406
BS736857	ES805399
BS736861	ES805410
BS736864	ES805419
BS736867	ES805428
BS750340	ES832449
BS750340	ES832450
BS750341	ES832459
BS750341	ES832460
BS750343	ES832475
BS750344	ES832480
BS750345	ES832485
BS750346	ES832496
BS750347	ES832504
BS750348	ES832513
BS750352	ES832545
BS750354	ES832557
BS750354	ES832561
BS750355	ES832565
BS750357	ES832581
BS750358	ES832591
BS750358	ES832593
BS750358	ES832595
BS750360	ES832605
BS750361	ES832618
BS750363	ES832630
BS750363	ES832636
BS750365	ES832645
BS750367	ES832661
BS750367	ES832664
BS750367	ES832666
BS750368	ES832673
BS750368	ES832676
BS750369	ES832681
BS750369	ES832684
BS750370	ES832687
BS750370	ES832691
BS750370	ES832692
BS750371	ES832696
BS750373	ES832712
BS750374	ES832720
BS750374	ES832723
BS750375	ES832726
BS750377	ES832748
BS750380	ES832765
BS750380	ES832767
BS750380	ES832771
BS750381	ES832775
BS750382	ES832785
BS750385	ES832807
BS750386	ES832815
BS750387	ES832821
BS750387	ES832826
BS750388	ES832829
BS750388	ES832831
BS750389	ES832843
BS750390	ES832848
BS750391	ES832853
BS750391	ES832859
BS750392	ES832863
BS750392	ES832867
BS750394	ES832882
BS750395	ES832885
BS750396	ES832893
BS750400	ES832927
BS750400	ES832928
BS750401	ES832933
BS750401	ES832939
BS750403	ES832951
BS750404	ES832961
BS750405	ES832970
BS750406	ES833028
BS750409	ES833047
BS750409	ES833049
BS750410	ES833059
BS750411	ES833066
BS750411	ES833061
BS750413	ES833079
BS750413	ES833082
BS750415	ES833094
BS750415	ES833099
BS750415	ES833100
BS750416	ES833106
BS750416	ES832974
BS750416	ES832990
BS750416	ES832991
BS750416	ES832992
BS750416	ES833018
BS750331	ES824186
BS750331	ES824187
BS750332	ES824198
BS750332	ES824199
BS750335	ES824217
BS750337	ES824230
BS750337	ES824232
BS750338	ES824247
BS750297	ES823948
BS750297	ES823949
BS750297	ES823954
BS750298	ES823961
BS750299	ES823964
BS750300	ES823969
BS750300	ES823975
BS750301	ES823977
BS750303	ES823992
BS750304	ES824002
BS750305	ES824004
BS750305	ES824005
BS750305	ES824007
BS750305	ES824010
BS750306	ES824014
BS750306	ES824016
BS750307	ES824021
BS750308	ES824025
BS750309	ES824035
BS750310	ES824041
BS750313	ES824066
BS750319	ES824102
BS750319	ES824104
BS750319	ES824106
BS750322	ES824123
BS750336	ES824226
BS750323	ES824131
BS750323	ES824133
BS750262	ES823708
BS750264	ES823723
BS750265	ES823727
BS750265	ES823729
BS750266	ES823735
BS750267	ES823738
BS750268	ES823747
BS750268	ES823750
BS750268	ES823751
BS750269	ES823754
BS750270	ES823763
BS750271	ES823766
BS750272	ES823777
BS750272	ES823779
BS750273	ES823782
BS750276	ES823803
BS750276	ES823806
BS750277	ES823810
BS750278	ES823815
BS750278	ES823820
BS750280	ES823830
BS750284	ES823858
BS750284	ES823860
BS750285	ES823869
BS750290	ES823899
BS750291	ES823911
BS750296	ES823941
BS750296	ES823945
BS680728	ES718742
BS680741	ES718755
BS680712	ES718726
BS680714	ES718728
BS680715	ES718729
BS680721	ES718735
BS741191	ES805150
BS741164	ES805546
BS741199	ES805201
BS741170	ES805561
BS741207	ES805250
BS741210	ES805268
BS741121	ES805434
BS741132	ES805461
BS741133	ES805467
BS741135	ES805469
BS741136	ES805472
BS741139	ES805480
BS741223	ES805345
BS741225	ES805358
BS741144	ES805493
BS741190	ES805144
BS741189	ES805138
BS741168	ES805558
BS741169	ES805559
BS741169	ES805560
BS741169	ES805564
BS741151	ES805516
BS741153	ES805517
BS741155	ES805521
BS741156	ES805526
BS741157	ES805527
BS741158	ES805530
BS741178	ES805587
BS741182	ES805098
BS741183	ES805104
BS721554	ES790515
BS721569	ES790530
BS721576	ES790537
BS721532	ES790493
BS721541	ES790502
BS741230	ES805388
BS741233	ES805406
BS736868	ES805432
BS736753	ES805091
BS736757	ES799306
BS736761	ES799310
BS736763	ES805119
BS736766	ES805128
BS736772	ES805145
BS736777	ES805157
BS736781	ES805169
BS736786	ES805186
BS736788	ES805191
BS736792	ES805203
BS736795	ES805211
BS736796	ES805215
BS736796	ES805216
BS736796	ES799345
BS736799	ES799348
BS736801	ES805229
BS736801	ES799350
BS736802	ES805233
BS736804	ES799353
BS736807	ES805248
BS736812	ES805263
BS736816	ES805276
BS736817	ES805278
BS736820	ES799369
BS736822	ES805294
BS736823	ES805295
BS736823	ES805296
BS736825	ES805302
BS736826	ES805306
BS736827	ES799376
BS736830	ES799379
BS736831	ES805319
BS736836	ES805335
BS736837	ES799386
BS736842	ES799391
BS736846	ES799395
BS736849	ES799398
BS736849	ES805374
BS736854	ES805390
BS736855	ES799404
BS736858	ES805397
BS736859	ES805404
BS750339	ES832438
BS750340	ES832446
BS750342	ES832461
BS750342	ES832468
BS750343	ES832470
BS750346	ES832494
BS750346	ES832498
BS750347	ES832505
BS750347	ES832506
BS750347	ES832507
BS750348	ES832511
BS750350	ES832529
BS750350	ES832531
BS750351	ES832540
BS750353	ES832551
BS750353	ES832554
BS750353	ES832555
BS750354	ES832562
BS750355	ES832570
BS750356	ES832574
BS750356	ES832575
BS750357	ES832587
BS750360	ES832612
BS750364	ES832638
BS750364	ES832644
BS750366	ES832657
BS750366	ES832660
BS750367	ES832662
BS750368	ES832670
BS750369	ES832679
BS750369	ES832683
BS750370	ES832690
BS750372	ES832701
BS750372	ES832702
BS750372	ES832703
BS750372	ES832705
BS750373	ES832714
BS750376	ES832736
BS750376	ES832737
BS750376	ES832739
BS750377	ES832741
BS750377	ES832743
BS750377	ES832746
BS750378	ES832752
BS750383	ES832791
BS750383	ES832795
BS750385	ES832808
BS750385	ES832809
BS750385	ES832811
BS750385	ES832812
BS750386	ES832819
BS750386	ES832820
BS750387	ES832823
BS750388	ES832834
BS750390	ES832851
BS750391	ES832858
BS750393	ES832874
BS750396	ES832898
BS750397	ES832902
BS750397	ES832907
BS750399	ES832917
BS750400	ES832931
BS750401	ES832937
BS750402	ES832943
BS750402	ES832946
BS750403	ES832949
BS750403	ES832954
BS750404	ES832959
BS750404	ES832960
BS750404	ES832963
BS750404	ES832964
BS750405	ES832966
BS750405	ES832967
BS750406	ES833026
BS750406	ES833027
BS750407	ES833029
BS750407	ES833035
BS750408	ES833037
BS750408	ES833038
BS750408	ES833044
BS750410	ES833057
BS750411	ES833067
BS750412	ES833073
BS750412	ES833076
BS750414	ES833089
BS750416	ES833101
BS750416	ES833103
BS750416	ES833104
BS750416	ES832978
BS750416	ES832980
BS750416	ES832983
BS750416	ES832987
BS750416	ES832988
BS750416	ES832989
BS750416	ES832997
BS750416	ES833004
BS750416	ES833007
BS750416	ES833009
BS750329	ES824176
BS750334	ES824209
BS750334	ES824211
BS750335	ES824215
BS750337	ES824231
BS750338	ES824236
BS750338	ES824237
BS750338	ES824244
BS750297	ES823950
BS750297	ES823951
BS750298	ES823956
BS750298	ES823959
BS750299	ES823962
BS750300	ES823971
BS750300	ES823973
BS750302	ES823984
BS750306	ES824011
BS750307	ES824024
BS750308	ES824026
BS750308	ES824029
BS750309	ES824032
BS750310	ES824043
BS750312	ES824053
BS750312	ES824058
